"","Raumordnungsregion Nr","Raumordnungsregion","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",101,"Schleswig-Holstein Mitte",716229,0.679762,4,7,2
"2",102,"Schleswig-Holstein Nord",442490,0.784091,5,9,3
"3",103,"Schleswig-Holstein Ost",412775,0.810189,5,9,3
"4",104,"Schleswig-Holstein Süd",996467,0.486095,2,4,2
"5",105,"Schleswig-Holstein Süd-West",262903,0.794909,5,9,3
"6",201,"Hamburg",1762791,0.298211,1,1,1
"7",301,"Braunschweig",1121836,0.5096,2,4,2
"8",302,"Bremen-Umland",530596,0.626105,3,6,2
"9",303,"Bremerhaven",395673,0.792584,5,9,3
"10",304,"Emsland",450086,0.680968,4,7,2
"11",305,"Göttingen",529356,0.609578,3,6,2
"12",306,"Hamburg-Umland-Süd",604489,0.541891,3,5,2
"13",307,"Hannover",1403515,0.53395,3,5,2
"14",308,"Hildesheim",422367,0.672196,4,7,2
"15",309,"Lüneburg",319383,0.675375,4,7,2
"16",310,"Oldenburg",569972,0.652734,4,7,2
"17",311,"Osnabrück",644397,0.600668,3,6,2
"18",312,"Ost-Friesland",632833,0.845523,5,10,3
"19",313,"Südheide",312357,0.729341,4,8,2
"20",401,"Bremen",551767,0.567478,3,5,2
"21",501,"Aachen",1244202,0.608978,3,6,2
"22",502,"Arnsberg",558303,0.599964,3,6,2
"23",503,"Bielefeld",1587807,0.570286,3,5,2
"24",504,"Bochum/Hagen",1439936,0.609211,3,6,2
"25",505,"Bonn",899739,0.368835,1,2,1
"26",506,"Dortmund",1148865,0.722,4,8,2
"27",507,"Duisburg/Essen",2197856,0.675618,4,7,2
"28",508,"Düsseldorf",2910434,0.486311,2,4,2
"29",509,"Emscher-Lippe",986760,0.789076,5,9,3
"30",510,"Köln",2217783,0.437186,2,3,2
"31",511,"Münster",1593904,0.524606,3,5,2
"32",512,"Paderborn",441841,0.580182,3,6,2
"33",513,"Siegen",410668,0.477511,2,4,2
"34",601,"Mittelhessen",1029020,0.521288,2,4,2
"35",602,"Nordhessen",864330,0.596562,3,6,2
"36",603,"Osthessen",336720,0.506921,2,4,2
"37",604,"Rhein-Main",2803276,0.289846,1,1,1
"38",605,"Starkenburg",1060542,0.367832,1,2,1
"39",701,"Mittelrhein-Westerwald",1240667,0.644225,4,7,2
"40",702,"Rheinhessen-Nahe",855048,0.447079,2,3,2
"41",703,"Rheinpfalz",876022,0.5065,2,4,2
"42",704,"Trier",521863,0.697057,4,8,2
"43",705,"Westpfalz",517982,0.702847,4,8,2
"44",801,"Bodensee-Oberschwaben",612441,0.376105,1,2,1
"45",802,"Donau-Iller (BW)",500281,0.309455,1,1,1
"46",803,"Franken",877180,0.369045,1,2,1
"47",804,"Hochrhein-Bodensee",664688,0.537127,3,5,2
"48",805,"Mittlerer Oberrhein",1009395,0.311722,1,1,1
"49",806,"Neckar-Alb",682746,0.333869,1,2,1
"50",807,"Nordschwarzwald",580932,0.446546,2,3,2
"51",808,"Ostwürttemberg",437099,0.368129,1,2,1
"52",809,"Schwarzwald-Baar-Heuberg",476635,0.451104,2,3,2
"53",810,"Stuttgart",2694009,0.19649,1,1,1
"54",811,"Südlicher Oberrhein",1050299,0.443738,2,3,2
"55",812,"Unterer Neckar",1130939,0.339525,1,2,1
"56",901,"Allgäu",473900,0.453897,2,4,2
"57",902,"Augsburg",876783,0.414767,2,3,2
"58",903,"Bayerischer Untermain",368884,0.420239,2,3,2
"59",904,"Donau-Iller (BY)",470588,0.397098,1,2,1
"60",905,"Donau-Wald",650121,0.579824,3,5,2
"61",906,"Industrieregion Mittelfranken",1305440,0.293037,1,1,1
"62",907,"Ingolstadt",473290,0.246305,1,1,1
