"","Raumordnungsregion Nr","Raumordnungsregion","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",101,"Schleswig-Holstein Mitte",716229,0.726918,4,7,2
"2",102,"Schleswig-Holstein Nord",442490,0.860547,5,9,3
"3",103,"Schleswig-Holstein Ost",412775,0.854404,5,9,3
"4",104,"Schleswig-Holstein Süd",996467,0.491824,2,4,2
"5",105,"Schleswig-Holstein Süd-West",262903,0.797807,4,8,2
"6",201,"Hamburg",1762791,0.367536,1,2,1
"7",301,"Braunschweig",1121836,0.54573,3,5,2
"8",302,"Bremen-Umland",530596,0.669095,3,6,2
"9",303,"Bremerhaven",395673,0.864694,5,9,3
"10",304,"Emsland",450086,0.750724,4,8,2
"11",305,"Göttingen",529356,0.67291,3,6,2
"12",306,"Hamburg-Umland-Süd",604489,0.589585,3,5,2
"13",307,"Hannover",1403515,0.594481,3,6,2
"14",308,"Hildesheim",422367,0.695902,4,7,2
"15",309,"Lüneburg",319383,0.749086,4,8,2
"16",310,"Oldenburg",569972,0.713297,4,7,2
"17",311,"Osnabrück",644397,0.642975,3,6,2
"18",312,"Ost-Friesland",632833,0.920581,5,10,3
"19",313,"Südheide",312357,0.799747,4,8,2
"20",401,"Bremen",551767,0.577891,3,5,2
"21",501,"Aachen",1244202,0.650434,3,6,2
"22",502,"Arnsberg",558303,0.616736,3,6,2
"23",503,"Bielefeld",1587807,0.550914,3,5,2
"24",504,"Bochum/Hagen",1439936,0.617142,3,6,2
"25",505,"Bonn",899739,0.387299,1,2,1
"26",506,"Dortmund",1148865,0.744053,4,8,2
"27",507,"Duisburg/Essen",2197856,0.702265,4,7,2
"28",508,"Düsseldorf",2910434,0.513262,2,4,2
"29",509,"Emscher-Lippe",986760,0.811344,4,8,2
"30",510,"Köln",2217783,0.461153,2,3,2
"31",511,"Münster",1593904,0.512785,2,4,2
"32",512,"Paderborn",441841,0.578398,3,5,2
"33",513,"Siegen",410668,0.47511,2,4,2
"34",601,"Mittelhessen",1029020,0.524107,2,4,2
"35",602,"Nordhessen",864330,0.636609,3,6,2
"36",603,"Osthessen",336720,0.526674,2,4,2
"37",604,"Rhein-Main",2803276,0.300383,1,1,1
"38",605,"Starkenburg",1060542,0.34074,1,2,1
"39",701,"Mittelrhein-Westerwald",1240667,0.657061,3,6,2
"40",702,"Rheinhessen-Nahe",855048,0.473097,2,4,2
"41",703,"Rheinpfalz",876022,0.522473,2,4,2
"42",704,"Trier",521863,0.685993,4,7,2
"43",705,"Westpfalz",517982,0.735878,4,7,2
"44",801,"Bodensee-Oberschwaben",612441,0.368828,1,2,1
"45",802,"Donau-Iller (BW)",500281,0.294742,1,1,1
"46",803,"Franken",877180,0.375762,1,2,1
"47",804,"Hochrhein-Bodensee",664688,0.551787,3,5,2
"48",805,"Mittlerer Oberrhein",1009395,0.267538,1,1,1
"49",806,"Neckar-Alb",682746,0.314817,1,1,1
"50",807,"Nordschwarzwald",580932,0.407189,2,3,2
"51",808,"Ostwürttemberg",437099,0.322788,1,1,1
"52",809,"Schwarzwald-Baar-Heuberg",476635,0.423386,2,3,2
"53",810,"Stuttgart",2694009,0.134264,1,1,1
"54",811,"Südlicher Oberrhein",1050299,0.432141,2,3,2
