"","Kennziffer Gemeindeverband","Name Gemeindeverband","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",15001000,"Dessau-Roßlau, Stadt",83061,0.840499,2,4,2
"2",15002000,"Halle (Saale), Stadt",232470,0.867606,3,6,2
"3",15003000,"Magdeburg, Landeshauptstadt",232306,0.82319,2,3,2
"4",15081030,"Arendsee (Altmark), Stadt",7023,0.949441,5,10,3
"5",15081135,"Gardelegen, Hansestadt",23144,0.887058,4,7,2
"6",15081240,"Kalbe (Milde), Stadt",7799,0.932026,5,9,3
"7",15081280,"Klötze, Stadt",10292,0.841655,2,4,2
"8",15081455,"Salzwedel, Hansestadt",24084,0.920421,5,9,3
"9",15081951,"Beetzendorf-Diesdorf",13729,0.873616,3,6,2
"10",15082005,"Aken (Elbe), Stadt",7774,0.880213,3,6,2
"11",15082015,"Bitterfeld-Wolfen, Stadt",40779,0.917681,4,8,2
"12",15082180,"Köthen (Anhalt), Stadt",26384,0.909187,4,8,2
"13",15082241,"Muldestausee",11828,0.811202,2,3,2
"14",15082256,"Osternienburger Land",8933,0.88685,4,7,2
"15",15082301,"Raguhn-Jeßnitz, Stadt",9540,0.831718,2,4,2
"16",15082340,"Sandersdorf",14521,0.841758,2,4,2
"17",15082377,"Südliches Anhalt, Stadt",13881,0.859194,3,5,2
"18",15082430,"Zerbst/Anhalt, Stadt",21975,0.847974,2,4,2
"19",15082440,"Zörbig, Stadt",9461,0.84228,2,4,2
"20",15083040,"Barleben",9133,0.711912,1,1,1
"21",15083270,"Haldensleben, Stadt",19345,0.763249,1,1,1
"22",15083298,"Hohe Börde",18076,0.740362,1,1,1
"23",15083390,"Niedere Börde",7097,0.749638,1,1,1
"24",15083411,"Oebisfelde-Weferlingen, Stadt",13748,0.727752,1,1,1
"25",15083415,"Oschersleben (Bode), Stadt",19726,0.826648,2,3,2
"26",15083490,"Sülzetal",9013,0.746397,1,1,1
"27",15083531,"Wanzleben-Börde, Stadt",14287,0.798984,1,2,1
"28",15083565,"Wolmirstedt, Stadt",11502,0.775349,1,2,1
"29",15083951,"Elbe-Heide",13439,0.75325,1,1,1
"30",15083952,"Flechtingen",13563,0.727198,1,1,1
"31",15083953,"Obere Aller",14985,0.765854,1,2,1
"32",15083954,"Westliche Börde",8915,0.828372,2,4,2
"33",15084130,"Elsteraue",8513,0.866542,3,6,2
"34",15084235,"Hohenmölsen, Stadt",9851,0.873104,3,6,2
"35",15084315,"Lützen, Stadt",8695,0.826476,2,3,2
"36",15084355,"Naumburg (Saale), Stadt",32756,0.895763,4,8,2
"37",15084490,"Teuchern, Stadt",8354,0.877162,3,6,2
"38",15084550,"Weißenfels, Stadt",39918,0.890219,4,7,2
"39",15084590,"Zeitz, Stadt",29284,0.942466,5,9,3
"40",15084951,"An der Finne",12036,0.855363,3,5,2
"41",15084952,"Droyßiger-Zeitzer Forst",9201,0.835247,2,4,2
"42",15084953,"Unstruttal",16103,0.863075,3,5,2
"43",15084954,"Wethautal",9344,0.824857,2,3,2
"44",15085040,"Ballenstedt, Stadt",9241,0.898993,4,8,2
"45",15085055,"Blankenburg (Harz), Stadt",20509,0.849867,3,5,2
"46",15085110,"Falkenstein/Harz, Stadt",5552,0.866025,3,5,2
"47",15085135,"Halberstadt, Stadt",40440,0.881606,3,6,2
"48",15085145,"Harzgerode, Stadt",8196,0.86599,3,5,2
"49",15085185,"Huy",7454,0.853609,3,5,2
"50",15085190,"Ilsenburg (Harz), Stadt",9432,0.749214,1,1,1
"51",15085227,"Nordharz",7914,0.765268,1,1,1
"52",15085228,"Oberharz am Brocken, Stadt",10975,0.825433,2,3,2
"53",15085230,"Osterwieck, Stadt",11376,0.790001,1,2,1
"54",15085235,"Quedlinburg, Stadt",24742,0.905876,4,8,2
"55",15085330,"Thale, Stadt",17832,0.878948,3,6,2
"56",15085370,"Wernigerode, Stadt",33319,0.808314,2,3,2
"57",15085951,"Vorharz",12636,0.856587,3,5,2
"58",15086005,"Biederitz",8513,0.789341,1,2,1
"59",15086015,"Burg, Stadt",22680,0.889667,4,7,2
"60",15086035,"Elbe-Parey",6793,0.887487,4,7,2
"61",15086040,"Genthin, Stadt",14466,0.887229,4,7,2
"62",15086055,"Gommern, Stadt",10568,0.838361,2,4,2
"63",15086080,"Jerichow, Stadt",7073,0.861872,3,5,2
"64",15086140,"Möckern, Stadt",13178,0.843414,2,4,2
"65",15086145,"Möser",8088,0.762535,1,1,1
"66",15087015,"Allstedt, Stadt",7996,0.884106,4,7,2
"67",15087031,"Arnstein, Stadt",6940,0.882528,4,7,2
"68",15087130,"Eisleben, Lutherstadt",24346,0.925469,5,9,3
"69",15087165,"Gerbstedt, Stadt",7527,0.918083,4,8,2
"70",15087220,"Hettstedt, Stadt",14495,0.964933,5,10,3
"71",15087275,"Mansfeld, Stadt",9203,0.881758,4,7,2
"72",15087370,"Sangerhausen, Stadt",27546,0.917573,4,8,2
"73",15087386,"Seegebiet Mansfelder Land",9255,0.879185,3,6,2
"74",15087412,"Südharz",9759,0.89033,4,7,2
"75",15087951,"Goldene Aue",9789,0.874099,3,6,2
"76",15087952,"Mansfelder Grund-Helbra",15198,0.894875,4,8,2
"77",15088020,"Bad Dürrenberg, Stadt",11728,0.870572,3,6,2
"78",15088025,"Bad Lauchstädt, Goethestadt",8869,0.832647,2,4,2
"79",15088065,"Braunsbedra, Stadt",11285,0.902948,4,8,2
"80",15088150,"Kabelsketal",8828,0.760358,1,1,1
"81",15088195,"Landsberg, Stadt",15045,0.775022,1,2,1
"82",15088205,"Leuna, Stadt",13842,0.812574,2,3,2
"83",15088216,"Wettin-Löbejün, Stadt",10110,0.843177,2,4,2
"84",15088220,"Merseburg, Stadt",33317,0.880248,3,6,2
"85",15088235,"Mücheln (Geiseltal), Stadt",8967,0.893289,4,7,2
"86",15088295,"Petersberg",9742,0.783187,1,2,1
"87",15088305,"Querfurt, Stadt",11065,0.88821,4,7,2
"88",15088319,"Salzatal",11698,0.77625,1,2,1
"89",15088330,"Schkopau",10903,0.784703,1,2,1
"90",15088365,"Teutschenthal",13078,0.769476,1,2,1
"91",15088951,"Weida-Land",8033,0.848292,3,5,2
"92",15089015,"Aschersleben, Stadt",27701,1,5,10,3
"93",15089026,"Barby, Stadt",8654,0.917292,4,8,2
"94",15089030,"Bernburg (Saale), Stadt",33633,0.961132,5,10,3
"95",15089042,"Bördeland",7681,0.901473,4,8,2
"96",15089055,"Calbe (Saale), Stadt",8991,0.987229,5,10,3
"97",15089175,"Hecklingen, Stadt",7212,0.933543,5,9,3
"98",15089195,"Könnern, Stadt",8570,0.952587,5,10,3
"99",15089235,"Nienburg (Saale), Stadt",6519,0.95967,5,10,3
"100",15089305,"Schönebeck (Elbe), Stadt",31303,0.964341,5,10,3
"101",15089307,"Seeland, Stadt",8401,0.936534,5,9,3
"102",15089310,"Staßfurt, Stadt",26804,0.975937,5,10,3
"103",15089951,"Egelner Mulde",11024,0.945399,5,9,3
"104",15089952,"Saale-Wipper",10257,0.953372,5,10,3
"105",15090070,"Bismark (Altmark), Stadt",8501,0.930299,5,9,3
"106",15090225,"Havelberg, Hansestadt",6646,0.94937,5,10,3
"107",15090415,"Osterburg (Altmark), Hansestadt",10168,0.918382,4,8,2
"108",15090535,"Stendal, Hansestadt",40079,0.946066,5,10,3
"109",15090546,"Tangerhütte, Stadt",11086,0.92115,5,9,3
"110",15090550,"Tangermünde, Stadt",10426,0.932259,5,9,3
"111",15090951,"Arneburg-Goldbeck",9165,0.900398,4,8,2
"112",15090952,"Elbe-Havel-Land",8397,0.928811,5,9,3
"113",15090953,"Seehausen (Altmark)",10200,0.94124,5,9,3
"114",15091010,"Annaburg, Stadt",7041,0.851268,3,5,2
"115",15091020,"Bad Schmiedeberg, Stadt",8545,0.783355,1,2,1
"116",15091060,"Coswig (Anhalt), Stadt",12179,0.814871,2,3,2
"117",15091110,"Gräfenhainichen, Stadt",12076,0.852627,3,5,2
"118",15091145,"Jessen (Elster), Stadt",14261,0.808157,2,3,2
"119",15091160,"Kemberg, Stadt",10045,0.804749,2,3,2
"120",15091241,"Oranienbaum-Wörlitz, Stadt",8592,0.806381,2,3,2
"121",15091375,"Wittenberg, Lutherstadt",46621,0.82615,2,3,2
"122",15091391,"Zahna-Elster, Stadt",9361,0.801069,1,2,1
