"","Kreiskennziffer","Name des Kreises","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",7111,"Koblenz, kreisfreie Stadt",111434,0.534715,1,2,1
"2",7131,"Ahrweiler",126643,0.620492,3,6,2
"3",7132,"Altenkirchen (Westerwald)",128228,0.678809,5,9,3
"4",7133,"Bad Kreuznach",155944,0.630606,3,6,2
"5",7134,"Birkenfeld",80591,0.73079,5,10,3
"6",7135,"Cochem-Zell",62041,0.623065,3,6,2
"7",7137,"Mayen-Koblenz",210441,0.642913,4,8,2
"8",7138,"Neuwied",179317,0.614742,3,5,2
"9",7140,"Rhein-Hunsrück-Kreis",101945,0.609401,2,4,2
"10",7141,"Rhein-Lahn-Kreis",121487,0.661929,4,8,2
"11",7143,"Westerwaldkreis",199131,0.619926,3,5,2
"12",7211,"Trier, kreisfreie Stadt",108472,0.615006,3,5,2
"13",7231,"Bernkastel-Wittlich",110981,0.601098,2,4,2
"14",7232,"Eifelkreis Bitburg-Prüm",96408,0.668832,5,9,3
"15",7233,"Vulkaneifel",60775,0.635964,4,7,2
"16",7235,"Trier-Saarburg",145227,0.61083,3,5,2
"17",7311,"Frankenthal (Pfalz), kreisfreie Stadt",47724,0.625468,3,6,2
"18",7312,"Kaiserslautern, kreisfreie Stadt",97382,0.648644,4,8,2
"19",7313,"Landau in der Pfalz, kreisfreie Stadt",44465,0.520941,1,2,1
"20",7314,"Ludwigshafen am Rhein, kreisfreie Stadt",163832,0.682456,5,9,3
"21",7315,"Mainz, kreisfreie Stadt",206991,0.280328,1,1,1
"22",7316,"Neustadt an der Weinstraße, kreisfreie Stadt",52564,0.567877,2,3,2
"23",7317,"Pirmasens, kreisfreie Stadt",40046,0.892119,5,10,3
"24",7318,"Speyer, kreisfreie Stadt",49855,0.532121,1,2,1
"25",7319,"Worms, kreisfreie Stadt",81010,0.689916,5,10,3
"26",7320,"Zweibrücken, kreisfreie Stadt",34011,0.642062,4,7,2
"27",7331,"Alzey-Worms",125998,0.580881,2,3,2
"28",7332,"Bad Dürkheim",131530,0.46853,1,2,1
"29",7333,"Donnersbergkreis",74962,0.66329,4,8,2
"30",7334,"Germersheim",126266,0.569249,2,3,2
"31",7335,"Kaiserslautern",104288,0.636963,4,7,2
"32",7336,"Kusel",70883,0.701839,5,10,3
"33",7337,"Südliche Weinstraße",109735,0.547187,2,3,2
"34",7338,"Rhein-Pfalz-Kreis",150051,0.4314,1,1,1
"35",7339,"Mainz-Bingen",204514,0.352012,1,1,1
"36",7340,"Südwestpfalz",96410,0.597988,2,4,2
