"","Kreiskennziffer","Name des Kreises","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",7111,"Koblenz, kreisfreie Stadt",111434,0.59474,2,3,2
"2",7131,"Ahrweiler",126643,0.59335,2,3,2
"3",7132,"Altenkirchen (Westerwald)",128228,0.72318,5,9,3
"4",7133,"Bad Kreuznach",155944,0.672477,4,8,2
"5",7134,"Birkenfeld",80591,0.791639,5,10,3
"6",7135,"Cochem-Zell",62041,0.647416,3,6,2
"7",7137,"Mayen-Koblenz",210441,0.667296,4,7,2
"8",7138,"Neuwied",179317,0.611835,2,4,2
"9",7140,"Rhein-Hunsrück-Kreis",101945,0.64257,3,6,2
"10",7141,"Rhein-Lahn-Kreis",121487,0.637911,3,5,2
"11",7143,"Westerwaldkreis",199131,0.648026,3,6,2
"12",7211,"Trier, kreisfreie Stadt",108472,0.653548,3,6,2
"13",7231,"Bernkastel-Wittlich",110981,0.596155,2,4,2
"14",7232,"Eifelkreis Bitburg-Prüm",96408,0.672854,4,8,2
"15",7233,"Vulkaneifel",60775,0.631203,3,5,2
"16",7235,"Trier-Saarburg",145227,0.622173,3,5,2
"17",7311,"Frankenthal (Pfalz), kreisfreie Stadt",47724,0.623398,3,5,2
"18",7312,"Kaiserslautern, kreisfreie Stadt",97382,0.772452,5,10,3
"19",7313,"Landau in der Pfalz, kreisfreie Stadt",44465,0.592593,2,3,2
"20",7314,"Ludwigshafen am Rhein, kreisfreie Stadt",163832,0.677662,4,8,2
"21",7315,"Mainz, kreisfreie Stadt",206991,0.325841,1,1,1
"22",7316,"Neustadt an der Weinstraße, kreisfreie Stadt",52564,0.569589,2,3,2
"23",7317,"Pirmasens, kreisfreie Stadt",40046,1,5,10,3
"24",7318,"Speyer, kreisfreie Stadt",49855,0.540587,1,2,1
"25",7319,"Worms, kreisfreie Stadt",81010,0.746436,5,9,3
"26",7320,"Zweibrücken, kreisfreie Stadt",34011,0.670849,4,7,2
"27",7331,"Alzey-Worms",125998,0.595567,2,4,2
"28",7332,"Bad Dürkheim",131530,0.520916,1,2,1
"29",7333,"Donnersbergkreis",74962,0.669161,4,7,2
"30",7334,"Germersheim",126266,0.562524,1,2,1
"31",7335,"Kaiserslautern",104288,0.758258,5,10,3
"32",7336,"Kusel",70883,0.697416,5,9,3
"33",7337,"Südliche Weinstraße",109735,0.552157,1,2,1
"34",7338,"Rhein-Pfalz-Kreis",150051,0.437175,1,1,1
"35",7339,"Mainz-Bingen",204514,0.36779,1,1,1
"36",7340,"Südwestpfalz",96410,0.679013,4,8,2
