"","Kreiskennziffer","Name des Kreises","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",7111,"Koblenz, kreisfreie Stadt",111434,0.574069,2,3,2
"2",7131,"Ahrweiler",126643,0.58239,2,3,2
"3",7132,"Altenkirchen (Westerwald)",128228,0.731722,5,10,3
"4",7133,"Bad Kreuznach",155944,0.667724,4,7,2
"5",7134,"Birkenfeld",80591,0.749607,5,10,3
"6",7135,"Cochem-Zell",62041,0.6974,4,8,2
"7",7137,"Mayen-Koblenz",210441,0.670345,4,8,2
"8",7138,"Neuwied",179317,0.666395,3,6,2
"9",7140,"Rhein-Hunsrück-Kreis",101945,0.622038,2,4,2
"10",7141,"Rhein-Lahn-Kreis",121487,0.667379,3,6,2
"11",7143,"Westerwaldkreis",199131,0.649085,3,5,2
"12",7211,"Trier, kreisfreie Stadt",108472,0.683951,4,8,2
"13",7231,"Bernkastel-Wittlich",110981,0.628964,3,5,2
"14",7232,"Eifelkreis Bitburg-Prüm",96408,0.677988,4,8,2
"15",7233,"Vulkaneifel",60775,0.668528,4,7,2
"16",7235,"Trier-Saarburg",145227,0.656915,3,5,2
"17",7311,"Frankenthal (Pfalz), kreisfreie Stadt",47724,0.658127,3,5,2
"18",7312,"Kaiserslautern, kreisfreie Stadt",97382,0.715388,5,9,3
"19",7313,"Landau in der Pfalz, kreisfreie Stadt",44465,0.614869,2,3,2
"20",7314,"Ludwigshafen am Rhein, kreisfreie Stadt",163832,0.665426,3,6,2
"21",7315,"Mainz, kreisfreie Stadt",206991,0.307398,1,1,1
"22",7316,"Neustadt an der Weinstraße, kreisfreie Stadt",52564,0.538726,1,2,1
"23",7317,"Pirmasens, kreisfreie Stadt",40046,0.961427,5,10,3
"24",7318,"Speyer, kreisfreie Stadt",49855,0.491725,1,2,1
"25",7319,"Worms, kreisfreie Stadt",81010,0.777814,5,10,3
"26",7320,"Zweibrücken, kreisfreie Stadt",34011,0.725569,5,9,3
"27",7331,"Alzey-Worms",125998,0.624145,2,4,2
"28",7332,"Bad Dürkheim",131530,0.509859,1,2,1
"29",7333,"Donnersbergkreis",74962,0.666678,3,6,2
"30",7334,"Germersheim",126266,0.555575,2,3,2
"31",7335,"Kaiserslautern",104288,0.667818,4,7,2
"32",7336,"Kusel",70883,0.72359,5,9,3
"33",7337,"Südliche Weinstraße",109735,0.537104,1,2,1
"34",7338,"Rhein-Pfalz-Kreis",150051,0.430742,1,1,1
"35",7339,"Mainz-Bingen",204514,0.354623,1,1,1
"36",7340,"Südwestpfalz",96410,0.626822,2,4,2
