"","Kennziffer Gemeindeverband","Name Gemeindeverband","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",1001000,"Flensburg, Stadt",84694,0.834273,5,10,3
"2",1002000,"Kiel, Landeshauptstadt",243148,0.69502,4,7,2
"3",1003000,"Lübeck, Hansestadt",214420,0.818452,5,10,3
"4",1004000,"Neumünster, Stadt",77588,0.878561,5,10,3
"5",1051011,"Brunsbüttel, Stadt",12642,0.780253,5,10,3
"6",1051044,"Heide, Stadt",21303,0.829376,5,10,3
"7",1051963,"Burg-St. Michaelisdonn",15915,0.7943,5,10,3
"8",1051966,"Marne-Nordsee",12937,0.782863,5,10,3
"9",1051969,"Eider",18704,0.800498,5,10,3
"10",1051972,"Heider Umland",15755,0.758112,5,9,3
"11",1051975,"Mitteldithmarschen",23057,0.790146,5,10,3
"12",1051978,"Büsum-Wesselburen",12372,0.826306,5,10,3
"13",1053032,"Geesthacht, Stadt",29676,0.639813,3,5,2
"14",1053083,"Lauenburg/ Elbe, Stadt",11277,0.709255,4,7,2
"15",1053090,"Mölln, Stadt",18622,0.689177,3,6,2
"16",1053100,"Ratzeburg, Stadt",14104,0.687699,3,6,2
"17",1053116,"Schwarzenbek, Stadt",15523,0.646418,3,5,2
"18",1053129,"Wentorf bei Hamburg",12221,0.574475,2,3,2
"19",1053908,"Berkenthin",8432,0.600907,2,3,2
"20",1053913,"Breitenfelde",6356,0.624072,2,4,2
"21",1053918,"Büchen",13632,0.642347,3,5,2
"22",1053923,"Hohe Elbgeest",19522,0.589488,2,3,2
"23",1053943,"Lütau",3926,0.639807,3,5,2
"24",1053958,"Lauenburgische Seen",13126,0.638928,3,5,2
"25",1053973,"Schwarzenbek-Land",9112,0.59773,2,3,2
"26",1053991,"Sandesneben-Nusse",15174,0.619408,2,4,2
"27",1054033,"Friedrichstadt, Stadt",2491,0.748739,5,9,3
"28",1054056,"Husum, Stadt",22215,0.722197,4,8,2
"29",1054108,"Reußenköge",325,0.696078,4,7,2
"30",1054138,"Tönning, Stadt",4852,0.72652,4,8,2
"31",1054168,"Sylt",13409,0.62541,2,4,2
"32",1054917,"Eiderstedt",11237,0.712987,4,7,2
"33",1054939,"Landschaft Sylt",4304,0.673071,3,6,2
"34",1054953,"Viöl",9082,0.691067,3,6,2
"35",1054959,"Pellworm",1408,0.714755,4,8,2
"36",1054988,"Föhr-Amrum",10535,0.649904,3,6,2
"37",1054989,"Südtondern",39185,0.69076,3,6,2
"38",1054992,"Nordsee-Treene",22917,0.700793,4,7,2
"39",1054994,"Mittleres Nordfriesland",20243,0.703005,4,7,2
"40",1055001,"Ahrensbök",8248,0.725748,4,8,2
"41",1055004,"Bad Schwartau, Stadt",19817,0.704941,4,7,2
"42",1055010,"Dahme",1301,0.819933,5,10,3
"43",1055012,"Eutin, Stadt",16781,0.758352,5,9,3
"44",1055016,"Grömitz",6942,0.796337,5,10,3
"45",1055018,"Grube",982,0.767148,5,10,3
"46",1055021,"Heiligenhafen, Stadt",9139,0.763935,5,10,3
"47",1055025,"Kellenhusen (Ostsee)",1019,0.819838,5,10,3
"48",1055028,"Malente",10453,0.753295,5,9,3
"49",1055032,"Neustadt in Holstein, Stadt",15012,0.750185,5,9,3
"50",1055033,"Oldenburg in Holstein, Stadt",9774,0.73234,4,8,2
"51",1055035,"Ratekau",15193,0.715391,4,8,2
"52",1055040,"Stockelsdorf",16554,0.691365,4,7,2
