"","Kreiskennziffer","Name des Kreises","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",8111,"Stuttgart",612441,0.187249,1,1,1
"2",8115,"Böblingen",374279,0.184107,1,1,1
"3",8116,"Esslingen",516779,0.250248,1,1,1
"4",8117,"Göppingen",250117,0.439746,3,6,2
"5",8118,"Ludwigsburg",526377,0.258684,1,2,1
"6",8119,"Rems-Murr-Kreis",414016,0.371073,2,3,2
"7",8121,"Heilbronn",119841,0.48736,4,7,2
"8",8125,"Heilbronn",329250,0.399643,2,4,2
"9",8126,"Hohenlohekreis",108816,0.432015,3,5,2
"10",8127,"Schwäbisch Hall",188974,0.512371,5,9,3
"11",8128,"Main-Tauber-Kreis",130299,0.492377,4,7,2
"12",8135,"Heidenheim",128894,0.399908,2,4,2
"13",8136,"Ostalbkreis",308205,0.404724,3,5,2
"14",8211,"Baden-Baden",53342,0.403922,2,4,2
"15",8212,"Karlsruhe",300051,0.30873,1,2,1
"16",8215,"Karlsruhe",431315,0.369488,2,3,2
"17",8216,"Rastatt",224687,0.409951,3,5,2
"18",8221,"Heidelberg",154715,0.178515,1,1,1
"19",8222,"Mannheim",299844,0.539332,5,9,3
"20",8225,"Neckar-Odenwald-Kreis",141651,0.610105,5,10,3
"21",8226,"Rhein-Neckar-Kreis",534729,0.346589,2,3,2
"22",8231,"Pforzheim",119291,0.632425,5,10,3
"23",8235,"Calw",152766,0.505125,4,8,2
"24",8236,"Enzkreis",193728,0.353639,2,3,2
"25",8237,"Freudenstadt",115147,0.522125,5,9,3
"26",8311,"Freiburg im Breisgau",222203,0.439476,3,6,2
"27",8315,"Breisgau-Hochschwarzwald",252749,0.471173,4,7,2
"28",8316,"Emmendingen",159708,0.499151,4,8,2
"29",8317,"Ortenaukreis",415639,0.503751,4,8,2
"30",8325,"Rottweil",135912,0.46036,3,6,2
"31",8326,"Schwarzwald-Baar-Kreis",206116,0.491156,4,7,2
"32",8327,"Tuttlingen",134607,0.498559,4,7,2
"33",8335,"Konstanz",275785,0.522667,5,9,3
"34",8336,"Lörrach",223692,0.560628,5,9,3
"35",8337,"Waldshut",165211,0.625315,5,10,3
"36",8415,"Reutlingen",278031,0.38307,2,4,2
"37",8416,"Tübingen",218355,0.324223,1,2,1
"38",8417,"Zollernalbkreis",186360,0.498943,4,8,2
"39",8421,"Ulm",120714,0.325595,1,2,1
"40",8425,"Alb-Donau-Kreis",189129,0.392834,2,4,2
"41",8426,"Biberach",190438,0.409322,3,5,2
"42",8435,"Bodenseekreis",209386,0.304756,1,2,1
"43",8436,"Ravensburg",275339,0.455326,3,6,2
"44",8437,"Sigmaringen",127716,0.625909,5,10,3
