"","Kreiskennziffer","Name des Kreises","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",8111,"Stuttgart",612441,0.243263,1,1,1
"2",8115,"Böblingen",374279,0.262172,1,1,1
"3",8116,"Esslingen",516779,0.333706,1,2,1
"4",8117,"Göppingen",250117,0.495687,4,7,2
"5",8118,"Ludwigsburg",526377,0.33147,1,2,1
"6",8119,"Rems-Murr-Kreis",414016,0.422097,2,4,2
"7",8121,"Heilbronn",119841,0.378321,2,3,2
"8",8125,"Heilbronn",329250,0.40111,2,3,2
"9",8126,"Hohenlohekreis",108816,0.452861,3,5,2
"10",8127,"Schwäbisch Hall",188974,0.515081,4,7,2
"11",8128,"Main-Tauber-Kreis",130299,0.544215,4,8,2
"12",8135,"Heidenheim",128894,0.491985,3,6,2
"13",8136,"Ostalbkreis",308205,0.453674,3,5,2
"14",8211,"Baden-Baden",53342,0.406016,2,3,2
"15",8212,"Karlsruhe",300051,0.346119,1,2,1
"16",8215,"Karlsruhe",431315,0.424245,2,4,2
"17",8216,"Rastatt",224687,0.468938,3,6,2
"18",8221,"Heidelberg",154715,0.206977,1,1,1
"19",8222,"Mannheim",299844,0.514763,4,7,2
"20",8225,"Neckar-Odenwald-Kreis",141651,0.622723,5,10,3
"21",8226,"Rhein-Neckar-Kreis",534729,0.414958,2,4,2
"22",8231,"Pforzheim",119291,0.65553,5,10,3
"23",8235,"Calw",152766,0.538523,4,8,2
"24",8236,"Enzkreis",193728,0.412065,2,3,2
"25",8237,"Freudenstadt",115147,0.515586,4,7,2
"26",8311,"Freiburg im Breisgau",222203,0.432314,2,4,2
"27",8315,"Breisgau-Hochschwarzwald",252749,0.495001,3,6,2
"28",8316,"Emmendingen",159708,0.544871,5,9,3
"29",8317,"Ortenaukreis",415639,0.545263,5,9,3
"30",8325,"Rottweil",135912,0.529681,4,8,2
"31",8326,"Schwarzwald-Baar-Kreis",206116,0.547264,5,9,3
"32",8327,"Tuttlingen",134607,0.503374,4,7,2
"33",8335,"Konstanz",275785,0.545208,5,9,3
"34",8336,"Lörrach",223692,0.600277,5,9,3
"35",8337,"Waldshut",165211,0.652348,5,10,3
"36",8415,"Reutlingen",278031,0.435522,3,5,2
"37",8416,"Tübingen",218355,0.35813,1,2,1
"38",8417,"Zollernalbkreis",186360,0.531501,4,8,2
"39",8421,"Ulm",120714,0.308031,1,1,1
"40",8425,"Alb-Donau-Kreis",189129,0.452304,3,5,2
"41",8426,"Biberach",190438,0.426388,2,4,2
"42",8435,"Bodenseekreis",209386,0.308946,1,2,1
"43",8436,"Ravensburg",275339,0.491007,3,6,2
"44",8437,"Sigmaringen",127716,0.620958,5,10,3
