"","Kreiskennziffer","Name des Kreises","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",8111,"Stuttgart",612441,0.247531,1,1,1
"2",8115,"Böblingen",374279,0.254862,1,1,1
"3",8116,"Esslingen",516779,0.325455,1,2,1
"4",8117,"Göppingen",250117,0.501131,3,6,2
"5",8118,"Ludwigsburg",526377,0.330115,1,2,1
"6",8119,"Rems-Murr-Kreis",414016,0.421164,2,4,2
"7",8121,"Heilbronn",119841,0.375718,2,3,2
"8",8125,"Heilbronn",329250,0.413132,2,3,2
"9",8126,"Hohenlohekreis",108816,0.48338,3,6,2
"10",8127,"Schwäbisch Hall",188974,0.541755,5,9,3
"11",8128,"Main-Tauber-Kreis",130299,0.535657,4,8,2
"12",8135,"Heidenheim",128894,0.467685,3,5,2
"13",8136,"Ostalbkreis",308205,0.459818,3,5,2
"14",8211,"Baden-Baden",53342,0.383117,2,3,2
"15",8212,"Karlsruhe",300051,0.351657,1,2,1
"16",8215,"Karlsruhe",431315,0.426009,2,4,2
"17",8216,"Rastatt",224687,0.475446,3,6,2
"18",8221,"Heidelberg",154715,0.219067,1,1,1
"19",8222,"Mannheim",299844,0.506782,4,7,2
"20",8225,"Neckar-Odenwald-Kreis",141651,0.629694,5,10,3
"21",8226,"Rhein-Neckar-Kreis",534729,0.394778,2,3,2
"22",8231,"Pforzheim",119291,0.669798,5,10,3
"23",8235,"Calw",152766,0.521229,4,8,2
"24",8236,"Enzkreis",193728,0.423853,2,4,2
"25",8237,"Freudenstadt",115147,0.517575,4,7,2
"26",8311,"Freiburg im Breisgau",222203,0.437113,3,5,2
"27",8315,"Breisgau-Hochschwarzwald",252749,0.516553,4,7,2
"28",8316,"Emmendingen",159708,0.553915,5,9,3
"29",8317,"Ortenaukreis",415639,0.556925,5,9,3
"30",8325,"Rottweil",135912,0.50549,3,6,2
"31",8326,"Schwarzwald-Baar-Kreis",206116,0.539261,5,9,3
"32",8327,"Tuttlingen",134607,0.51407,4,7,2
"33",8335,"Konstanz",275785,0.526093,4,8,2
"34",8336,"Lörrach",223692,0.594033,5,9,3
"35",8337,"Waldshut",165211,0.652909,5,10,3
"36",8415,"Reutlingen",278031,0.434797,2,4,2
"37",8416,"Tübingen",218355,0.372292,1,2,1
"38",8417,"Zollernalbkreis",186360,0.527543,4,8,2
"39",8421,"Ulm",120714,0.29218,1,1,1
"40",8425,"Alb-Donau-Kreis",189129,0.462438,3,5,2
"41",8426,"Biberach",190438,0.436544,2,4,2
"42",8435,"Bodenseekreis",209386,0.321172,1,2,1
"43",8436,"Ravensburg",275339,0.506223,4,7,2
"44",8437,"Sigmaringen",127716,0.621973,5,10,3
