"","Kennziffer Gemeindeverband","Name Gemeindeverband","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",7111000,"Koblenz, Stadt",111434,0.543242,2,3,2
"2",7131007,"Bad Neuenahr-Ahrweiler, Stadt",27135,0.584663,2,3,2
"3",7131070,"Remagen, Stadt",16103,0.58401,2,3,2
"4",7131077,"Sinzig, Stadt",17226,0.591806,2,4,2
"5",7131090,"Grafschaft",10857,0.5695,2,3,2
"6",7131901,"Adenau",13157,0.603856,2,4,2
"7",7131902,"Altenahr",10992,0.582604,2,3,2
"8",7131903,"Bad Breisig",12981,0.613176,3,5,2
"9",7131904,"Brohltal",18192,0.584712,2,4,2
"10",7132901,"Altenkirchen (Westerwald)",22454,0.673246,5,10,3
"11",7132902,"Betzdorf",15112,0.648041,4,8,2
"12",7132903,"Herdorf-Daaden",17715,0.621,3,6,2
"13",7132904,"Flammersfeld",11912,0.668108,5,9,3
"14",7132905,"Gebhardshain",10810,0.625351,3,6,2
"15",7132906,"Hamm (Sieg)",12408,0.671709,5,10,3
"16",7132907,"Kirchen (Sieg)",23105,0.625959,3,6,2
"17",7132908,"Wissen",14712,0.641824,4,8,2
"18",7133006,"Bad Kreuznach, Stadt",48813,0.651228,5,9,3
"19",7133052,"Kirn, Stadt",8184,0.665298,5,9,3
"20",7133901,"Bad Kreuznach",9071,0.593657,2,4,2
"21",7133902,"Bad Münster am Stein-Ebernburg",7241,0.595182,2,4,2
"22",7133903,"Kirn-Land",9773,0.634134,4,7,2
"23",7133904,"Langenlonsheim",13485,0.606078,2,4,2
"24",7133905,"Meisenheim",7787,0.630516,4,7,2
"25",7133906,"Rüdesheim",24873,0.592001,2,4,2
"26",7133907,"Bad Sobernheim",17495,0.623086,3,6,2
"27",7133908,"Stromberg",9222,0.600577,2,4,2
"28",7134045,"Idar-Oberstein, Stadt",28148,0.723937,5,10,3
"29",7134901,"Baumholder",9417,0.696879,5,10,3
"30",7134902,"Birkenfeld",19917,0.704133,5,10,3
"31",7134903,"Herrstein",15898,0.679854,5,10,3
"32",7134904,"Rhaunen",7211,0.712949,5,10,3
"33",7135901,"Cochem",19845,0.645117,4,8,2
"34",7135902,"Kaisersesch",15534,0.63551,4,7,2
"35",7135903,"Ulmen",10923,0.631281,4,7,2
"36",7135905,"Zell (Mosel)",15739,0.636927,4,7,2
"37",7137003,"Andernach, Stadt",29202,0.643477,4,8,2
"38",7137068,"Mayen, Stadt",18626,0.676506,5,10,3
"39",7137203,"Bendorf, Stadt",16636,0.651973,5,9,3
"40",7137901,"Pellenz",16185,0.62218,3,6,2
"41",7137902,"Maifeld",24262,0.649471,4,8,2
"42",7137903,"Vordereifel",16360,0.640228,4,8,2
"43",7137904,"Mendig",13245,0.637881,4,8,2
"44",7137907,"Vallendar",15332,0.612069,3,5,2
"45",7137908,"Weißenthurm",33900,0.614412,3,5,2
"46",7137909,"Rhein-Mosel",26693,0.618772,3,6,2
"47",7138045,"Neuwied, Stadt",63769,0.636522,4,7,2
"48",7138901,"Asbach",21925,0.61707,3,5,2
"49",7138902,"Bad Hönningen",11734,0.630018,4,7,2
"50",7138903,"Dierdorf",10743,0.652182,5,9,3
"51",7138904,"Linz am Rhein",18087,0.603463,2,4,2
"52",7138905,"Puderbach",14617,0.658455,5,9,3
"53",7138906,"Rengsdorf",16381,0.607482,2,4,2
"54",7138907,"Unkel",12998,0.609078,3,5,2
"55",7138908,"Waldbreitbach",9063,0.610401,3,5,2
"56",7140501,"Boppard, Stadt",15212,0.599058,2,4,2
"57",7140902,"Emmelshausen",14455,0.583194,2,3,2
"58",7140903,"Kastellaun",15561,0.607519,2,4,2
"59",7140904,"Kirchberg (Hunsrück)",19755,0.626318,4,7,2
"60",7140905,"Rheinböllen",10053,0.587744,2,4,2
"61",7140906,"Sankt Goar-Oberwesel",8848,0.589843,2,4,2
"62",7140907,"Simmern",18061,0.610812,3,5,2
"63",7141075,"Lahnstein, Stadt",17771,0.635435,4,7,2
"64",7141901,"Bad Ems",16251,0.641226,4,8,2
"65",7141903,"Diez",24814,0.640924,4,8,2
"66",7141904,"Hahnstätten",9449,0.628716,4,7,2
"67",7141905,"Katzenelnbogen",9185,0.630449,4,7,2
"68",7141906,"Nassau",11290,0.640531,4,8,2
"69",7141907,"Nastätten",15994,0.624689,3,6,2
"70",7141909,"Loreley",16733,0.645515,4,8,2
"71",7143901,"Bad Marienberg (Westerwald)",19399,0.622645,3,6,2
"72",7143902,"Hachenburg",23680,0.62603,3,6,2
"73",7143903,"Höhr-Grenzhausen",13626,0.617805,3,5,2
"74",7143904,"Montabaur",38440,0.585204,2,4,2
"75",7143905,"Ransbach-Baumbach",14649,0.613101,3,5,2
"76",7143906,"Rennerod",16735,0.624211,3,6,2
"77",7143907,"Selters (Westerwald)",16187,0.622792,3,6,2
"78",7143908,"Wallmerod",14717,0.598754,2,4,2
"79",7143909,"Westerburg",22565,0.620877,3,6,2
"80",7143910,"Wirges",19133,0.59012,2,4,2
"81",7211000,"Trier, Stadt",108472,0.612447,3,5,2
"82",7231134,"Wittlich, Stadt",18491,0.632993,4,7,2
"83",7231502,"Morbach",10458,0.608521,3,5,2
"84",7231901,"Bernkastel-Kues",27741,0.620972,3,6,2
"85",7231906,"Thalfang am Erbeskopf",7246,0.608375,3,5,2
"86",7231908,"Wittlich-Land",29454,0.616796,3,5,2
"87",7231909,"Traben-Trarbach",17591,0.645225,4,8,2
"88",7232018,"Bitburg, Stadt",13733,0.645715,4,8,2
"89",7232901,"Arzfeld",9448,0.669418,5,9,3
"90",7232905,"Südeifel",18798,0.706409,5,10,3
"91",7232906,"Prüm",21327,0.626146,4,7,2
"92",7232907,"Speicher",8172,0.626256,4,7,2
"93",7232908,"Bitburger Land",24930,0.637999,4,8,2
"94",7233901,"Daun",22783,0.633635,4,7,2
"95",7233902,"Gerolstein",13563,0.641327,4,8,2
"96",7233903,"Hillesheim",8819,0.631281,4,7,2
"97",7233904,"Kelberg",7133,0.63115,4,7,2
"98",7233905,"Obere Kyll",8477,0.661754,5,9,3
"99",7235901,"Hermeskeil",14627,0.617299,3,5,2
"100",7235902,"Kell am See",9380,0.61371,3,5,2
"101",7235903,"Konz",31103,0.659199,5,9,3
"102",7235904,"Ruwer",17997,0.622583,3,6,2
"103",7235905,"Saarburg",22818,0.666129,5,9,3
"104",7235906,"Schweich an der Römischen Weinstraße",27382,0.639174,4,8,2
"105",7235907,"Trier-Land",21920,0.651679,5,9,3
"106",7311000,"Frankenthal (Pfalz), Stadt",47724,0.647205,4,8,2
"107",7312000,"Kaiserslautern, Stadt",97382,0.624085,3,6,2
"108",7313000,"Landau in der Pfalz, Stadt",44465,0.625097,3,6,2
"109",7314000,"Ludwigshafen am Rhein, Stadt",163832,0.611552,3,5,2
"110",7315000,"Mainz, Stadt",206991,0.284031,1,1,1
"111",7316000,"Neustadt an der Weinstraße, Stadt",52564,0.585187,2,4,2
"112",7317000,"Pirmasens, Stadt",40046,0.862623,5,10,3
"113",7318000,"Speyer, Stadt",49855,0.51674,1,2,1
"114",7319000,"Worms, Stadt",81010,0.696792,5,10,3
"115",7320000,"Zweibrücken, Stadt",34011,0.652669,5,9,3
"116",7331003,"Alzey, Stadt",17519,0.565974,2,3,2
"117",7331901,"Alzey-Land",24725,0.542518,2,3,2
"118",7331902,"Eich",12761,0.548694,2,3,2
"119",7331903,"Monsheim",10284,0.542223,2,3,2
"120",7331905,"Wöllstein",11842,0.568955,2,3,2
"121",7331906,"Wörrstadt",28278,0.533,1,2,1
"122",7331907,"Wonnegau",20589,0.567735,2,3,2
"123",7332002,"Bad Dürkheim, Stadt",18414,0.491053,1,2,1
"124",7332024,"Grünstadt, Stadt",12967,0.482809,1,2,1
"125",7332025,"Haßloch",20123,0.491991,1,2,1
"126",7332901,"Deidesheim",11761,0.467463,1,2,1
"127",7332902,"Freinsheim",15433,0.479522,1,2,1
"128",7332903,"Grünstadt-Land",19874,0.486582,1,2,1
"129",7332904,"Hettenleidelheim",10579,0.501615,1,2,1
"130",7332905,"Lambrecht (Pfalz)",12352,0.501899,1,2,1
"131",7332906,"Wachenheim an der Weinstraße",10027,0.480328,1,2,1
"132",7333901,"Alsenz-Obermoschel",6711,0.65844,5,9,3
"133",7333902,"Eisenberg (Pfalz)",13101,0.647114,4,8,2
"134",7333903,"Göllheim",11838,0.624109,3,6,2
"135",7333904,"Kirchheimbolanden",19308,0.653285,5,9,3
"136",7333905,"Rockenhausen",11025,0.636072,4,7,2
"137",7333906,"Winnweiler",12979,0.654465,5,9,3
"138",7334007,"Germersheim, Stadt",20342,0.630147,4,7,2
"139",7334501,"Wörth am Rhein, Stadt",17525,0.523705,1,2,1
"140",7334901,"Bellheim",13626,0.553241,2,3,2
"141",7334902,"Hagenbach",10603,0.528582,1,2,1
"142",7334903,"Jockgrim",17019,0.525739,1,2,1
"143",7334904,"Kandel",16002,0.5383,2,3,2
"144",7334905,"Lingenfeld",16432,0.558236,2,3,2
"145",7334906,"Rülzheim",14717,0.525453,1,2,1
"146",7335901,"Bruchmühlbach-Miesau",10330,0.680814,5,10,3
"147",7335902,"Enkenbach-Alsenborn",19307,0.66431,5,9,3
"148",7335904,"Kaiserslautern-Süd",10604,0.655598,5,9,3
"149",7335905,"Landstuhl",15112,0.671218,5,10,3
