"";"PLZ4";"GISD_Score";"Bevölkerung";"GISD_5";"GISD_10";"GISD_k"
"1";106;0,544065;19942;2;4;2
"2";109;0,544212;100876;2;4;2
"3";110;0,544168;66623;2;4;2
"4";112;0,544221;17308;2;4;2
"5";113;0,545872;13697;2;4;2
"6";115;0,544658;74087;2;4;2
"7";116;0,545491;7979;2;4;2
"8";118;0,544949;16824;2;4;2
"9";121;0,544545;20907;2;4;2
"10";123;0,544295;16231;2;4;2
"11";125;0,545302;30282;2;4;2
"12";127;0,544065;15765;2;4;2
"13";130;0,544065;13629;2;4;2
"14";132;0,544464;99703;2;4;2
"15";144;0,678023;34156;4;7;2
"16";145;0,694234;33238;4;8;2
"17";146;0,568426;28842;3;5;2
"18";147;0,651099;12679;4;7;2
"19";155;0,758944;6104;5;9;3
"20";156;0,703838;28243;4;8;2
"21";158;0,771378;12046;5;9;3
"22";159;0,754845;23914;5;9;3
"23";160;0,783462;11893;5;9;3
"24";161;0,71308;17574;4;8;2
"25";162;0,713561;5158;4;8;2
"26";164;0,683477;20246;4;7;2
"27";166;0,734198;43780;4;8;2
"28";168;0,681039;24810;4;7;2
"29";170;0,745763;38932;5;9;3
"30";172;0,658268;23614;4;7;2
"31";173;0,665339;16903;4;7;2
"32";174;0,685407;14224;4;7;2
"33";176;0,666302;8013;4;7;2
"34";177;0,661375;15889;4;7;2
"35";179;0,753496;42142;5;9;3
"36";180;0,720904;24376;4;8;2
"37";181;0,69538;13891;4;8;2
"38";182;0,712401;9221;4;8;2
"39";183;0,690306;9967;4;7;2
"40";184;0,762981;19297;5;9;3
"41";185;0,755441;9928;5;9;3
"42";187;0,924274;19166;5;10;3
"43";189;0,661515;11499;4;7;2
"44";190;0,732368;23910;4;8;2
"45";191;0,779159;15033;5;9;3
"46";192;0,710627;20434;4;8;2
"47";193;0,704828;11683;4;8;2
"48";194;0,761991;12249;5;9;3
"49";196;0,856432;21240;5;10;3
"50";197;0,851316;15102;5;10;3
"51";198;0,83728;14194;5;10;3
"52";199;0,821924;11748;5;10;3
"53";262;0,7896;50523;5;9;3
"54";263;0,749116;5558;5;9;3
"55";268;0,778726;18479;5;9;3
"56";269;0,755673;22471;5;9;3
"57";270;0,820463;27150;5;10;3
"58";272;0,859038;3411;5;10;3
"59";273;0,825572;20398;5;10;3
"60";274;0,803497;13117;5;9;3
"61";276;0,862252;15672;5;10;3
"62";277;0,839001;5237;5;10;3
"63";278;0,872132;24881;5;10;3
"64";279;0,816787;13997;5;10;3
"65";282;0,856469;63512;5;10;3
"66";289;0,805301;10840;5;10;3
"67";290;0,799097;17063;5;9;3
"68";292;0,761096;10485;5;9;3
"69";294;0,859356;21606;5;10;3
"70";295;0,799274;17509;5;9;3
"71";297;0,860182;39475;5;10;3
"72";299;0,818695;26454;5;10;3
"73";304;0,71805;32214;4;8;2
"74";305;0,715203;71805;4;8;2
"75";309;0,666395;18534;4;7;2
"76";310;0,80365;1844;5;10;3
"77";311;0,783941;9530;5;9;3
"78";313;0,784289;26549;5;9;3
"79";314;0,79015;21543;5;9;3
"80";315;0,750862;4979;5;9;3
"81";317;0,783228;21347;5;9;3
"82";318;0,706529;9648;4;8;2
"83";319;0,705747;1354;4;8;2
"84";320;0,777665;8506;5;9;3
"85";322;0,817163;27882;5;10;3
"86";323;0,825489;23262;5;10;3
"87";324;0,761101;5208;5;9;3
"88";325;0,797122;11359;5;9;3
"89";410;0,760126;24315;5;9;3
"90";412;0,760126;8373;5;9;3
"91";415;0,760134;96951;5;9;3
"92";417;0,760124;47784;5;9;3
"93";420;0,760073;31618;5;9;3
"94";422;0,760126;10717;5;9;3
"95";424;0,76011;68440;5;9;3
"96";427;0,760078;30596;5;9;3
"97";428;0,760084;51055;5;9;3
"98";429;0,760126;8298;5;9;3
"99";431;0,760068;62594;5;9;3
"100";432;0,760403;13729;5;9;3
"101";434;0,76014;39101;5;9;3
"102";435;0,760138;46155;5;9;3
"103";441;0,744702;24485;5;9;3
"104";442;0,761211;30229;5;9;3
"105";443;0,764306;19304;5;9;3
"106";444;0,770187;8979;5;9;3
"107";445;0,644709;8398;4;7;2
"108";446;0,701774;5563;4;8;2
"109";450;0,834722;39058;5;10;3
"110";451;0,819948;5123;5;10;3
"111";452;0,793102;7671;5;9;3
"112";453;0,809987;7653;5;10;3
"113";455;0,8563;18916;5;10;3
"114";456;0,83903;16001;5;10;3
"115";457;0,814962;12916;5;10;3
"116";460;0,892481;41250;5;10;3
"117";461;0,867036;28196;5;10;3
"118";462;0,826042;18202;5;10;3
"119";463;0,84573;5255;5;10;3
"120";464;0,801694;7160;5;9;3
"121";465;0,784231;21199;5;9;3
"122";466;0,798847;33171;5;9;3
"123";468;0,769811;24757;5;9;3
"124";470;0,786196;8448;5;9;3
"125";472;0,775486;28013;5;9;3
"126";473;0,823991;9093;5;10;3
"127";474;0,794429;18639;5;9;3
"128";475;0,818258;20920;5;10;3
"129";476;0,829836;7712;5;10;3
"130";477;0,797952;9740;5;9;3
"131";480;0,786421;25960;5;9;3
"132";482;0,721971;20889;4;8;2
"133";483;0,847613;26508;5;10;3
"134";484;0,843557;10606;5;10;3
"135";486;0,865501;26868;5;10;3
"136";487;0,822631;4151;5;10;3
"137";488;0,840413;15565;5;10;3
"138";489;0,786677;9585;5;9;3
"139";491;0,775934;20576;5;9;3
"140";492;0,769567;13022;5;9;3
"141";493;0,763953;22052;5;9;3
"142";610;0,900225;6380;5;10;3
"143";611;0,900154;102223;5;10;3
"144";612;0,900115;81002;5;10;3
"145";613;0,900181;39716;5;10;3
"146";617;0,769002;13800;5;9;3
"147";618;0,773376;25016;5;9;3
"148";619;0,796205;32123;5;9;3
"149";621;0,878585;32845;5;10;3
"150";623;0,837646;25565;5;10;3
"151";624;0,866207;21334;5;10;3
"152";625;0,808198;15129;5;10;3
"153";626;0,875996;19528;5;10;3
"154";627;0,846724;2688;5;10;3
"155";629;0,945208;25077;5;10;3
"156";630;0,913907;4547;5;10;3
"157";631;0,910002;17532;5;10;3
"158";633;0,976573;14780;5;10;3
"159";634;0,918916;17276;5;10;3
"160";636;0,916084;30603;5;10;3
"161";638;0,896646;26395;5;10;3
"162";640;0,976716;34462;5;10;3
"163";642;0,973783;19159;5;10;3
"164";644;1;30906;5;10;3
"165";645;0,893004;9937;5;10;3
"166";646;0,923093;9334;5;10;3
"167";648;0,93645;26154;5;10;3
"168";649;0,900284;17484;5;10;3
"169";650;0,902131;18702;5;10;3
"170";652;0,949394;33109;5;10;3
"171";653;0,909293;15126;5;10;3
"172";654;0,919235;10049;5;10;3
"173";655;0,965646;12412;5;10;3
"174";656;0,955824;8687;5;10;3
"175";657;0,944181;15546;5;10;3
"176";661;0,885398;26717;5;10;3
"177";662;0,893741;12052;5;10;3
"178";663;0,866618;13499;5;10;3
"179";664;0,857544;14181;5;10;3
"180";666;0,892191;32837;5;10;3
"181";667;0,870617;9866;5;10;3
"182";668;0,870204;26090;5;10;3
"183";669;0,511821;24;2;4;2
"184";671;0,945449;34638;5;10;3
"185";672;0,864772;16146;5;10;3
"186";674;0,935087;12676;5;10;3
"187";676;0,934889;17266;5;10;3
"188";677;0,845601;31967;5;10;3
"189";678;0,837338;18250;5;10;3
"190";679;0,856321;10347;5;10;3
"191";680;0,904948;16533;5;10;3
"192";684;0,850251;50028;5;10;3
"193";686;0,844931;44760;5;10;3
"194";688;0,842379;46478;5;10;3
"195";689;0,827674;9352;5;10;3
"196";690;0,812127;18689;5;10;3
"197";691;0,825289;14253;5;10;3
"198";692;0,870174;7051;5;10;3
"199";695;0,542542;2;2;4;2
"200";699;0,542542;11;2;4;2
"201";731;0,799352;24929;5;9;3
"202";733;0,733345;17843;4;8;2
"203";734;0,745315;5008;5;9;3
"204";735;0,779417;6556;5;9;3
"205";736;0,725842;7232;4;8;2
"206";738;0,80159;23575;5;9;3
"207";740;0,786749;31764;5;9;3
"208";742;0,763017;19910;5;9;3
"209";754;0,883482;32762;5;10;3
"210";755;0,871413;66058;5;10;3
"211";757;0,759547;14938;5;9;3
"212";758;0,734618;24234;4;8;2
"213";760;0,772283;12005;5;9;3
"214";761;0,711877;12926;4;8;2
"215";762;0,743407;10155;5;9;3
"216";763;0,68608;5717;4;7;2
"217";764;0,707907;15540;4;8;2
"218";774;0,452279;56165;1;2;1
"219";775;0,479815;57510;2;3;2
"220";776;0,748938;12672;5;9;3
"221";777;0,72277;8805;4;8;2
"222";780;0,813517;9621;5;10;3
"223";781;0,788091;6502;5;9;3
"224";790;0,763088;11854;5;9;3
"225";791;0,768273;2102;5;9;3
"226";792;0,744388;14090;5;9;3
"227";793;0,803104;14157;5;9;3
"228";795;0,76996;16416;5;9;3
"229";797;0,814571;21022;5;10;3
"230";798;0,792763;13447;5;9;3
"231";805;0,81072;48742;5;10;3
"232";806;0,810577;39906;5;10;3
"233";810;0,749495;10010;5;9;3
"234";811;0,762884;21411;5;9;3
"235";813;0,756191;19759;5;9;3
"236";814;0,736737;11053;4;8;2
"237";820;0,786468;18908;5;9;3
"238";822;0,757295;15330;5;9;3
"239";823;0,750168;18282;5;9;3
"240";824;0,812525;4984;5;10;3
"241";825;0,773703;7944;5;9;3
"242";826;0,785653;10350;5;9;3
"243";828;0,804531;31606;5;10;3
"244";829;0,746276;21399;5;9;3
"245";830;0,775625;17285;5;9;3
"246";831;0,733472;8283;4;8;2
