"";"PLZ4";"GISD_Score";"Bevölkerung";"GISD_5";"GISD_10";"GISD_k"
"1";106;0,573205;19942;2;4;2
"2";109;0,57333;100876;2;4;2
"3";110;0,573322;66623;2;4;2
"4";112;0,573341;17308;2;4;2
"5";113;0,574682;13697;2;4;2
"6";115;0,573821;74087;2;4;2
"7";116;0,574731;7979;2;4;2
"8";118;0,574169;16824;2;4;2
"9";121;0,573834;20907;2;4;2
"10";123;0,573505;16231;2;4;2
"11";125;0,574698;30282;2;4;2
"12";127;0,573205;15765;2;4;2
"13";130;0,573205;13629;2;4;2
"14";132;0,573588;99703;2;4;2
"15";144;0,68274;34156;3;6;2
"16";145;0,709432;33238;4;7;2
"17";146;0,601179;28842;3;5;2
"18";147;0,693372;12679;4;7;2
"19";155;0,755424;6104;4;8;2
"20";156;0,720922;28243;4;7;2
"21";158;0,779942;12046;5;9;3
"22";159;0,767581;23914;4;8;2
"23";160;0,769282;11893;5;9;3
"24";161;0,720313;17574;4;7;2
"25";162;0,719975;5158;4;7;2
"26";164;0,694055;20246;4;7;2
"27";166;0,748918;43780;4;8;2
"28";168;0,697827;24810;4;7;2
"29";170;0,789042;38932;5;9;3
"30";172;0,716435;23614;4;7;2
"31";173;0,73215;16903;4;8;2
"32";174;0,747412;14224;4;8;2
"33";176;0,724961;8013;4;7;2
"34";177;0,745597;15889;4;8;2
"35";179;0,794331;42142;5;9;3
"36";180;0,790223;24376;5;9;3
"37";181;0,759922;13891;4;8;2
"38";182;0,75882;9221;4;8;2
"39";183;0,749366;9967;4;8;2
"40";184;0,79371;19297;5;9;3
"41";185;0,812834;9928;5;9;3
"42";187;0,805048;19166;5;9;3
"43";189;0,715135;11499;4;7;2
"44";190;0,767543;23910;4;8;2
"45";191;0,791642;15033;5;9;3
"46";192;0,736821;20434;4;8;2
"47";193;0,726139;11683;4;7;2
"48";194;0,841029;12249;5;10;3
"49";196;0,922698;21240;5;10;3
"50";197;0,910433;15102;5;10;3
"51";198;0,89758;14194;5;10;3
"52";199;0,889266;11748;5;10;3
"53";262;0,798565;50523;5;9;3
"54";263;0,751021;5558;4;8;2
"55";268;0,778249;18479;5;9;3
"56";269;0,765104;22471;4;8;2
"57";270;0,860032;27150;5;10;3
"58";272;0,8787;3411;5;10;3
"59";273;0,841912;20398;5;10;3
"60";274;0,835948;13117;5;10;3
"61";276;0,878915;15672;5;10;3
"62";277;0,86933;5237;5;10;3
"63";278;0,89364;24881;5;10;3
"64";279;0,841591;13997;5;10;3
"65";282;0,88078;63512;5;10;3
"66";289;0,844856;10840;5;10;3
"67";290;0,839371;17063;5;10;3
"68";292;0,829686;10485;5;9;3
"69";294;0,889081;21606;5;10;3
"70";295;0,831565;17509;5;9;3
"71";297;0,810935;39475;5;9;3
"72";299;0,790193;26454;5;9;3
"73";304;0,777957;32214;5;9;3
"74";305;0,775538;71805;5;9;3
"75";309;0,744528;18534;4;8;2
"76";310;0,87031;1844;5;10;3
"77";311;0,827373;9530;5;9;3
"78";313;0,850835;26549;5;10;3
"79";314;0,872206;21543;5;10;3
"80";315;0,844616;4979;5;10;3
"81";317;0,839234;21347;5;10;3
"82";318;0,771851;9648;5;9;3
"83";319;0,771511;1354;5;9;3
"84";320;0,863098;8506;5;10;3
"85";322;0,876433;27882;5;10;3
"86";323;0,945223;23262;5;10;3
"87";324;0,891797;5208;5;10;3
"88";325;0,928327;11359;5;10;3
"89";410;0,789611;24315;5;9;3
"90";412;0,789611;8373;5;9;3
"91";415;0,789619;96951;5;9;3
"92";417;0,789612;47784;5;9;3
"93";420;0,789493;31618;5;9;3
"94";422;0,789611;10717;5;9;3
"95";424;0,789534;68440;5;9;3
"96";427;0,789456;30596;5;9;3
"97";428;0,789533;51055;5;9;3
"98";429;0,789611;8298;5;9;3
"99";431;0,78956;62594;5;9;3
"100";432;0,789761;13729;5;9;3
"101";434;0,789619;39101;5;9;3
"102";435;0,789621;46155;5;9;3
"103";441;0,739516;24485;4;8;2
"104";442;0,763466;30229;4;8;2
"105";443;0,813711;19304;5;9;3
"106";444;0,750068;8979;4;8;2
"107";445;0,694025;8398;4;7;2
"108";446;0,699137;5563;4;7;2
"109";450;0,85848;39058;5;10;3
"110";451;0,838411;5123;5;10;3
"111";452;0,765876;7671;4;8;2
"112";453;0,781972;7653;5;9;3
"113";455;0,818903;18916;5;9;3
"114";456;0,809937;16001;5;9;3
"115";457;0,787993;12916;5;9;3
"116";460;0,868762;41250;5;10;3
"117";461;0,831437;28196;5;9;3
"118";462;0,796882;18202;5;9;3
"119";463;0,819576;5255;5;9;3
"120";464;0,786967;7160;5;9;3
"121";465;0,767043;21199;4;8;2
"122";466;0,778134;33171;5;9;3
"123";468;0,748864;24757;4;8;2
"124";470;0,793632;8448;5;9;3
"125";472;0,797636;28013;5;9;3
"126";473;0,830341;9093;5;9;3
"127";474;0,801344;18639;5;9;3
"128";475;0,843161;20920;5;10;3
"129";476;0,847966;7712;5;10;3
"130";477;0,841527;9740;5;10;3
"131";480;0,786471;25960;5;9;3
"132";482;0,719044;20889;4;7;2
"133";483;0,872858;26508;5;10;3
"134";484;0,867436;10606;5;10;3
"135";486;0,905285;26868;5;10;3
"136";487;0,86079;4151;5;10;3
"137";488;0,873787;15565;5;10;3
"138";489;0,919363;9585;5;10;3
"139";491;0,923931;20576;5;10;3
"140";492;0,898081;13022;5;10;3
"141";493;0,897559;22052;5;10;3
"142";610;0,891503;6380;5;10;3
"143";611;0,891443;102223;5;10;3
"144";612;0,891421;81002;5;10;3
"145";613;0,891466;39716;5;10;3
"146";617;0,795838;13800;5;9;3
"147";618;0,786704;25016;5;9;3
"148";619;0,810924;32123;5;9;3
"149";621;0,881172;32845;5;10;3
"150";623;0,844897;25565;5;10;3
"151";624;0,866658;21334;5;10;3
"152";625;0,815342;15129;5;9;3
"153";626;0,883602;19528;5;10;3
"154";627;0,855827;2688;5;10;3
"155";629;0,993847;25077;5;10;3
"156";630;0,946886;4547;5;10;3
"157";631;0,940061;17532;5;10;3
"158";633;0,984894;14780;5;10;3
"159";634;0,929488;17276;5;10;3
"160";636;0,949681;30603;5;10;3
"161";638;0,917173;26395;5;10;3
"162";640;0,93412;34462;5;10;3
"163";642;0,924228;19159;5;10;3
"164";644;0,989089;30906;5;10;3
"165";645;0,909235;9937;5;10;3
"166";646;0,918966;9334;5;10;3
"167";648;0,93462;26154;5;10;3
"168";649;0,894192;17484;5;10;3
"169";650;0,897082;18702;5;10;3
"170";652;0,965914;33109;5;10;3
"171";653;0,929379;15126;5;10;3
"172";654;0,941177;10049;5;10;3
"173";655;0,934223;12412;5;10;3
"174";656;0,931998;8687;5;10;3
"175";657;0,911193;15546;5;10;3
"176";661;0,951223;26717;5;10;3
"177";662;0,958731;12052;5;10;3
"178";663;0,925156;13499;5;10;3
"179";664;0,931357;14181;5;10;3
"180";666;0,96186;32837;5;10;3
"181";667;0,925534;9866;5;10;3
"182";668;0,936139;26090;5;10;3
"183";669;0,547848;24;2;4;2
"184";671;1;34638;5;10;3
"185";672;0,915999;16146;5;10;3
"186";674;0,937189;12676;5;10;3
"187";676;0,937037;17266;5;10;3
"188";677;0,854926;31967;5;10;3
"189";678;0,845034;18250;5;10;3
"190";679;0,867831;10347;5;10;3
"191";680;0,911845;16533;5;10;3
"192";684;0,847979;50028;5;10;3
"193";686;0,838554;44760;5;10;3
"194";688;0,847702;46478;5;10;3
"195";689;0,825885;9352;5;9;3
"196";690;0,814191;18689;5;9;3
"197";691;0,826492;14253;5;9;3
"198";692;0,85363;7051;5;10;3
"199";695;0,582915;2;2;4;2
"200";699;0,582915;11;2;4;2
"201";731;0,808572;24929;5;9;3
"202";733;0,764673;17843;4;8;2
"203";734;0,747754;5008;4;8;2
"204";735;0,740315;6556;4;8;2
"205";736;0,717826;7232;4;7;2
"206";738;0,783416;23575;5;9;3
"207";740;0,815915;31764;5;9;3
"208";742;0,806335;19910;5;9;3
"209";754;0,857606;32762;5;10;3
"210";755;0,850203;66058;5;10;3
"211";757;0,789984;14938;5;9;3
"212";758;0,764036;24234;4;8;2
"213";760;0,780977;12005;5;9;3
"214";761;0,728037;12926;4;7;2
"215";762;0,737379;10155;4;8;2
"216";763;0,694377;5717;4;7;2
"217";764;0,715885;15540;4;7;2
"218";774;0,40965;56165;1;1;1
"219";775;0,442019;57510;1;2;1
"220";776;0,745692;12672;4;8;2
"221";777;0,721125;8805;4;7;2
"222";780;0,788475;9621;5;9;3
"223";781;0,760426;6502;4;8;2
"224";790;0,740709;11854;4;8;2
"225";791;0,747915;2102;4;8;2
"226";792;0,730811;14090;4;7;2
"227";793;0,800636;14157;5;9;3
"228";795;0,787542;16416;5;9;3
"229";797;0,839956;21022;5;10;3
"230";798;0,790343;13447;5;9;3
"231";805;0,775663;48742;5;9;3
"232";806;0,775546;39906;5;9;3
"233";810;0,751908;10010;4;8;2
"234";811;0,751442;21411;4;8;2
"235";813;0,730459;19759;4;7;2
"236";814;0,731918;11053;4;8;2
"237";820;0,792232;18908;5;9;3
"238";822;0,761451;15330;4;8;2
"239";823;0,756623;18282;4;8;2
"240";824;0,778241;4984;5;9;3
"241";825;0,759747;7944;4;8;2
"242";826;0,76892;10350;5;9;3
"243";828;0,822036;31606;5;9;3
"244";829;0,779844;21399;5;9;3
"245";830;0,801415;17285;5;9;3
"246";831;0,767298;8283;4;8;2
"247";832;0,752255;11182;4;8;2
"248";834;0,802308;27637;5;9;3
"249";835;0,780032;11286;5;9;3
"250";837;0,78234;25028;5;9;3
"251";839;0,785867;22606;5;9;3
"252";841;0,807157;21039;5;9;3
"253";842;0,748773;8914;4;8;2
"254";845;0,813357;23195;5;9;3
"255";846;0,803162;20773;5;9;3
"256";848;0,758497;7254;4;8;2
"257";849;0,765835;10886;4;8;2
"258";852;0,787082;52363;5;9;3
