"";"PLZ4";"GISD_Score";"Bevölkerung";"GISD_5";"GISD_10";"GISD_k"
"1";106;0,535764;19942;2;4;2
"2";109;0,5359;100876;2;4;2
"3";110;0,535891;66623;2;4;2
"4";112;0,535911;17308;2;4;2
"5";113;0,53734;13697;2;4;2
"6";115;0,536445;74087;2;4;2
"7";116;0,537456;7979;2;4;2
"8";118;0,536839;16824;2;4;2
"9";121;0,536498;20907;2;4;2
"10";123;0,536115;16231;2;4;2
"11";125;0,537427;30282;2;4;2
"12";127;0,535764;15765;2;4;2
"13";130;0,535764;13629;2;4;2
"14";132;0,536187;99703;2;4;2
"15";144;0,652679;34156;3;6;2
"16";145;0,689254;33238;4;8;2
"17";146;0,567052;28842;3;5;2
"18";147;0,66654;12679;4;7;2
"19";155;0,720865;6104;4;8;2
"20";156;0,681722;28243;4;7;2
"21";158;0,742281;12046;5;9;3
"22";159;0,728527;23914;4;8;2
"23";160;0,734809;11893;5;9;3
"24";161;0,681513;17574;4;7;2
"25";162;0,686717;5158;4;8;2
"26";164;0,674798;20246;4;7;2
"27";166;0,728331;43780;4;8;2
"28";168;0,667906;24810;4;7;2
"29";170;0,77508;38932;5;9;3
"30";172;0,70074;23614;4;8;2
"31";173;0,716361;16903;4;8;2
"32";174;0,743729;14224;5;9;3
"33";176;0,726585;8013;4;8;2
"34";177;0,737364;15889;5;9;3
"35";179;0,782029;42142;5;9;3
"36";180;0,778926;24376;5;9;3
"37";181;0,751801;13891;5;9;3
"38";182;0,74933;9221;5;9;3
"39";183;0,735037;9967;5;9;3
"40";184;0,774323;19297;5;9;3
"41";185;0,792992;9928;5;9;3
"42";187;0,774695;19166;5;9;3
"43";189;0,685054;11499;4;7;2
"44";190;0,73067;23910;4;8;2
"45";191;0,745491;15033;5;9;3
"46";192;0,699133;20434;4;8;2
"47";193;0,703132;11683;4;8;2
"48";194;0,777516;12249;5;9;3
"49";196;0,859615;21240;5;10;3
"50";197;0,846091;15102;5;10;3
"51";198;0,832629;14194;5;10;3
"52";199;0,819828;11748;5;10;3
"53";262;0,777179;50523;5;9;3
"54";263;0,716135;5558;4;8;2
"55";268;0,751973;18479;5;9;3
"56";269;0,737144;22471;5;9;3
"57";270;0,814767;27150;5;10;3
"58";272;0,829117;3411;5;10;3
"59";273;0,800112;20398;5;10;3
"60";274;0,797146;13117;5;9;3
"61";276;0,837682;15672;5;10;3
"62";277;0,816229;5237;5;10;3
"63";278;0,84979;24881;5;10;3
"64";279;0,79545;13997;5;9;3
"65";282;0,85199;63512;5;10;3
"66";289;0,808735;10840;5;10;3
"67";290;0,798117;17063;5;9;3
"68";292;0,782564;10485;5;9;3
"69";294;0,837089;21606;5;10;3
"70";295;0,789594;17509;5;9;3
"71";297;0,782098;39475;5;9;3
"72";299;0,751098;26454;5;9;3
"73";304;0,725712;32214;4;8;2
"74";305;0,722646;71805;4;8;2
"75";309;0,682713;18534;4;7;2
"76";310;0,818916;1844;5;10;3
"77";311;0,752157;9530;5;9;3
"78";313;0,758747;26549;5;9;3
"79";314;0,798687;21543;5;9;3
"80";315;0,748337;4979;5;9;3
"81";317;0,776197;21347;5;9;3
"82";318;0,705417;9648;4;8;2
"83";319;0,704607;1354;4;8;2
"84";320;0,806287;8506;5;10;3
"85";322;0,814956;27882;5;10;3
"86";323;0,87768;23262;5;10;3
"87";324;0,830619;5208;5;10;3
"88";325;0,861864;11359;5;10;3
"89";410;0,766916;24315;5;9;3
"90";412;0,766916;8373;5;9;3
"91";415;0,76693;96951;5;9;3
"92";417;0,766924;47784;5;9;3
"93";420;0,766808;31618;5;9;3
"94";422;0,766916;10717;5;9;3
"95";424;0,766844;68440;5;9;3
"96";427;0,766764;30596;5;9;3
"97";428;0,766844;51055;5;9;3
"98";429;0,766916;8298;5;9;3
"99";431;0,766877;62594;5;9;3
"100";432;0,767411;13729;5;9;3
"101";434;0,766942;39101;5;9;3
"102";435;0,766942;46155;5;9;3
"103";441;0,717696;24485;4;8;2
"104";442;0,765021;30229;5;9;3
"105";443;0,818668;19304;5;10;3
"106";444;0,739164;8979;5;9;3
"107";445;0,689629;8398;4;8;2
"108";446;0,686668;5563;4;8;2
"109";450;0,864133;39058;5;10;3
"110";451;0,845712;5123;5;10;3
"111";452;0,738028;7671;5;9;3
"112";453;0,741511;7653;5;9;3
"113";455;0,797845;18916;5;9;3
"114";456;0,78464;16001;5;9;3
"115";457;0,759517;12916;5;9;3
"116";460;0,841713;41250;5;10;3
"117";461;0,814876;28196;5;10;3
"118";462;0,782939;18202;5;9;3
