"","PLZ4","GISD_Score","Bevölkerung","GISD_5","GISD_10","GISD_k"
"1","1011",0.641017,26260,4,7,2
"2","1017",0.641017,15678,4,7,2
"3","1024",0.641017,40303,4,7,2
"4","1031",0.641017,70562,4,7,2
"5","1036",0.641017,31315,4,7,2
"6","1040",0.641017,24898,4,7,2
"7","1043",0.641017,15658,4,7,2
"8","1055",0.641017,33424,4,7,2
"9","1058",0.641017,15797,4,7,2
"10","1062",0.641017,12284,4,7,2
"11","1067",0.505596,11207,2,4,2
"12","1069",0.505596,8736,2,4,2
"13","1070",0.641017,7120,4,7,2
"14","1071",0.641017,20303,4,7,2
"15","1077",0.641017,4691,4,7,2
"16","1078",0.641017,24546,4,7,2
"17","1082",0.641017,18274,4,7,2
"18","1096",0.641017,35825,4,7,2
"19","1097",0.505596,5354,2,4,2
"20","1099",0.520445,106974,2,4,2
"21","1108",0.505881,26443,2,4,2
"22","1109",0.505677,40202,2,4,2
"23","1127",0.505596,5244,2,4,2
"24","1129",0.506019,12012,2,4,2
"25","1139",0.507504,13735,2,4,2
"26","1156",0.506561,51568,2,4,2
"27","1157",0.505596,13156,2,4,2
"28","1159",0.505596,9664,2,4,2
"29","1169",0.507248,7899,2,4,2
"30","1187",0.5063,8273,2,4,2
"31","1189",0.506825,8609,2,4,2
"32","1204",0.641017,11947,4,7,2
"33","1205",0.641017,29521,4,7,2
"34","1209",0.641017,24590,4,7,2
"35","1210",0.641017,59597,4,7,2
"36","1215",0.641017,11874,4,7,2
"37","1216",0.641017,27352,4,7,2
"38","1217",0.507526,9277,2,4,2
"39","1219",0.505758,11331,2,4,2
"40","1220",0.64101,57320,4,7,2
"41","1224",0.641017,28572,4,7,2
"42","1227",0.641017,32534,4,7,2
"43","1230",0.64103,43170,4,7,2
"44","1234",0.641017,40802,4,7,2
"45","1235",0.641017,88050,4,7,2
"46","1237",0.505596,6958,2,4,2
"47","1239",0.506109,9179,2,4,2
"48","1243",0.641017,53889,4,7,2
"49","1245",0.641017,31428,4,7,2
"50","1248",0.641017,48647,4,7,2
"51","1252",0.641016,171604,4,7,2
"52","1255",0.641024,216867,4,7,2
"53","1257",0.505824,13398,2,4,2
"54","1258",0.64114,141729,4,7,2
"55","1259",0.507532,16911,2,4,2
"56","1261",0.641017,10441,4,7,2
"57","1262",0.641237,103994,4,7,2
"58","1267",0.641017,8905,4,7,2
