"","Kreiskennziffer","Name des Kreises","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",10041,"Regionalverband Saarbrücken",325604,0.769725,3,6,2
"2",10042,"Merzig-Wadern",102987,0.803473,4,8,2
"3",10043,"Neunkirchen",133021,0.825339,5,10,3
"4",10044,"Saarlouis",195632,0.732023,3,5,2
"5",10045,"Saarpfalz-Kreis",143532,0.604537,1,2,1
"6",10046,"St. Wendel",88259,0.65682,2,3,2
