"","Kreiskennziffer","Name des Kreises","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",10041,"Regionalverband Saarbrücken",325604,0.684968,3,6,2
"2",10042,"Merzig-Wadern",102987,0.717424,4,8,2
"3",10043,"Neunkirchen",133021,0.764637,5,10,3
"4",10044,"Saarlouis",195632,0.642433,3,5,2
"5",10045,"Saarpfalz-Kreis",143532,0.52076,1,2,1
"6",10046,"St. Wendel",88259,0.57093,2,3,2
