"","Kreiskennziffer","Name des Kreises","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",1001,"Flensburg, Stadt",84694,0.786696,5,9,3
"2",1002,"Kiel, Landeshauptstadt",243148,0.673062,4,7,2
"3",1003,"Lübeck, Hansestadt",214420,0.821632,5,9,3
"4",1004,"Neumünster, Stadt",77588,0.825322,5,10,3
"5",1051,"Dithmarschen",132685,0.782894,5,9,3
"6",1053,"Herzogtum Lauenburg",190703,0.59924,3,6,2
"7",1054,"Nordfriesland",162203,0.698011,4,8,2
"8",1055,"Ostholstein",198355,0.732321,4,8,2
"9",1056,"Pinneberg",304087,0.487912,2,3,2
"10",1057,"Plön",126865,0.653744,4,7,2
"11",1058,"Rendsburg-Eckernförde",268628,0.60942,3,6,2
"12",1059,"Schleswig-Flensburg",195593,0.717391,4,8,2
"13",1060,"Segeberg",264972,0.546839,3,5,2
"14",1061,"Steinburg",130218,0.695076,4,8,2
"15",1062,"Stormarn",236705,0.362378,1,2,1
"16",2000,"Hamburg, Freie und Hansestadt",1762791,0.430422,1,2,1
"17",3101,"Braunschweig, Stadt",248502,0.450987,2,3,2
"18",3102,"Salzgitter, Stadt",98966,0.663544,4,7,2
"19",3103,"Wolfsburg, Stadt",123027,0.306658,1,1,1
"20",3151,"Gifhorn",172541,0.610365,3,6,2
"21",3152,"Göttingen",250220,0.572309,3,5,2
"22",3153,"Goslar",137256,0.722948,4,8,2
"23",3154,"Helmstedt",90908,0.629215,4,7,2
"24",3155,"Northeim",133905,0.700577,4,8,2
"25",3156,"Osterode am Harz",73793,0.678943,4,7,2
"26",3157,"Peine",130601,0.632619,4,7,2
"27",3158,"Wolfenbüttel",120035,0.598346,3,6,2
"28",3241,"Region Hannover",1128037,0.527829,2,4,2
"29",3251,"Diepholz",211093,0.609582,3,6,2
"30",3252,"Hameln-Pyrmont",147813,0.706571,4,8,2
"31",3254,"Hildesheim",274554,0.642761,4,7,2
"32",3255,"Holzminden",71438,0.741494,4,8,2
"33",3256,"Nienburg (Weser)",119631,0.715129,4,8,2
"34",3257,"Schaumburg",155847,0.670063,4,7,2
"35",3351,"Celle",176157,0.723871,4,8,2
"36",3352,"Cuxhaven",196787,0.776181,5,9,3
"37",3353,"Harburg",245199,0.492041,2,4,2
"38",3354,"Lüchow-Dannenberg",48728,0.870606,5,10,3
"39",3355,"Lüneburg",178122,0.606057,3,6,2
"40",3356,"Osterholz",111484,0.610419,3,6,2
