"","Kreiskennziffer","Name des Kreises","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",1001,"Flensburg, Stadt",84694,0.850802,5,10,3
"2",1002,"Kiel, Landeshauptstadt",243148,0.703206,4,7,2
"3",1003,"Lübeck, Hansestadt",214420,0.81713,5,9,3
"4",1004,"Neumünster, Stadt",77588,0.912357,5,10,3
"5",1051,"Dithmarschen",132685,0.832495,5,10,3
"6",1053,"Herzogtum Lauenburg",190703,0.665069,4,7,2
"7",1054,"Nordfriesland",162203,0.745513,4,8,2
"8",1055,"Ostholstein",198355,0.760284,5,9,3
"9",1056,"Pinneberg",304087,0.543928,2,4,2
"10",1057,"Plön",126865,0.689117,4,7,2
"11",1058,"Rendsburg-Eckernförde",268628,0.659424,3,6,2
"12",1059,"Schleswig-Flensburg",195593,0.800864,5,9,3
"13",1060,"Segeberg",264972,0.61743,3,5,2
"14",1061,"Steinburg",130218,0.730268,4,8,2
"15",1062,"Stormarn",236705,0.448802,1,2,1
"16",2000,"Hamburg, Freie und Hansestadt",1762791,0.374314,1,1,1
"17",3101,"Braunschweig, Stadt",248502,0.439202,1,2,1
"18",3102,"Salzgitter, Stadt",98966,0.664424,4,7,2
"19",3103,"Wolfsburg, Stadt",123027,0.298555,1,1,1
"20",3151,"Gifhorn",172541,0.583516,3,5,2
"21",3152,"Göttingen",250220,0.540214,2,4,2
"22",3153,"Goslar",137256,0.745497,4,8,2
"23",3154,"Helmstedt",90908,0.687682,4,7,2
"24",3155,"Northeim",133905,0.703629,4,7,2
"25",3156,"Osterode am Harz",73793,0.734124,4,8,2
"26",3157,"Peine",130601,0.65104,3,6,2
"27",3158,"Wolfenbüttel",120035,0.591715,3,5,2
"28",3241,"Region Hannover",1128037,0.56193,2,4,2
"29",3251,"Diepholz",211093,0.635701,3,6,2
"30",3252,"Hameln-Pyrmont",147813,0.72099,4,8,2
"31",3254,"Hildesheim",274554,0.676026,4,7,2
"32",3255,"Holzminden",71438,0.776024,5,9,3
"33",3256,"Nienburg (Weser)",119631,0.738044,4,8,2
"34",3257,"Schaumburg",155847,0.684606,4,7,2
"35",3351,"Celle",176157,0.716533,4,8,2
"36",3352,"Cuxhaven",196787,0.774642,5,9,3
"37",3353,"Harburg",245199,0.4973,2,3,2
"38",3354,"Lüchow-Dannenberg",48728,0.840652,5,10,3
"39",3355,"Lüneburg",178122,0.624173,3,6,2
"40",3356,"Osterholz",111484,0.640431,3,6,2
"41",3357,"Rotenburg (Wümme)",161842,0.695865,4,7,2
"42",3358,"Heidekreis",136200,0.775298,5,9,3
"43",3359,"Stade",197448,0.615079,3,5,2
"44",3360,"Uelzen",92533,0.749964,4,8,2
"45",3361,"Verden",133215,0.588447,3,5,2
"46",3401,"Delmenhorst, Stadt",74804,0.890564,5,10,3
"47",3402,"Emden, Stadt",50016,0.794101,5,9,3
"48",3403,"Oldenburg (Oldenburg), Stadt",160907,0.603593,3,5,2
"49",3404,"Osnabrück, Stadt",156897,0.604263,3,5,2
"50",3405,"Wilhelmshaven, Stadt",75534,0.863099,5,10,3
"51",3451,"Ammerland",119917,0.625495,3,6,2
"52",3452,"Aurich",187998,0.862186,5,10,3
"53",3453,"Cloppenburg",162350,0.800482,5,9,3
"54",3454,"Emsland",315757,0.700759,4,7,2
"55",3455,"Friesland",96937,0.707319,4,8,2
"56",3456,"Grafschaft Bentheim",134329,0.778975,5,9,3
"57",3457,"Leer",165809,0.858427,5,10,3
"58",3458,"Oldenburg",126798,0.653543,3,6,2
"59",3459,"Osnabrück",351316,0.655494,3,6,2
"60",3460,"Vechta",136184,0.662956,3,6,2
"61",3461,"Wesermarsch",88765,0.705783,4,7,2
"62",3462,"Wittmund",56539,0.824388,5,10,3
"63",4011,"Bremen, Stadt",551767,0.611266,3,5,2
"64",4012,"Bremerhaven, Stadt",110121,0.925087,5,10,3
"65",5111,"Düsseldorf, Stadt",604527,0.362794,1,1,1
"66",5112,"Duisburg, Stadt",485465,0.819243,5,9,3
"67",5113,"Essen, Stadt",573784,0.634649,3,6,2
"68",5114,"Krefeld, Stadt",222500,0.664144,4,7,2
"69",5116,"Mönchengladbach, Stadt",256853,0.786942,5,9,3
"70",5117,"Mülheim an der Ruhr, Stadt",167108,0.496944,2,3,2
"71",5119,"Oberhausen, Stadt",209292,0.785956,5,9,3
"72",5120,"Remscheid, Stadt",109009,0.654216,3,6,2
"73",5122,"Solingen, Klingenstadt",156771,0.664365,4,7,2
"74",5124,"Wuppertal, Stadt",345425,0.744592,4,8,2
"75",5154,"Kleve",304963,0.750346,4,8,2
"76",5158,"Mettmann",477760,0.456303,1,2,1
"77",5162,"Rhein-Kreis Neuss",442522,0.470481,1,2,1
"78",5166,"Viersen",295067,0.615045,3,5,2
"79",5170,"Wesel",457244,0.645052,3,6,2
"80",5314,"Bonn, Stadt",313958,0.288265,1,1,1
"81",5315,"Köln, Stadt",1046680,0.473841,1,2,1
"82",5316,"Leverkusen, Stadt",161540,0.542925,2,4,2
"83",5334,"Städteregion Aachen",547661,0.570501,2,4,2
"84",5358,"Düren",259073,0.682543,4,7,2
"85",5362,"Rhein-Erft-Kreis",459448,0.562829,2,4,2
"86",5366,"Euskirchen",188158,0.677306,4,7,2
"87",5370,"Heinsberg",249310,0.760068,5,9,3
"88",5374,"Oberbergischer Kreis",270618,0.60211,3,5,2
"89",5378,"Rheinisch-Bergischer Kreis",279497,0.437181,1,2,1
"90",5382,"Rhein-Sieg-Kreis",585781,0.543331,2,4,2
"91",5512,"Bottrop, Stadt",116017,0.71012,4,8,2
"92",5513,"Gelsenkirchen, Stadt",257651,0.933852,5,10,3
"93",5515,"Münster, Stadt",302178,0.388238,1,1,1
"94",5554,"Borken",365191,0.669711,4,7,2
"95",5558,"Coesfeld",215996,0.549834,2,4,2
"96",5562,"Recklinghausen",613092,0.727611,4,8,2
"97",5566,"Steinfurt",437127,0.640267,3,6,2
"98",5570,"Warendorf",273412,0.594485,3,5,2
"99",5711,"Bielefeld, Stadt",329782,0.619202,3,5,2
"100",5754,"Gütersloh",354463,0.564901,2,4,2
"101",5758,"Herford",249219,0.63087,3,6,2
"102",5762,"Höxter",142770,0.68404,4,7,2
"103",5766,"Lippe",345127,0.623325,3,6,2
"104",5770,"Minden-Lübbecke",309216,0.625079,3,6,2
"105",5774,"Paderborn",299071,0.599069,3,5,2
"106",5911,"Bochum, Stadt",361876,0.613692,3,5,2
"107",5913,"Dortmund, Stadt",580511,0.730619,4,8,2
"108",5914,"Hagen, Stadt der FernUniversität",186716,0.734505,4,8,2
"109",5915,"Hamm, Stadt",176580,0.839559,5,10,3
"110",5916,"Herne, Stadt",154608,0.845903,5,10,3
"111",5954,"Ennepe-Ruhr-Kreis",322916,0.537384,2,3,2
"112",5958,"Hochsauerlandkreis",261561,0.644255,3,6,2
"113",5962,"Märkischer Kreis",413820,0.644925,3,6,2
"114",5966,"Olpe",134759,0.565935,2,4,2
"115",5970,"Siegen-Wittgenstein",275909,0.544003,2,4,2
"116",5974,"Soest",296742,0.621625,3,5,2
"117",5978,"Unna",391774,0.701026,4,7,2
"118",6411,"Darmstadt, Wissenschaftsstadt",151879,0.25737,1,1,1
"119",6412,"Frankfurt am Main, Stadt",717624,0.329367,1,1,1
"120",6413,"Offenbach am Main, Stadt",120988,0.757084,5,9,3
"121",6414,"Wiesbaden, Landeshauptstadt",275116,0.48657,2,3,2
"122",6431,"Bergstraße",263822,0.469227,1,2,1
