"","Kreiskennziffer","Name des Kreises","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",1001,"Flensburg, Stadt",84694,0.844606,5,10,3
"2",1002,"Kiel, Landeshauptstadt",243148,0.698292,4,7,2
"3",1003,"Lübeck, Hansestadt",214420,0.827983,5,9,3
"4",1004,"Neumünster, Stadt",77588,0.89114,5,10,3
"5",1051,"Dithmarschen",132685,0.804726,5,9,3
"6",1053,"Herzogtum Lauenburg",190703,0.638086,3,6,2
"7",1054,"Nordfriesland",162203,0.696402,4,7,2
"8",1055,"Ostholstein",198355,0.743753,4,8,2
"9",1056,"Pinneberg",304087,0.515504,2,4,2
"10",1057,"Plön",126865,0.6504,4,7,2
"11",1058,"Rendsburg-Eckernförde",268628,0.634459,3,6,2
"12",1059,"Schleswig-Flensburg",195593,0.733168,4,8,2
"13",1060,"Segeberg",264972,0.576669,3,5,2
"14",1061,"Steinburg",130218,0.718793,4,8,2
"15",1062,"Stormarn",236705,0.420616,1,2,1
"16",2000,"Hamburg, Freie und Hansestadt",1762791,0.45128,2,3,2
"17",3101,"Braunschweig, Stadt",248502,0.459551,2,3,2
"18",3102,"Salzgitter, Stadt",98966,0.715317,4,8,2
"19",3103,"Wolfsburg, Stadt",123027,0.305593,1,1,1
"20",3151,"Gifhorn",172541,0.592386,3,5,2
"21",3152,"Göttingen",250220,0.589487,3,5,2
"22",3153,"Goslar",137256,0.75203,4,8,2
"23",3154,"Helmstedt",90908,0.686019,4,7,2
"24",3155,"Northeim",133905,0.740654,4,8,2
"25",3156,"Osterode am Harz",73793,0.784856,5,9,3
"26",3157,"Peine",130601,0.641386,4,7,2
"27",3158,"Wolfenbüttel",120035,0.622824,3,6,2
"28",3241,"Region Hannover",1128037,0.571768,3,5,2
"29",3251,"Diepholz",211093,0.650012,4,7,2
"30",3252,"Hameln-Pyrmont",147813,0.731428,4,8,2
"31",3254,"Hildesheim",274554,0.640581,3,6,2
"32",3255,"Holzminden",71438,0.782368,5,9,3
"33",3256,"Nienburg (Weser)",119631,0.719056,4,8,2
"34",3257,"Schaumburg",155847,0.705389,4,7,2
"35",3351,"Celle",176157,0.750136,4,8,2
"36",3352,"Cuxhaven",196787,0.788845,5,9,3
"37",3353,"Harburg",245199,0.462241,2,3,2
"38",3354,"Lüchow-Dannenberg",48728,0.866595,5,10,3
"39",3355,"Lüneburg",178122,0.625156,3,6,2
"40",3356,"Osterholz",111484,0.610398,3,6,2
"41",3357,"Rotenburg (Wümme)",161842,0.700131,4,7,2
"42",3358,"Heidekreis",136200,0.743474,4,8,2
"43",3359,"Stade",197448,0.58831,3,5,2
"44",3360,"Uelzen",92533,0.756245,4,8,2
"45",3361,"Verden",133215,0.586691,3,5,2
"46",3401,"Delmenhorst, Stadt",74804,0.901062,5,10,3
"47",3402,"Emden, Stadt",50016,0.738351,4,8,2
"48",3403,"Oldenburg (Oldenburg), Stadt",160907,0.63326,3,6,2
"49",3404,"Osnabrück, Stadt",156897,0.585179,3,5,2
"50",3405,"Wilhelmshaven, Stadt",75534,0.942686,5,10,3
"51",3451,"Ammerland",119917,0.632013,3,6,2
"52",3452,"Aurich",187998,0.831198,5,10,3
"53",3453,"Cloppenburg",162350,0.773689,5,9,3
"54",3454,"Emsland",315757,0.681735,4,7,2
"55",3455,"Friesland",96937,0.809398,5,9,3
"56",3456,"Grafschaft Bentheim",134329,0.754,4,8,2
"57",3457,"Leer",165809,0.860641,5,10,3
"58",3458,"Oldenburg",126798,0.636676,3,6,2
"59",3459,"Osnabrück",351316,0.607507,3,6,2
"60",3460,"Vechta",136184,0.618337,3,6,2
"61",3461,"Wesermarsch",88765,0.689655,4,7,2
"62",3462,"Wittmund",56539,0.816228,5,9,3
"63",4011,"Bremen, Stadt",551767,0.615672,3,6,2
"64",4012,"Bremerhaven, Stadt",110121,0.964164,5,10,3
"65",5111,"Düsseldorf, Stadt",604527,0.382256,1,1,1
"66",5112,"Duisburg, Stadt",485465,0.819657,5,9,3
"67",5113,"Essen, Stadt",573784,0.573375,3,5,2
"68",5114,"Krefeld, Stadt",222500,0.627601,3,6,2
"69",5116,"Mönchengladbach, Stadt",256853,0.720748,4,8,2
"70",5117,"Mülheim an der Ruhr, Stadt",167108,0.437757,1,2,1
"71",5119,"Oberhausen, Stadt",209292,0.737025,4,8,2
"72",5120,"Remscheid, Stadt",109009,0.615444,3,6,2
"73",5122,"Solingen, Klingenstadt",156771,0.639043,3,6,2
"74",5124,"Wuppertal, Stadt",345425,0.732618,4,8,2
"75",5154,"Kleve",304963,0.690884,4,7,2
"76",5158,"Mettmann",477760,0.400844,1,2,1
"77",5162,"Rhein-Kreis Neuss",442522,0.404637,1,2,1
"78",5166,"Viersen",295067,0.557141,2,4,2
"79",5170,"Wesel",457244,0.595774,3,5,2
"80",5314,"Bonn, Stadt",313958,0.274839,1,1,1
"81",5315,"Köln, Stadt",1046680,0.4644,2,3,2
"82",5316,"Leverkusen, Stadt",161540,0.442042,2,3,2
"83",5334,"Städteregion Aachen",547661,0.548128,2,4,2
"84",5358,"Düren",259073,0.606377,3,6,2
"85",5362,"Rhein-Erft-Kreis",459448,0.492426,2,3,2
"86",5366,"Euskirchen",188158,0.610991,3,6,2
"87",5370,"Heinsberg",249310,0.721545,4,8,2
"88",5374,"Oberbergischer Kreis",270618,0.566314,3,5,2
"89",5378,"Rheinisch-Bergischer Kreis",279497,0.376769,1,1,1
"90",5382,"Rhein-Sieg-Kreis",585781,0.481982,2,3,2
"91",5512,"Bottrop, Stadt",116017,0.672023,4,7,2
"92",5513,"Gelsenkirchen, Stadt",257651,0.885107,5,10,3
"93",5515,"Münster, Stadt",302178,0.311194,1,1,1
"94",5554,"Borken",365191,0.599109,3,6,2
"95",5558,"Coesfeld",215996,0.474588,2,3,2
"96",5562,"Recklinghausen",613092,0.680729,4,7,2
"97",5566,"Steinfurt",437127,0.570002,3,5,2
"98",5570,"Warendorf",273412,0.517851,2,4,2
"99",5711,"Bielefeld, Stadt",329782,0.590384,3,5,2
"100",5754,"Gütersloh",354463,0.490143,2,3,2
"101",5758,"Herford",249219,0.555262,2,4,2
"102",5762,"Höxter",142770,0.603413,3,6,2
"103",5766,"Lippe",345127,0.56462,3,5,2
"104",5770,"Minden-Lübbecke",309216,0.596036,3,6,2
"105",5774,"Paderborn",299071,0.566323,3,5,2
"106",5911,"Bochum, Stadt",361876,0.578883,3,5,2
"107",5913,"Dortmund, Stadt",580511,0.691276,4,7,2
"108",5914,"Hagen, Stadt der FernUniversität",186716,0.723556,4,8,2
"109",5915,"Hamm, Stadt",176580,0.791462,5,9,3
"110",5916,"Herne, Stadt",154608,0.801031,5,9,3
"111",5954,"Ennepe-Ruhr-Kreis",322916,0.486773,2,3,2
"112",5958,"Hochsauerlandkreis",261561,0.592239,3,5,2
"113",5962,"Märkischer Kreis",413820,0.61894,3,6,2
"114",5966,"Olpe",134759,0.488364,2,3,2
"115",5970,"Siegen-Wittgenstein",275909,0.491252,2,3,2
"116",5974,"Soest",296742,0.573125,3,5,2
"117",5978,"Unna",391774,0.645688,4,7,2
"118",6411,"Darmstadt, Wissenschaftsstadt",151879,0.27693,1,1,1
"119",6412,"Frankfurt am Main, Stadt",717624,0.376384,1,1,1
"120",6413,"Offenbach am Main, Stadt",120988,0.821473,5,9,3
"121",6414,"Wiesbaden, Landeshauptstadt",275116,0.507801,2,4,2
"122",6431,"Bergstraße",263822,0.45725,2,3,2
"123",6432,"Darmstadt-Dieburg",287966,0.432613,1,2,1
"124",6433,"Groß-Gerau",260793,0.430321,1,2,1
"125",6434,"Hochtaunuskreis",230798,0.130072,1,1,1
"126",6435,"Main-Kinzig-Kreis",407619,0.532578,2,4,2
"127",6436,"Main-Taunus-Kreis",229976,0.175053,1,1,1
