"","Kreiskennziffer","Name des Kreises","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",1001,"Flensburg, Stadt",84694,0.852894,5,10,3
"2",1002,"Kiel, Landeshauptstadt",243148,0.721828,4,8,2
"3",1003,"Lübeck, Hansestadt",214420,0.841032,5,10,3
"4",1004,"Neumünster, Stadt",77588,0.939762,5,10,3
"5",1051,"Dithmarschen",132685,0.799084,5,9,3
"6",1053,"Herzogtum Lauenburg",190703,0.60706,3,6,2
"7",1054,"Nordfriesland",162203,0.694741,4,7,2
"8",1055,"Ostholstein",198355,0.731139,4,8,2
"9",1056,"Pinneberg",304087,0.509176,2,4,2
"10",1057,"Plön",126865,0.654134,4,7,2
"11",1058,"Rendsburg-Eckernförde",268628,0.641431,4,7,2
"12",1059,"Schleswig-Flensburg",195593,0.716315,4,8,2
"13",1060,"Segeberg",264972,0.602214,3,6,2
"14",1061,"Steinburg",130218,0.698735,4,7,2
"15",1062,"Stormarn",236705,0.423407,1,2,1
"16",2000,"Hamburg, Freie und Hansestadt",1762791,0.444727,1,2,1
"17",3101,"Braunschweig, Stadt",248502,0.489338,2,3,2
"18",3102,"Salzgitter, Stadt",98966,0.722383,4,8,2
"19",3103,"Wolfsburg, Stadt",123027,0.328504,1,1,1
"20",3151,"Gifhorn",172541,0.602828,3,6,2
"21",3152,"Göttingen",250220,0.571702,3,5,2
"22",3153,"Goslar",137256,0.741928,4,8,2
"23",3154,"Helmstedt",90908,0.676162,4,7,2
"24",3155,"Northeim",133905,0.735306,4,8,2
"25",3156,"Osterode am Harz",73793,0.730968,4,8,2
"26",3157,"Peine",130601,0.645002,4,7,2
"27",3158,"Wolfenbüttel",120035,0.705436,4,8,2
"28",3241,"Region Hannover",1128037,0.566942,3,5,2
"29",3251,"Diepholz",211093,0.615397,3,6,2
"30",3252,"Hameln-Pyrmont",147813,0.738527,4,8,2
"31",3254,"Hildesheim",274554,0.648363,4,7,2
"32",3255,"Holzminden",71438,0.768078,5,9,3
"33",3256,"Nienburg (Weser)",119631,0.752779,4,8,2
"34",3257,"Schaumburg",155847,0.72172,4,8,2
