"","Raumordnungsregion Nr","Raumordnungsregion","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",601,"Mittelhessen",1029020,0.452829,3,6,2
"2",602,"Nordhessen",864330,0.554591,5,10,3
"3",603,"Osthessen",336720,0.470596,4,7,2
"4",604,"Rhein-Main",2803276,0.244459,1,2,1
"5",605,"Starkenburg",1060542,0.285947,2,4,2
