"","NUTS2","NUTS2 Name","Jahr","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"654","DEF0","Schleswig-Holstein",2003,2858714,0.350201,4,7,2
"655","DEF0","Schleswig-Holstein",2004,2858714,0.352278,4,7,2
"656","DEF0","Schleswig-Holstein",2005,2858714,0.347608,4,7,2
"657","DEF0","Schleswig-Holstein",2006,2858714,0.344642,3,6,2
"658","DEF0","Schleswig-Holstein",2007,2858714,0.352168,3,6,2
"659","DEF0","Schleswig-Holstein",2008,2858714,0.346131,3,6,2
"660","DEF0","Schleswig-Holstein",2009,2858714,0.353501,3,6,2
"661","DEF0","Schleswig-Holstein",2010,2858714,0.359075,3,5,2
"662","DEF0","Schleswig-Holstein",2011,2858714,0.334615,3,6,2
"663","DEF0","Schleswig-Holstein",2012,2858714,0.351068,3,6,2
"664","DEF0","Schleswig-Holstein",2013,2858714,0.346001,3,6,2
"665","DEF0","Schleswig-Holstein",2014,2858714,0.349367,3,6,2
"666","DEF0","Schleswig-Holstein",2015,2858714,0.341971,3,6,2
"667","DEG0","Thüringen",1998,2170714,0.788903,5,9,3
"668","DEG0","Thüringen",1999,2170714,0.780068,5,9,3
"669","DEG0","Thüringen",2000,2170714,0.814644,5,9,3
"670","DEG0","Thüringen",2001,2170714,0.856287,5,9,3
"671","DEG0","Thüringen",2002,2170714,0.830582,5,9,3
"672","DEG0","Thüringen",2003,2170714,0.859274,5,9,3
"673","DEG0","Thüringen",2004,2170714,0.87583,5,9,3
"674","DEG0","Thüringen",2005,2170714,0.849375,5,9,3
"675","DEG0","Thüringen",2006,2170714,0.83031,5,9,3
"676","DEG0","Thüringen",2007,2170714,0.82283,5,9,3
"677","DEG0","Thüringen",2008,2170714,0.801352,5,9,3
"678","DEG0","Thüringen",2009,2170714,0.811786,5,9,3
"679","DEG0","Thüringen",2010,2170714,0.768766,5,9,3
"680","DEG0","Thüringen",2011,2170714,0.737572,5,9,3
"681","DEG0","Thüringen",2012,2170714,0.765739,5,9,3
"682","DEG0","Thüringen",2013,2170714,0.738257,5,9,3
"683","DEG0","Thüringen",2014,2170714,0.733942,5,9,3
"684","DEG0","Thüringen",2015,2170714,0.722812,5,9,3
