"","Raumordnungsregion Nr","Raumordnungsregion","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",1201,"Havelland-Fläming",759468,0.66453,1,2,1
"2",1202,"Lausitz-Spreewald",597366,0.797756,2,4,2
"3",1203,"Oderland-Spree",423894,0.807116,3,6,2
"4",1204,"Prignitz-Oberhavel",381334,0.838061,4,7,2
"5",1205,"Uckermark-Barnim",295810,0.856684,5,10,3
