"","Kreiskennziffer","Name des Kreises","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",14511,"Chemnitz, Stadt",243521,0.68748,1,2,1
"2",14521,"Erzgebirgskreis",349582,0.756806,4,7,2
"3",14522,"Mittelsachsen",312711,0.735112,3,5,2
"4",14523,"Vogtlandkreis",232390,0.728874,2,3,2
"5",14524,"Zwickau",325137,0.766597,5,9,3
"6",14612,"Dresden, Stadt",536308,0.497777,1,1,1
"7",14625,"Bautzen",306570,0.753369,3,6,2
"8",14626,"Görlitz",260188,0.8216,5,10,3
"9",14627,"Meißen",243745,0.731322,2,4,2
"10",14628,"Sächsische Schweiz-Osterzgebirge",245954,0.724174,1,2,1
"11",14713,"Leipzig, Stadt",544479,0.748059,3,6,2
"12",14729,"Leipzig",257647,0.765585,4,8,2
"13",14730,"Nordsachsen",197042,0.817851,5,9,3
