"","Kreiskennziffer","Name des Kreises","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",14511,"Chemnitz, Stadt",243521,0.684338,1,2,1
"2",14521,"Erzgebirgskreis",349582,0.743426,4,8,2
"3",14522,"Mittelsachsen",312711,0.723729,3,5,2
"4",14523,"Vogtlandkreis",232390,0.709134,2,4,2
"5",14524,"Zwickau",325137,0.730261,3,6,2
"6",14612,"Dresden, Stadt",536308,0.498851,1,1,1
"7",14625,"Bautzen",306570,0.739237,4,7,2
"8",14626,"Görlitz",260188,0.825353,5,10,3
"9",14627,"Meißen",243745,0.696777,1,2,1
"10",14628,"Sächsische Schweiz-Osterzgebirge",245954,0.698019,2,3,2
"11",14713,"Leipzig, Stadt",544479,0.733727,3,6,2
"12",14729,"Leipzig",257647,0.770506,5,9,3
"13",14730,"Nordsachsen",197042,0.809021,5,9,3
