"","Kreiskennziffer","Name des Kreises","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",14511,"Chemnitz, Stadt",243521,0.730657,1,2,1
"2",14521,"Erzgebirgskreis",349582,0.778168,3,6,2
"3",14522,"Mittelsachsen",312711,0.771299,2,4,2
"4",14523,"Vogtlandkreis",232390,0.784225,4,8,2
"5",14524,"Zwickau",325137,0.777442,3,6,2
"6",14612,"Dresden, Stadt",536308,0.545751,1,1,1
"7",14625,"Bautzen",306570,0.767626,2,3,2
"8",14626,"Görlitz",260188,0.852568,5,9,3
"9",14627,"Meißen",243745,0.73988,1,2,1
"10",14628,"Sächsische Schweiz-Osterzgebirge",245954,0.788714,5,9,3
"11",14713,"Leipzig, Stadt",544479,0.782376,4,7,2
"12",14729,"Leipzig",257647,0.775361,3,5,2
"13",14730,"Nordsachsen",197042,0.883321,5,10,3
