"","Kreiskennziffer","Name des Kreises","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",16051,"Erfurt, Stadt",206219,0.772306,4,7,2
"2",16052,"Gera, Stadt",94492,0.845668,5,9,3
"3",16053,"Jena, Stadt",108207,0.366815,1,1,1
"4",16054,"Suhl, Stadt",36208,0.713745,2,3,2
"5",16055,"Weimar, Stadt",63477,0.712268,1,2,1
"6",16056,"Eisenach, Stadt",41884,0.770471,4,7,2
"7",16061,"Eichsfeld",100730,0.675965,1,2,1
"8",16062,"Nordhausen",85055,0.841911,5,9,3
"9",16063,"Wartburgkreis",125835,0.668768,1,1,1
"10",16064,"Unstrut-Hainich-Kreis",103922,0.816248,5,9,3
"11",16065,"Kyffhäuserkreis",77148,0.920997,5,10,3
"12",16066,"Schmalkalden-Meiningen",125056,0.733005,3,5,2
"13",16067,"Gotha",135381,0.763458,3,6,2
"14",16068,"Sömmerda",70537,0.861769,5,10,3
"15",16069,"Hildburghausen",64673,0.722833,2,4,2
"16",16070,"Ilm-Kreis",108899,0.744131,3,6,2
"17",16071,"Weimarer Land",81641,0.77496,4,8,2
"18",16072,"Sonneberg",56809,0.744056,3,6,2
"19",16073,"Saalfeld-Rudolstadt",109646,0.715392,2,4,2
"20",16074,"Saale-Holzland-Kreis",83966,0.704351,1,2,1
"21",16075,"Saale-Orla-Kreis",82887,0.714448,2,3,2
"22",16076,"Greiz",101382,0.743972,3,5,2
"23",16077,"Altenburger Land",92705,0.792515,4,8,2
