"","Kreiskennziffer","Name des Kreises","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",16051,"Erfurt, Stadt",206219,0.779528,3,6,2
"2",16052,"Gera, Stadt",94492,0.856189,5,9,3
"3",16053,"Jena, Stadt",108207,0.359206,1,1,1
"4",16054,"Suhl, Stadt",36208,0.763704,3,5,2
"5",16055,"Weimar, Stadt",63477,0.685153,1,1,1
"6",16056,"Eisenach, Stadt",41884,0.818334,4,8,2
"7",16061,"Eichsfeld",100730,0.729807,2,3,2
"8",16062,"Nordhausen",85055,0.902436,5,10,3
"9",16063,"Wartburgkreis",125835,0.689793,1,2,1
"10",16064,"Unstrut-Hainich-Kreis",103922,0.844629,4,8,2
"11",16065,"Kyffhäuserkreis",77148,0.978474,5,10,3
"12",16066,"Schmalkalden-Meiningen",125056,0.7724,3,6,2
"13",16067,"Gotha",135381,0.799149,4,7,2
"14",16068,"Sömmerda",70537,0.864314,5,9,3
"15",16069,"Hildburghausen",64673,0.728388,1,2,1
"16",16070,"Ilm-Kreis",108899,0.759483,2,4,2
"17",16071,"Weimarer Land",81641,0.810239,4,7,2
"18",16072,"Sonneberg",56809,0.723945,1,2,1
"19",16073,"Saalfeld-Rudolstadt",109646,0.761693,2,4,2
"20",16074,"Saale-Holzland-Kreis",83966,0.764536,3,5,2
"21",16075,"Saale-Orla-Kreis",82887,0.776754,3,6,2
"22",16076,"Greiz",101382,0.751725,2,3,2
"23",16077,"Altenburger Land",92705,0.852876,5,9,3
