"","Kreiskennziffer","Name des Kreises","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",16051,"Erfurt, Stadt",206219,0.78705,4,7,2
"2",16052,"Gera, Stadt",94492,0.889122,5,10,3
"3",16053,"Jena, Stadt",108207,0.352974,1,1,1
"4",16054,"Suhl, Stadt",36208,0.754645,2,4,2
"5",16055,"Weimar, Stadt",63477,0.720284,1,2,1
"6",16056,"Eisenach, Stadt",41884,0.833084,5,9,3
"7",16061,"Eichsfeld",100730,0.708869,1,2,1
"8",16062,"Nordhausen",85055,0.859905,5,9,3
"9",16063,"Wartburgkreis",125835,0.694299,1,1,1
"10",16064,"Unstrut-Hainich-Kreis",103922,0.822902,4,8,2
"11",16065,"Kyffhäuserkreis",77148,0.941426,5,10,3
"12",16066,"Schmalkalden-Meiningen",125056,0.764636,3,6,2
"13",16067,"Gotha",135381,0.765902,3,6,2
"14",16068,"Sömmerda",70537,0.840465,5,9,3
"15",16069,"Hildburghausen",64673,0.723274,2,3,2
"16",16070,"Ilm-Kreis",108899,0.760818,3,5,2
"17",16071,"Weimarer Land",81641,0.770742,3,6,2
"18",16072,"Sonneberg",56809,0.736525,2,3,2
"19",16073,"Saalfeld-Rudolstadt",109646,0.762819,3,5,2
"20",16074,"Saale-Holzland-Kreis",83966,0.704849,1,2,1
"21",16075,"Saale-Orla-Kreis",82887,0.747146,2,4,2
"22",16076,"Greiz",101382,0.781944,4,7,2
"23",16077,"Altenburger Land",92705,0.82787,4,8,2
