"","Kreiskennziffer","Name des Kreises","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",16051,"Erfurt, Stadt",206219,0.741947,2,4,2
"2",16052,"Gera, Stadt",94492,0.83649,5,9,3
"3",16053,"Jena, Stadt",108207,0.357558,1,1,1
"4",16054,"Suhl, Stadt",36208,0.690029,1,2,1
"5",16055,"Weimar, Stadt",63477,0.730843,2,4,2
"6",16056,"Eisenach, Stadt",41884,0.769062,4,7,2
"7",16061,"Eichsfeld",100730,0.696209,1,2,1
"8",16062,"Nordhausen",85055,0.838833,5,10,3
"9",16063,"Wartburgkreis",125835,0.670802,1,1,1
"10",16064,"Unstrut-Hainich-Kreis",103922,0.802268,4,8,2
"11",16065,"Kyffhäuserkreis",77148,0.942414,5,10,3
"12",16066,"Schmalkalden-Meiningen",125056,0.746076,3,5,2
"13",16067,"Gotha",135381,0.757012,3,6,2
"14",16068,"Sömmerda",70537,0.805189,5,9,3
"15",16069,"Hildburghausen",64673,0.711666,2,3,2
"16",16070,"Ilm-Kreis",108899,0.75353,3,6,2
"17",16071,"Weimarer Land",81641,0.757303,4,7,2
"18",16072,"Sonneberg",56809,0.747141,3,6,2
"19",16073,"Saalfeld-Rudolstadt",109646,0.743317,3,5,2
"20",16074,"Saale-Holzland-Kreis",83966,0.70876,1,2,1
"21",16075,"Saale-Orla-Kreis",82887,0.727218,2,3,2
"22",16076,"Greiz",101382,0.792337,4,8,2
"23",16077,"Altenburger Land",92705,0.808417,5,9,3
