"","Kennziffer Gemeindeverband","Name Gemeindeverband","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",12051000,"Brandenburg an der Havel, Stadt",71032,0.919794,5,10,3
"2",12052000,"Cottbus, Stadt",99491,0.733839,3,5,2
"3",12053000,"Frankfurt (Oder), Stadt",57649,0.809876,4,8,2
"4",12054000,"Potsdam, Stadt",164042,0.499065,1,1,1
"5",12060005,"Ahrensfelde",12856,0.669775,2,3,2
"6",12060020,"Bernau bei Berlin, Stadt",36547,0.761195,3,6,2
"7",12060052,"Eberswalde, Stadt",38897,0.872638,5,10,3
"8",12060181,"Panketal",19721,0.682014,2,3,2
"9",12060198,"Schorfheide",9759,0.6728,2,3,2
"10",12060269,"Wandlitz",21656,0.754421,3,6,2
"11",12060280,"Werneuchen, Stadt",8197,0.767492,3,6,2
"12",12060903,"Biesenthal-Barnim",11962,0.732461,3,5,2
"13",12060906,"Joachimsthal (Schorfheide)",5282,0.82491,4,8,2
"14",12060911,"Britz-Chorin-Oderberg",10104,0.819206,4,8,2
"15",12061020,"Bestensee",7125,0.649974,1,2,1
"16",12061112,"Eichwalde",6421,0.618638,1,2,1
"17",12061217,"Heidesee",6828,0.642668,1,2,1
"18",12061219,"Heideblick",3679,0.679928,2,3,2
"19",12061260,"Königs Wusterhausen, Stadt",34795,0.641948,1,2,1
"20",12061316,"Lübben (Spreewald), Stadt",13672,0.70363,2,4,2
"21",12061320,"Luckau, Stadt",9558,0.711283,2,4,2
"22",12061329,"Märkische Heide",3989,0.662222,1,2,1
"23",12061332,"Mittenwalde, Stadt",8774,0.620156,1,2,1
"24",12061433,"Schönefeld",13895,0.595263,1,1,1
"25",12061444,"Schulzendorf",7706,0.614413,1,2,1
"26",12061540,"Wildau, Stadt",9945,0.61788,1,2,1
"27",12061572,"Zeuthen",10993,0.615037,1,2,1
"28",12061908,"Schenkenländchen",8267,0.650172,1,2,1
"29",12061913,"Lieberose/Oberspreewald",7343,0.692684,2,4,2
"30",12061914,"Unterspreewald",8962,0.648545,1,2,1
"31",12062024,"Bad Liebenwerda, Stadt",9411,0.765884,3,6,2
"32",12062092,"Doberlug-Kirchhain, Stadt",8625,0.784912,4,7,2
"33",12062124,"Elsterwerda, Stadt",8161,0.798741,4,7,2
"34",12062128,"Falkenberg/Elster, Stadt",6529,0.764911,3,6,2
"35",12062140,"Finsterwalde, Stadt",16407,0.837305,4,8,2
"36",12062224,"Herzberg (Elster), Stadt",9127,0.744894,3,5,2
"37",12062341,"Mühlberg/Elbe, Stadt",3892,0.798426,4,7,2
"38",12062410,"Röderland",3990,0.750362,3,6,2
"39",12062461,"Schönewalde, Stadt",3136,0.717946,2,4,2
"40",12062469,"Sonnewalde, Stadt",3343,0.72183,3,5,2
"41",12062500,"Uebigau-Wahrenbrück, Stadt",5532,0.687581,2,3,2
"42",12062902,"Elsterland",4779,0.811488,4,8,2
"43",12062905,"Kleine Elster (Niederlausitz)",5651,0.779916,4,7,2
"44",12062907,"Plessa",6337,0.765487,3,6,2
"45",12062909,"Schlieben",5458,0.732014,3,5,2
"46",12062911,"Schradenland",4619,0.744014,3,5,2
"47",12063036,"Brieselang",11167,0.722845,3,5,2
"48",12063056,"Dallgow-Döberitz",9280,0.725839,3,5,2
"49",12063080,"Falkensee, Stadt",41777,0.731334,3,5,2
"50",12063148,"Ketzin/Havel, Stadt",6355,0.760144,3,6,2
"51",12063189,"Milower Land",4314,0.853473,5,9,3
"52",12063208,"Nauen, Stadt",16761,0.78871,4,7,2
"53",12063244,"Premnitz, Stadt",8430,0.87427,5,10,3
"54",12063252,"Rathenow, Stadt",24127,0.904728,5,10,3
"55",12063273,"Schönwalde-Glien",9202,0.736727,3,5,2
"56",12063357,"Wustermark",8308,0.724609,3,5,2
"57",12063902,"Friesack",6429,0.801947,4,7,2
"58",12063906,"Nennhausen",4604,0.872104,5,9,3
"59",12063909,"Rhinow",4654,0.901019,5,10,3
"60",12064029,"Altlandsberg, Stadt",8996,0.710548,2,4,2
"61",12064044,"Bad Freienwalde (Oder), Stadt",12382,0.831176,4,8,2
"62",12064136,"Fredersdorf-Vogelsdorf",12879,0.712141,2,4,2
"63",12064227,"Hoppegarten",17002,0.676278,2,3,2
"64",12064274,"Letschin",4100,0.757864,3,6,2
"65",12064317,"Müncheberg, Stadt",6785,0.765705,3,6,2
"66",12064336,"Neuenhagen bei Berlin",17435,0.696475,2,4,2
"67",12064380,"Petershagen/Eggersdorf",14364,0.718465,2,4,2
"68",12064428,"Rüdersdorf bei Berlin",15188,0.771734,3,6,2
"69",12064448,"Seelow, Stadt",5366,0.869249,5,9,3
"70",12064472,"Strausberg, Stadt",25946,0.740955,3,5,2
"71",12064512,"Wriezen, Stadt",7328,0.823911,4,8,2
"72",12064903,"Falkenberg-Höhe",4583,0.819752,4,8,2
"73",12064904,"Golzow",5340,0.858942,5,9,3
"74",12064906,"Lebus",6097,0.775636,4,7,2
"75",12064908,"Märkische Schweiz",9057,0.765555,3,6,2
"76",12064910,"Neuhardenberg",4358,0.845452,5,9,3
"77",12064912,"Seelow-Land",4731,0.818209,4,8,2
"78",12064914,"Barnim-Oderbruch",6485,0.777177,4,7,2
"79",12065036,"Birkenwerder",7881,0.683808,2,3,2
"80",12065084,"Fürstenberg/Havel, Stadt",5882,0.798917,4,7,2
"81",12065096,"Glienicke/Nordbahn",11942,0.655887,1,2,1
"82",12065136,"Hennigsdorf, Stadt",25928,0.714734,2,4,2
"83",12065144,"Hohen Neuendorf, Stadt",25239,0.668697,2,3,2
"84",12065165,"Kremmen, Stadt",7108,0.67833,2,3,2
"85",12065180,"Leegebruch",6567,0.672414,2,3,2
"86",12065193,"Liebenwalde, Stadt",4198,0.788814,4,7,2
"87",12065198,"Löwenberger Land",8041,0.765466,3,6,2
"88",12065225,"Mühlenbecker Land",14606,0.666378,2,3,2
"89",12065251,"Oberkrämer",10603,0.644368,1,2,1
"90",12065256,"Oranienburg, Stadt",42894,0.729145,3,5,2
"91",12065332,"Velten, Stadt",11718,0.713561,2,4,2
"92",12065356,"Zehdenick, Stadt",13325,0.783836,4,7,2
"93",12065902,"Gransee und Gemeinden",8966,0.785161,4,7,2
"94",12066052,"Calau, Stadt",7922,0.746604,3,6,2
"95",12066112,"Großräschen, Stadt",8785,0.855396,5,9,3
"96",12066176,"Lauchhammer, Stadt",15099,0.842109,5,9,3
"97",12066196,"Lübbenau/Spreewald, Stadt",16082,0.816334,4,8,2
"98",12066285,"Schipkau",6837,0.836844,4,8,2
"99",12066296,"Schwarzheide, Stadt",5772,0.779264,4,7,2
"100",12066304,"Senftenberg, Stadt",24743,0.835834,4,8,2
"101",12066320,"Vetschau/Spreewald, Stadt",8421,0.76476,3,6,2
"102",12066901,"Altdöbern",5834,0.788606,4,7,2
"103",12066906,"Ortrand",6189,0.724063,3,5,2
"104",12066907,"Ruhland",7212,0.734757,3,5,2
"105",12067036,"Beeskow, Stadt",7964,0.732844,3,5,2
"106",12067120,"Eisenhüttenstadt, Stadt",27444,0.779718,4,7,2
"107",12067124,"Erkner, Stadt",11540,0.703717,2,4,2
"108",12067137,"Friedland, Stadt",3013,0.693106,2,4,2
"109",12067144,"Fürstenwalde/Spree, Stadt",31236,0.779674,4,7,2
"110",12067201,"Grünheide (Mark)",8165,0.712632,2,4,2
"111",12067426,"Rietz-Neuendorf",4127,0.710202,2,4,2
"112",12067440,"Schöneiche bei Berlin",12154,0.68819,2,3,2
