"","Kennziffer Gemeindeverband","Name Gemeindeverband","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",12051000,"Brandenburg an der Havel, Stadt",71032,0.916879,5,10,3
"2",12052000,"Cottbus, Stadt",99491,0.711419,2,4,2
"3",12053000,"Frankfurt (Oder), Stadt",57649,0.800774,4,7,2
"4",12054000,"Potsdam, Stadt",164042,0.502376,1,1,1
"5",12060005,"Ahrensfelde",12856,0.678401,2,3,2
"6",12060020,"Bernau bei Berlin, Stadt",36547,0.763137,3,6,2
"7",12060052,"Eberswalde, Stadt",38897,0.873324,5,9,3
"8",12060181,"Panketal",19721,0.687838,2,3,2
"9",12060198,"Schorfheide",9759,0.786707,4,7,2
"10",12060269,"Wandlitz",21656,0.760598,3,6,2
"11",12060280,"Werneuchen, Stadt",8197,0.778856,3,6,2
"12",12060903,"Biesenthal-Barnim",11962,0.778851,3,6,2
"13",12060906,"Joachimsthal (Schorfheide)",5282,0.828864,4,8,2
"14",12060911,"Britz-Chorin-Oderberg",10104,0.84044,4,8,2
"15",12061020,"Bestensee",7125,0.660071,1,2,1
"16",12061112,"Eichwalde",6421,0.625702,1,2,1
"17",12061217,"Heidesee",6828,0.654421,1,2,1
"18",12061219,"Heideblick",3679,0.711287,2,4,2
"19",12061260,"Königs Wusterhausen, Stadt",34795,0.654603,1,2,1
"20",12061316,"Lübben (Spreewald), Stadt",13672,0.705635,2,4,2
"21",12061320,"Luckau, Stadt",9558,0.691769,2,3,2
"22",12061329,"Märkische Heide",3989,0.664456,1,2,1
"23",12061332,"Mittenwalde, Stadt",8774,0.626631,1,2,1
"24",12061433,"Schönefeld",13895,0.616914,1,2,1
"25",12061444,"Schulzendorf",7706,0.619492,1,2,1
"26",12061540,"Wildau, Stadt",9945,0.633946,1,2,1
"27",12061572,"Zeuthen",10993,0.619851,1,2,1
"28",12061908,"Schenkenländchen",8267,0.659258,1,2,1
"29",12061913,"Lieberose/Oberspreewald",7343,0.700825,2,4,2
"30",12061914,"Unterspreewald",8962,0.663138,1,2,1
"31",12062024,"Bad Liebenwerda, Stadt",9411,0.767284,3,6,2
"32",12062092,"Doberlug-Kirchhain, Stadt",8625,0.784499,4,7,2
"33",12062124,"Elsterwerda, Stadt",8161,0.796446,4,7,2
"34",12062128,"Falkenberg/Elster, Stadt",6529,0.77558,3,6,2
"35",12062140,"Finsterwalde, Stadt",16407,0.832562,4,8,2
"36",12062224,"Herzberg (Elster), Stadt",9127,0.750712,3,5,2
"37",12062341,"Mühlberg/Elbe, Stadt",3892,0.805788,4,7,2
"38",12062410,"Röderland",3990,0.756024,3,6,2
"39",12062461,"Schönewalde, Stadt",3136,0.753255,3,5,2
"40",12062469,"Sonnewalde, Stadt",3343,0.742195,3,5,2
"41",12062500,"Uebigau-Wahrenbrück, Stadt",5532,0.747858,3,5,2
"42",12062902,"Elsterland",4779,0.806287,4,7,2
"43",12062905,"Kleine Elster (Niederlausitz)",5651,0.774299,3,6,2
"44",12062907,"Plessa",6337,0.764378,3,6,2
"45",12062909,"Schlieben",5458,0.741322,3,5,2
"46",12062911,"Schradenland",4619,0.746152,3,5,2
"47",12063036,"Brieselang",11167,0.723252,2,4,2
"48",12063056,"Dallgow-Döberitz",9280,0.73397,3,5,2
"49",12063080,"Falkensee, Stadt",41777,0.729846,3,5,2
"50",12063148,"Ketzin/Havel, Stadt",6355,0.759962,3,6,2
"51",12063189,"Milower Land",4314,0.845823,4,8,2
"52",12063208,"Nauen, Stadt",16761,0.77717,3,6,2
"53",12063244,"Premnitz, Stadt",8430,0.8659,5,9,3
"54",12063252,"Rathenow, Stadt",24127,0.892724,5,10,3
"55",12063273,"Schönwalde-Glien",9202,0.735291,3,5,2
"56",12063357,"Wustermark",8308,0.727934,3,5,2
"57",12063902,"Friesack",6429,0.798375,4,7,2
"58",12063906,"Nennhausen",4604,0.85859,5,9,3
