"","Kennziffer Gemeindeverband","Name Gemeindeverband","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",3101000,"Braunschweig, Stadt",248502,0.463557,1,1,1
"2",3102000,"Salzgitter, Stadt",98966,0.690743,3,5,2
"3",3103000,"Wolfsburg, Stadt",123027,0.354159,1,1,1
"4",3151009,"Gifhorn, Stadt",41617,0.624947,2,3,2
"5",3151025,"Sassenburg",11208,0.578657,1,1,1
"6",3151040,"Wittingen, Stadt",11501,0.602767,1,2,1
"7",3151901,"Boldecker Land",9817,0.528832,1,1,1
"8",3151902,"Brome",15598,0.554473,1,1,1
"9",3151903,"Hankensbüttel",9020,0.623616,2,3,2
"10",3151904,"Isenbüttel",15363,0.543554,1,1,1
"11",3151905,"Meinersen",20370,0.607135,1,2,1
"12",3151906,"Papenteich",23782,0.544561,1,1,1
"13",3151907,"Wesendorf",14265,0.631872,2,3,2
"14",3152001,"Adelebsen, Flecken",6499,0.529903,1,1,1
"15",3152004,"Bovenden, Flecken",13403,0.540739,1,1,1
"16",3152007,"Duderstadt, Stadt",20702,0.587583,1,2,1
"17",3152009,"Friedland",9198,0.627712,2,3,2
"18",3152011,"Gleichen",9029,0.526091,1,1,1
"19",3152012,"Göttingen, Stadt",117665,0.619181,1,2,1
"20",3152016,"Hann. Münden, Stadt",23711,0.585417,1,2,1
"21",3152021,"Rosdorf",11806,0.565575,1,1,1
"22",3152026,"Staufenberg",7861,0.535902,1,1,1
"23",3152901,"Dransfeld",9325,0.519276,1,1,1
"24",3152902,"Gieboldehausen",13844,0.557272,1,1,1
"25",3152903,"Radolfshausen",7177,0.541558,1,1,1
"26",3153002,"Bad Harzburg, Stadt",21619,0.749538,4,8,2
"27",3153007,"Langelsheim, Stadt",11786,0.711454,3,6,2
"28",3153008,"Liebenburg",8147,0.686233,3,5,2
"29",3153012,"Seesen, Stadt",19337,0.718739,3,6,2
"30",3153016,"Braunlage, Stadt",5985,0.755,4,8,2
"31",3153017,"Goslar, Stadt",50457,0.744357,4,7,2
"32",3153901,"Lutter am Barenberge",4068,0.690711,3,5,2
"33",3153902,"Oberharz",15857,0.768963,4,8,2
"34",3154003,"Büddenstedt",2486,0.697115,3,5,2
"35",3154010,"Helmstedt, Stadt",23129,0.727514,4,7,2
"36",3154013,"Königslutter am Elm, Stadt",15819,0.651798,2,4,2
"37",3154014,"Lehre",11655,0.603392,1,2,1
"38",3154019,"Schöningen, Stadt",11327,0.731478,4,7,2
"39",3154901,"Grasleben",4477,0.652918,2,4,2
"40",3154902,"Heeseberg",3933,0.701393,3,6,2
"41",3154903,"Nord-Elm",5616,0.657674,2,4,2
"42",3154904,"Velpke",12466,0.602538,1,2,1
"43",3155001,"Bad Gandersheim, Stadt",9785,0.752369,4,8,2
"44",3155002,"Bodenfelde, Flecken",3158,0.797624,5,9,3
"45",3155003,"Dassel, Stadt",9860,0.739747,4,7,2
"46",3155005,"Hardegsen, Stadt",7807,0.716796,3,6,2
"47",3155006,"Kalefeld",6586,0.711538,3,6,2
"48",3155007,"Katlenburg-Lindau",7169,0.704158,3,6,2
