"","Kennziffer Gemeindeverband","Name Gemeindeverband","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",3101000,"Braunschweig, Stadt",248502,0.479824,1,1,1
"2",3102000,"Salzgitter, Stadt",98966,0.715195,3,6,2
"3",3103000,"Wolfsburg, Stadt",123027,0.340381,1,1,1
"4",3151009,"Gifhorn, Stadt",41617,0.630128,2,3,2
"5",3151025,"Sassenburg",11208,0.577695,1,2,1
"6",3151040,"Wittingen, Stadt",11501,0.610291,1,2,1
"7",3151901,"Boldecker Land",9817,0.529612,1,1,1
"8",3151902,"Brome",15598,0.560083,1,1,1
"9",3151903,"Hankensbüttel",9020,0.636256,2,3,2
"10",3151904,"Isenbüttel",15363,0.547653,1,1,1
"11",3151905,"Meinersen",20370,0.61411,1,2,1
"12",3151906,"Papenteich",23782,0.556141,1,1,1
"13",3151907,"Wesendorf",14265,0.628757,2,3,2
"14",3152001,"Adelebsen, Flecken",6499,0.528349,1,1,1
"15",3152004,"Bovenden, Flecken",13403,0.528678,1,1,1
"16",3152007,"Duderstadt, Stadt",20702,0.57492,1,2,1
"17",3152009,"Friedland",9198,0.632244,2,3,2
"18",3152011,"Gleichen",9029,0.518241,1,1,1
"19",3152012,"Göttingen, Stadt",117665,0.594565,1,2,1
"20",3152016,"Hann. Münden, Stadt",23711,0.575145,1,2,1
"21",3152021,"Rosdorf",11806,0.541283,1,1,1
"22",3152026,"Staufenberg",7861,0.512913,1,1,1
"23",3152901,"Dransfeld",9325,0.516846,1,1,1
"24",3152902,"Gieboldehausen",13844,0.554265,1,1,1
"25",3152903,"Radolfshausen",7177,0.523349,1,1,1
"26",3153002,"Bad Harzburg, Stadt",21619,0.782958,5,9,3
"27",3153007,"Langelsheim, Stadt",11786,0.736622,4,7,2
"28",3153008,"Liebenburg",8147,0.71434,3,6,2
"29",3153012,"Seesen, Stadt",19337,0.747699,4,8,2
"30",3153016,"Braunlage, Stadt",5985,0.767936,4,8,2
"31",3153017,"Goslar, Stadt",50457,0.773467,5,9,3
"32",3153901,"Lutter am Barenberge",4068,0.710157,3,6,2
"33",3153902,"Oberharz",15857,0.792834,5,9,3
"34",3154003,"Büddenstedt",2486,0.672227,2,4,2
"35",3154010,"Helmstedt, Stadt",23129,0.710467,3,6,2
"36",3154013,"Königslutter am Elm, Stadt",15819,0.636567,2,3,2
"37",3154014,"Lehre",11655,0.590804,1,2,1
"38",3154019,"Schöningen, Stadt",11327,0.711934,3,6,2
"39",3154901,"Grasleben",4477,0.638264,2,3,2
"40",3154902,"Heeseberg",3933,0.69582,3,6,2
"41",3154903,"Nord-Elm",5616,0.649016,2,3,2
"42",3154904,"Velpke",12466,0.583311,1,2,1
"43",3155001,"Bad Gandersheim, Stadt",9785,0.725112,4,7,2
"44",3155002,"Bodenfelde, Flecken",3158,0.750432,4,8,2
"45",3155003,"Dassel, Stadt",9860,0.718859,4,7,2
"46",3155005,"Hardegsen, Stadt",7807,0.692896,3,5,2
"47",3155006,"Kalefeld",6586,0.689211,3,5,2
"48",3155007,"Katlenburg-Lindau",7169,0.68292,3,5,2
"49",3155009,"Moringen, Stadt",6979,0.716302,3,6,2
"50",3155010,"Nörten-Hardenberg, Flecken",8056,0.689834,3,5,2
"51",3155011,"Northeim, Stadt",28833,0.731557,4,7,2
"52",3155012,"Uslar, Stadt",14318,0.72924,4,7,2
"53",3155013,"Einbeck, Stadt",31354,0.744258,4,8,2
"54",3156002,"Bad Lauterberg im Harz, Stadt",10506,0.768337,4,8,2
"55",3156003,"Bad Sachsa, Stadt",7431,0.796498,5,9,3
"56",3156009,"Herzberg am Harz, Stadt",13079,0.773953,5,9,3
"57",3156011,"Osterode am Harz, Stadt",22130,0.763088,4,8,2
"58",3156017,"Bad Grund (Harz)",8666,0.753484,4,8,2
"59",3156902,"Hattorf am Harz",7402,0.730881,4,7,2
"60",3156903,"Walkenried",4579,0.777501,5,9,3
"61",3157001,"Edemissen",12320,0.644355,2,3,2
"62",3157002,"Hohenhameln",9047,0.667008,2,4,2
"63",3157003,"Ilsede",11400,0.678363,3,5,2
"64",3157004,"Lahstedt",9908,0.662264,2,4,2
"65",3157005,"Lengede",12749,0.625299,2,3,2
"66",3157006,"Peine, Stadt",48553,0.703577,3,6,2
"67",3157007,"Vechelde",16426,0.635384,2,3,2
"68",3157008,"Wendeburg",10198,0.634038,2,3,2
"69",3158006,"Cremlingen",13047,0.601833,1,2,1
"70",3158037,"Wolfenbüttel, Stadt",51670,0.661972,2,4,2
"71",3158039,"Schladen-Werla",8898,0.657248,2,3,2
"72",3158901,"Asse",9341,0.620933,1,2,1
"73",3158902,"Baddeckenstedt",10518,0.616384,1,2,1
"74",3158903,"Oderwald",6794,0.631146,2,3,2
"75",3158905,"Schöppenstedt",9283,0.660596,2,4,2
"76",3158906,"Sickte",10484,0.620056,1,2,1
"77",3241001,"Hannover, Landeshauptstadt",523642,0.603341,1,2,1
"78",3241002,"Barsinghausen, Stadt",33310,0.567033,1,1,1
"79",3241003,"Burgdorf, Stadt",29676,0.576001,1,2,1
"80",3241004,"Burgwedel, Stadt",20307,0.531803,1,1,1
"81",3241005,"Garbsen, Stadt",59957,0.569144,1,2,1
"82",3241006,"Gehrden, Stadt",14550,0.53914,1,1,1
"83",3241007,"Hemmingen, Stadt",18668,0.544496,1,1,1
"84",3241008,"Isernhagen",23331,0.518784,1,1,1
"85",3241009,"Laatzen, Stadt",39922,0.585041,1,2,1
"86",3241010,"Langenhagen, Stadt",52330,0.568964,1,1,1
