"","Gemeindekennziffer","Name der Gemeinde","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",1001000,"Flensburg, Stadt",84694,0.866758,5,10,3
"2",1002000,"Kiel, Landeshauptstadt",243148,0.734571,4,8,2
"3",1003000,"Lübeck, Hansestadt",214420,0.823586,5,9,3
"4",1004000,"Neumünster, Stadt",77588,0.85037,5,10,3
"5",1051001,"Albersdorf",3470,0.819449,5,9,3
"6",1051002,"Arkebek",219,0.819449,5,9,3
"7",1051003,"Averlak",586,0.807363,5,9,3
"8",1051004,"Bargenstedt",943,0.819449,5,9,3
"9",1051005,"Barkenholm",170,0.825136,5,9,3
"10",1051006,"Barlt",798,0.819449,5,9,3
"11",1051008,"Bergewöhrden",35,0.825136,5,9,3
"12",1051010,"Brickeln",206,0.807363,5,9,3
"13",1051011,"Brunsbüttel, Stadt",12642,0.799273,5,9,3
"14",1051012,"Buchholz",1003,0.807363,5,9,3
"15",1051013,"Büsum",4733,0.845155,5,10,3
"16",1051014,"Büsumer Deichhausen",355,0.845155,5,10,3
"17",1051015,"Bunsoh",796,0.819449,5,9,3
"18",1051016,"Burg (Dithmarschen)",4185,0.807363,5,9,3
"19",1051017,"Busenwurth",298,0.819449,5,9,3
"20",1051019,"Dellstedt",734,0.825136,5,9,3
"21",1051020,"Delve",676,0.825136,5,9,3
"22",1051021,"Diekhusen-Fahrstedt",727,0.810627,5,9,3
"23",1051022,"Dingen",630,0.807363,5,9,3
"24",1051023,"Dörpling",614,0.825136,5,9,3
"25",1051024,"Eddelak",1373,0.807363,5,9,3
"26",1051026,"Eggstedt",759,0.807363,5,9,3
"27",1051027,"Elpersbüttel",857,0.819449,5,9,3
"28",1051028,"Epenwöhrden",775,0.819449,5,9,3
"29",1051030,"Fedderingen",281,0.825136,5,9,3
"30",1051032,"Frestedt",374,0.807363,5,9,3
"31",1051033,"Friedrichsgabekoog",52,0.845155,5,10,3
"32",1051034,"Friedrichskoog",2502,0.810627,5,9,3
"33",1051035,"Gaushorn",194,0.825136,5,9,3
"34",1051036,"Glüsing",117,0.825136,5,9,3
"35",1051037,"Großenrade",489,0.807363,5,9,3
"36",1051038,"Groven",79,0.825136,5,9,3
"37",1051039,"Gudendorf",388,0.819449,5,9,3
"38",1051043,"Hedwigenkoog",236,0.845155,5,10,3
"39",1051044,"Heide, Stadt",21303,0.863372,5,10,3
"40",1051045,"Hellschen-Heringsand-Unterschaar",169,0.845155,5,10,3
"41",1051046,"Helse",853,0.810627,5,9,3
"42",1051047,"Hemme",497,0.825136,5,9,3
"43",1051048,"Hemmingstedt",2876,0.783077,5,9,3
"44",1051049,"Hennstedt",1957,0.825136,5,9,3
"45",1051050,"Hillgroven",75,0.845155,5,10,3
"46",1051051,"Hochdonn",1151,0.807363,5,9,3
"47",1051052,"Hövede",61,0.825136,5,9,3
"48",1051053,"Hollingstedt",314,0.825136,5,9,3
"49",1051054,"Immenstedt",107,0.819449,5,9,3
"50",1051057,"Kaiser-Wilhelm-Koog",341,0.810627,5,9,3
"51",1051058,"Karolinenkoog",141,0.825136,5,9,3
"52",1051060,"Kleve",430,0.825136,5,9,3
"53",1051061,"Krempel",596,0.825136,5,9,3
"54",1051062,"Kronprinzenkoog",816,0.810627,5,9,3
"55",1051063,"Krumstedt",502,0.819449,5,9,3
"56",1051064,"Kuden",618,0.807363,5,9,3
"57",1051065,"Lehe",1056,0.825136,5,9,3
"58",1051067,"Lieth",390,0.783077,5,9,3
"59",1051068,"Linden",860,0.825136,5,9,3
"60",1051069,"Lohe-Rickelshof",2098,0.783077,5,9,3
"61",1051071,"Lunden",1707,0.825136,5,9,3
"62",1051072,"Marne, Stadt",5635,0.810627,5,9,3
"63",1051073,"Marnerdeich",386,0.810627,5,9,3
"64",1051074,"Meldorf, Stadt",7216,0.819449,5,9,3
"65",1051075,"Neuenkirchen",1000,0.783077,5,9,3
"66",1051076,"Neufeld",605,0.810627,5,9,3
"67",1051077,"Neufelderkoog",122,0.810627,5,9,3
"68",1051078,"Nindorf",1163,0.819449,5,9,3
"69",1051079,"Norddeich",412,0.845155,5,10,3
"70",1051080,"Norderheistedt",149,0.825136,5,9,3
"71",1051081,"Norderwöhrden",287,0.783077,5,9,3
"72",1051082,"Nordhastedt",2784,0.783077,5,9,3
"73",1051083,"Odderade",326,0.819449,5,9,3
"74",1051084,"Oesterdeichstrich",275,0.845155,5,10,3
"75",1051085,"Offenbüttel",263,0.819449,5,9,3
"76",1051086,"Osterrade",412,0.819449,5,9,3
"77",1051087,"Ostrohe",934,0.783077,5,9,3
"78",1051088,"Pahlen",1199,0.825136,5,9,3
"79",1051089,"Quickborn",197,0.807363,5,9,3
"80",1051090,"Ramhusen",154,0.810627,5,9,3
"81",1051092,"Rehm-Flehde-Bargen",503,0.825136,5,9,3
"82",1051093,"Reinsbüttel",441,0.845155,5,10,3
"83",1051096,"Sankt Annen",314,0.825136,5,9,3
"84",1051097,"Sankt Michaelisdonn",3501,0.807363,5,9,3
"85",1051098,"Sarzbüttel",710,0.819449,5,9,3
"86",1051099,"Schafstedt",1279,0.819449,5,9,3
"87",1051100,"Schalkholz",590,0.825136,5,9,3
"88",1051102,"Schlichting",243,0.825136,5,9,3
"89",1051103,"Schmedeswurth",195,0.810627,5,9,3
"90",1051104,"Schrum",71,0.819449,5,9,3
"91",1051105,"Schülp",426,0.845155,5,10,3
"92",1051107,"Stelle-Wittenwurth",428,0.783077,5,9,3
"93",1051108,"Strübbel",82,0.845155,5,10,3
"94",1051109,"Süderdeich",467,0.845155,5,10,3
"95",1051110,"Süderhastedt",843,0.807363,5,9,3
"96",1051113,"Wöhrden",1262,0.783077,5,9,3
"97",1051114,"Tellingstedt",2697,0.825136,5,9,3
"98",1051117,"Tielenhemme",167,0.825136,5,9,3
"99",1051118,"Trennewurth",249,0.810627,5,9,3
"100",1051119,"Volsemenhusen",352,0.810627,5,9,3
"101",1051120,"Wallen",32,0.825136,5,9,3
"102",1051121,"Warwerort",250,0.845155,5,10,3
"103",1051122,"Weddingstedt",2279,0.783077,5,9,3
"104",1051125,"Welmbüttel",439,0.825136,5,9,3
"105",1051126,"Wennbüttel",87,0.819449,5,9,3
"106",1051127,"Wesselburen, Stadt",3004,0.845155,5,10,3
"107",1051128,"Wesselburener Deichhausen",115,0.845155,5,10,3
"108",1051129,"Wesselburenerkoog",173,0.845155,5,10,3
"109",1051130,"Wesseln",1417,0.783077,5,9,3
"110",1051131,"Westerborstel",106,0.825136,5,9,3
"111",1051132,"Westerdeichstrich",848,0.845155,5,10,3
"112",1051133,"Wiemerstedt",154,0.825136,5,9,3
"113",1051134,"Windbergen",808,0.819449,5,9,3
"114",1051135,"Wolmersdorf",333,0.819449,5,9,3
"115",1051136,"Wrohm",699,0.825136,5,9,3
"116",1051137,"Nordermeldorf",587,0.819449,5,9,3
"117",1051138,"Tensbüttel-Röst",649,0.819449,5,9,3
"118",1051139,"Süderdorf",354,0.825136,5,9,3
"119",1051140,"Oesterwurth",259,0.845155,5,10,3
"120",1051141,"Süderheistedt",539,0.825136,5,9,3
"121",1053001,"Albsfelde",76,0.646904,3,5,2
"122",1053002,"Alt Mölln",890,0.640343,3,5,2
"123",1053003,"Aumühle",3178,0.587926,2,4,2
"124",1053004,"Bäk",880,0.646904,3,5,2
"125",1053005,"Bälau",228,0.640343,3,5,2
"126",1053006,"Basedow",657,0.653864,3,5,2
"127",1053007,"Basthorst",414,0.602449,2,4,2
"128",1053008,"Behlendorf",398,0.603276,2,4,2
"129",1053009,"Berkenthin",2037,0.603276,2,4,2
"130",1053010,"Besenthal",84,0.651017,3,5,2
"131",1053011,"Bliestorf",641,0.603276,2,4,2
"132",1053012,"Börnsen",4439,0.587926,2,4,2
"133",1053013,"Borstorf",269,0.640343,3,5,2
"134",1053014,"Breitenfelde",1904,0.640343,3,5,2
"135",1053015,"Bröthen",276,0.651017,3,5,2
"136",1053016,"Brunsmark",150,0.646904,3,5,2
"137",1053017,"Brunstorf",632,0.602449,2,4,2
"138",1053018,"Buchholz",239,0.646904,3,5,2
"139",1053019,"Buchhorst",166,0.653864,3,5,2
"140",1053020,"Büchen",5698,0.651017,3,5,2
"141",1053021,"Dahmker",161,0.602449,2,4,2
"142",1053022,"Dalldorf",367,0.653864,3,5,2
"143",1053023,"Dassendorf",3178,0.587926,2,4,2
"144",1053024,"Düchelsdorf",164,0.603276,2,4,2
"145",1053025,"Duvensee",543,0.629425,3,5,2
"146",1053026,"Einhaus",376,0.646904,3,5,2
"147",1053027,"Elmenhorst",842,0.602449,2,4,2
"148",1053028,"Escheburg",3345,0.587926,2,4,2
"149",1053029,"Fitzen",349,0.651017,3,5,2
"150",1053030,"Fredeburg",45,0.646904,3,5,2
"151",1053031,"Fuhlenhagen",348,0.602449,2,4,2
"152",1053032,"Geesthacht, Stadt",29676,0.654772,3,5,2
"153",1053033,"Giesensdorf",136,0.646904,3,5,2
"154",1053034,"Göldenitz",237,0.603276,2,4,2
"155",1053035,"Göttin",56,0.651017,3,5,2
"156",1053036,"Grabau",321,0.602449,2,4,2
"157",1053037,"Grambek",427,0.640343,3,5,2
"158",1053038,"Grinau",315,0.629425,3,5,2
"159",1053039,"Groß Boden",199,0.629425,3,5,2
"160",1053040,"Groß Disnack",85,0.646904,3,5,2
"161",1053041,"Groß Grönau",3648,0.646904,3,5,2
"162",1053042,"Groß Pampau",151,0.602449,2,4,2
"163",1053043,"Groß Sarau",949,0.646904,3,5,2
"164",1053044,"Groß Schenkenberg",542,0.629425,3,5,2
"165",1053045,"Grove",254,0.602449,2,4,2
"166",1053046,"Gudow",1633,0.651017,3,5,2
"167",1053047,"Gülzow",1249,0.602449,2,4,2
"168",1053048,"Güster",1250,0.651017,3,5,2
"169",1053049,"Hamfelde",464,0.602449,2,4,2
"170",1053050,"Hamwarde",839,0.587926,2,4,2
"171",1053051,"Harmsdorf",309,0.646904,3,5,2
"172",1053052,"Havekost",182,0.602449,2,4,2
"173",1053053,"Hohenhorn",523,0.587926,2,4,2
"174",1053054,"Hollenbek",423,0.646904,3,5,2
"175",1053056,"Hornbek",185,0.640343,3,5,2
"176",1053057,"Horst",211,0.646904,3,5,2
"177",1053058,"Juliusburg",167,0.653864,3,5,2
"178",1053059,"Kankelau",205,0.602449,2,4,2
"179",1053060,"Kasseburg",590,0.602449,2,4,2
"180",1053061,"Kastorf",1159,0.603276,2,4,2
"181",1053062,"Kittlitz",239,0.646904,3,5,2
"182",1053064,"Klein Pampau",641,0.651017,3,5,2
"183",1053066,"Klein Zecher",251,0.646904,3,5,2
"184",1053067,"Klempau",611,0.603276,2,4,2
"185",1053068,"Klinkrade",608,0.629425,3,5,2
"186",1053069,"Koberg",763,0.629425,3,5,2
"187",1053070,"Köthel",268,0.602449,2,4,2
"188",1053071,"Kollow",577,0.602449,2,4,2
"189",1053072,"Kröppelshagen-Fahrendorf",1259,0.587926,2,4,2
"190",1053073,"Krüzen",353,0.653864,3,5,2
"191",1053074,"Krukow",150,0.653864,3,5,2
"192",1053075,"Krummesse",1771,0.603276,2,4,2
"193",1053076,"Kuddewörde",1364,0.602449,2,4,2
"194",1053077,"Kühsen",365,0.629425,3,5,2
"195",1053078,"Kulpin",216,0.646904,3,5,2
"196",1053079,"Labenz",839,0.629425,3,5,2
"197",1053080,"Langenlehsten",151,0.651017,3,5,2
"198",1053081,"Lankau",466,0.629425,3,5,2
"199",1053082,"Lanze",294,0.653864,3,5,2
"200",1053083,"Lauenburg/ Elbe, Stadt",11277,0.716284,4,7,2
"201",1053084,"Lehmrade",486,0.640343,3,5,2
"202",1053085,"Linau",1203,0.629425,3,5,2
"203",1053086,"Lüchow",279,0.629425,3,5,2
"204",1053087,"Lütau",708,0.653864,3,5,2
"205",1053088,"Mechow",115,0.646904,3,5,2
"206",1053089,"Möhnsen",538,0.602449,2,4,2
"207",1053090,"Mölln, Stadt",18622,0.706382,4,7,2
"208",1053091,"Mühlenrade",174,0.602449,2,4,2
"209",1053092,"Müssen",1038,0.651017,3,5,2
"210",1053093,"Mustin",756,0.646904,3,5,2
"211",1053094,"Niendorf bei Berkenthin",203,0.603276,2,4,2
"212",1053095,"Niendorf/ Stecknitz",641,0.640343,3,5,2
"213",1053096,"Nusse",1045,0.629425,3,5,2
"214",1053097,"Panten",612,0.629425,3,5,2
"215",1053098,"Pogeez",394,0.646904,3,5,2
"216",1053099,"Poggensee",354,0.629425,3,5,2
