"","Gemeindekennziffer","Name der Gemeinde","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",1001000,"Flensburg, Stadt",84694,0.71302,4,8,2
"2",1002000,"Kiel, Landeshauptstadt",243148,0.610859,3,6,2
"3",1003000,"Lübeck, Hansestadt",214420,0.750966,5,9,3
"4",1004000,"Neumünster, Stadt",77588,0.732348,5,9,3
"5",1051001,"Albersdorf",3470,0.748197,5,9,3
"6",1051002,"Arkebek",219,0.748197,5,9,3
"7",1051003,"Averlak",586,0.740394,5,9,3
"8",1051004,"Bargenstedt",943,0.748197,5,9,3
"9",1051005,"Barkenholm",170,0.760582,5,9,3
"10",1051006,"Barlt",798,0.748197,5,9,3
"11",1051008,"Bergewöhrden",35,0.760582,5,9,3
"12",1051010,"Brickeln",206,0.740394,5,9,3
"13",1051011,"Brunsbüttel, Stadt",12642,0.724177,5,9,3
"14",1051012,"Buchholz",1003,0.740394,5,9,3
"15",1051013,"Büsum",4733,0.775752,5,9,3
"16",1051014,"Büsumer Deichhausen",355,0.775752,5,9,3
"17",1051015,"Bunsoh",796,0.748197,5,9,3
"18",1051016,"Burg (Dithmarschen)",4185,0.740394,5,9,3
"19",1051017,"Busenwurth",298,0.748197,5,9,3
"20",1051019,"Dellstedt",734,0.760582,5,9,3
"21",1051020,"Delve",676,0.760582,5,9,3
"22",1051021,"Diekhusen-Fahrstedt",727,0.741991,5,9,3
"23",1051022,"Dingen",630,0.740394,5,9,3
"24",1051023,"Dörpling",614,0.760582,5,9,3
"25",1051024,"Eddelak",1373,0.740394,5,9,3
"26",1051026,"Eggstedt",759,0.740394,5,9,3
"27",1051027,"Elpersbüttel",857,0.748197,5,9,3
"28",1051028,"Epenwöhrden",775,0.748197,5,9,3
"29",1051030,"Fedderingen",281,0.760582,5,9,3
"30",1051032,"Frestedt",374,0.740394,5,9,3
"31",1051033,"Friedrichsgabekoog",52,0.775752,5,9,3
"32",1051034,"Friedrichskoog",2502,0.741991,5,9,3
"33",1051035,"Gaushorn",194,0.760582,5,9,3
"34",1051036,"Glüsing",117,0.760582,5,9,3
"35",1051037,"Großenrade",489,0.740394,5,9,3
"36",1051038,"Groven",79,0.760582,5,9,3
"37",1051039,"Gudendorf",388,0.748197,5,9,3
"38",1051043,"Hedwigenkoog",236,0.775752,5,9,3
"39",1051044,"Heide, Stadt",21303,0.754668,5,9,3
"40",1051045,"Hellschen-Heringsand-Unterschaar",169,0.775752,5,9,3
"41",1051046,"Helse",853,0.741991,5,9,3
"42",1051047,"Hemme",497,0.760582,5,9,3
"43",1051048,"Hemmingstedt",2876,0.722433,5,9,3
"44",1051049,"Hennstedt",1957,0.760582,5,9,3
"45",1051050,"Hillgroven",75,0.775752,5,9,3
"46",1051051,"Hochdonn",1151,0.740394,5,9,3
"47",1051052,"Hövede",61,0.760582,5,9,3
"48",1051053,"Hollingstedt",314,0.760582,5,9,3
"49",1051054,"Immenstedt",107,0.748197,5,9,3
