"";"PLZ3";"GISD_Score";"Bevölkerung";"GISD_5";"GISD_10";"GISD_k"
"1";10;0,524684;120818;2;4;2
"2";11;0,525087;196518;2;4;2
"3";12;0,525187;83185;2;4;2
"4";13;0,524934;113332;2;4;2
"5";14;0,648993;108915;4;7;2
"6";15;0,800677;70307;5;9;3
"7";16;0,728357;123461;4;8;2
"8";17;0,69112;159717;4;7;2
"9";18;0,726126;117345;4;8;2
"10";19;0,779991;145593;5;9;3
"11";26;0,768275;97031;5;9;3
"12";27;0,815685;123863;5;10;3
"13";28;0,827909;74352;5;10;3
"14";29;0,818792;132592;5;10;3
"15";30;0,73457;122553;4;8;2
"16";31;0,784009;96794;5;9;3
"17";32;0,816884;76217;5;10;3
"18";41;0,771052;177423;5;9;3
"19";42;0,770992;200724;5;9;3
"20";43;0,771031;161579;5;9;3
"21";44;0,73841;96958;4;8;2
"22";45;0,830697;107338;5;10;3
"23";46;0,834363;179190;5;10;3
"24";47;0,811253;102565;5;9;3
"25";48;0,830714;140132;5;10;3
"26";49;0,770151;55650;5;9;3
"27";61;0,885138;300260;5;10;3
"28";62;0,897813;142166;5;10;3
"29";63;0,945979;111133;5;10;3
"30";64;0,964737;147436;5;10;3
"31";65;0,966955;113631;5;10;3
"32";66;0,904592;135266;5;10;3
"33";67;0,935987;141290;5;10;3
"34";68;0,860262;167151;5;10;3
"35";69;0,811879;40006;5;10;3
"36";73;0,787204;85143;5;9;3
"37";74;0,7846;51674;5;9;3
"38";75;0,88332;137992;5;10;3
"39";76;0,745927;56343;4;8;2
"40";77;0,490544;135152;2;4;2
"41";78;0,823709;16123;5;10;3
"42";79;0,80447;93088;5;9;3
"43";80;0,764816;88648;5;9;3
"44";81;0,712695;62233;4;8;2
"45";82;0,740881;128803;4;8;2
"46";83;0,759413;123307;5;9;3
"47";84;0,769006;92061;5;9;3
"48";85;0,72442;80419;4;8;2
"49";86;0,695374;28056;4;7;2
"50";91;0,723361;193956;4;8;2
"51";92;0,722878;118252;4;8;2
"52";93;0,745835;138240;4;8;2
"53";94;0,75412;120762;4;8;2
"54";95;0,74271;112515;4;8;2
"55";96;0,726148;102769;4;8;2
"56";101;0,7593;42212;5;9;3
"57";102;0,7593;40467;5;9;3
"58";103;0,7593;101892;5;9;3
"59";104;0,7593;40460;5;9;3
"60";105;0,7593;49142;5;9;3
"61";106;0,7593;11946;5;9;3
"62";107;0,7593;56991;5;9;3
"63";108;0,7593;18250;5;9;3
"64";109;0,7593;47187;5;9;3
"65";120;0,7593;66003;5;9;3
"66";121;0,7593;99062;5;9;3
"67";122;0,759277;118158;5;9;3
"68";123;0,759286;172351;5;9;3
"69";124;0,7593;133548;5;9;3
"70";125;0,754834;530173;4;8;2
"71";126;0,759218;238857;4;8;2
"72";130;0,759297;163485;5;9;3
"73";131;0,759286;295578;5;9;3
"74";133;0,7593;55234;5;9;3
"75";134;0,759002;188306;4;8;2
"76";135;0,759295;411591;5;9;3
"77";136;0,7593;42436;5;9;3
"78";140;0,759253;167264;5;9;3
"79";141;0,759039;383375;4;8;2
"80";144;0,495938;167141;2;4;2
"81";145;0,529856;139759;2;4;2
"82";146;0,7596;110986;5;9;3
"83";147;0,869142;148233;5;10;3
"84";148;0,574984;30436;3;6;2
"85";149;0,745937;97735;4;8;2
"86";152;0,806623;72717;5;9;3
"87";153;0,759178;152872;4;8;2
"88";155;0,749597;104130;4;8;2
"89";157;0,637559;100676;4;7;2
"90";158;0,711637;135490;4;8;2
"91";159;0,707358;51665;4;8;2
"92";162;0,854799;110813;5;10;3
"93";163;0,794398;149758;5;9;3
"94";165;0,709835;107291;4;8;2
"95";167;0,740957;98748;4;8;2
"96";168;0,906791;84070;5;10;3
"97";169;0,88471;42299;5;10;3
"98";170;0,836175;105331;5;10;3
"99";171;0,888391;111274;5;10;3
"100";172;0,895719;132440;5;10;3
"101";173;0,923138;106197;5;10;3
"102";174;0,851283;118490;5;10;3
"103";175;0,837178;12560;5;10;3
"104";180;0,792831;55467;5;9;3
"105";181;0,793298;192231;5;9;3
"106";182;0,830127;131782;5;10;3
"107";183;0,875015;51444;5;10;3
"108";184;0,870565;81890;5;10;3
"109";185;0,848453;85266;5;10;3
"110";186;0,802127;4558;5;9;3
"111";190;0,776447;141273;5;9;3
"112";192;0,795117;114956;5;9;3
"113";193;0,884338;125178;5;10;3
"114";194;0,919737;17487;5;10;3
"115";200;0,447304;10145;2;3;2
"116";201;0,447304;10221;2;3;2
"117";202;0,447304;14401;2;3;2
"118";203;0,447304;11784;2;3;2
"119";204;0,447304;36094;2;3;2
"120";205;0,447304;39522;2;3;2
"121";210;0,449334;487076;2;3;2
"122";211;0,447302;287495;2;3;2
"123";212;0,451554;147736;2;3;2
"124";213;0,64177;162176;4;7;2
"125";214;0,525303;157101;2;4;2
"126";215;0,568038;76432;3;5;2
"127";216;0,554862;155682;3;5;2
"128";217;0,687857;107575;4;7;2
"129";220;0,4473;64593;2;3;2
"130";221;0,44436;206909;2;3;2
"131";222;0,447304;13812;2;3;2
"132";223;0,44735;240230;2;3;2
"133";224;0,44778;97936;2;3;2
"134";225;0,447512;155540;2;3;2
"135";226;0,447304;31409;2;3;2
"136";227;0,447304;28859;2;3;2
"137";228;0,532044;140240;3;5;2
"138";229;0,42399;109222;1;2;1
