"";"PLZ3";"GISD_Score";"Bevölkerung";"GISD_5";"GISD_10";"GISD_k"
"1";10;0,491088;120818;3;5;2
"2";11;0,491617;196518;3;5;2
"3";12;0,491738;83185;3;5;2
"4";13;0,491315;113332;3;5;2
"5";14;0,620571;108915;4;8;2
"6";15;0,714857;70307;5;9;3
"7";16;0,698355;123461;5;9;3
"8";17;0,686231;159717;5;9;3
"9";18;0,69986;117345;5;9;3
"10";19;0,742709;145593;5;10;3
"11";26;0,712765;97031;5;9;3
"12";27;0,77926;123863;5;10;3
"13";28;0,783913;74352;5;10;3
"14";29;0,75688;132592;5;10;3
"15";30;0,641395;122553;4;8;2
"16";31;0,720423;96794;5;9;3
"17";32;0,770586;76217;5;10;3
"18";41;0,706634;177423;5;9;3
"19";42;0,70665;200724;5;9;3
"20";43;0,706658;161579;5;9;3
"21";44;0,725419;96958;5;9;3
"22";45;0,787994;107338;5;10;3
"23";46;0,771143;179190;5;10;3
"24";47;0,75632;102565;5;10;3
"25";48;0,783448;140132;5;10;3
"26";49;0,739203;55650;5;9;3
"27";61;0,901175;300260;5;10;3
"28";62;0,894733;142166;5;10;3
"29";63;0,9629;111133;5;10;3
"30";64;0,980271;147436;5;10;3
"31";65;0,931555;113631;5;10;3
"32";66;0,910489;135266;5;10;3
"33";67;0,930406;141290;5;10;3
"34";68;0,865734;167151;5;10;3
"35";69;0,86889;40006;5;10;3
"36";73;0,719534;85143;5;9;3
"37";74;0,718475;51674;5;9;3
"38";75;0,80149;137992;5;10;3
"39";76;0,709707;56343;5;9;3
"40";77;0,424631;135152;2;4;2
"41";78;0,768741;16123;5;10;3
"42";79;0,747828;93088;5;10;3
"43";80;0,730542;88648;5;9;3
"44";81;0,698376;62233;5;9;3
"45";82;0,706402;128803;5;9;3
"46";83;0,71777;123307;5;9;3
"47";84;0,738322;92061;5;9;3
"48";85;0,700609;80419;5;9;3
"49";86;0,666447;28056;5;9;3
"50";91;0,649489;193956;4;8;2
"51";92;0,675598;118252;5;9;3
"52";93;0,706882;138240;5;9;3
"53";94;0,711165;120762;5;9;3
"54";95;0,714612;112515;5;9;3
"55";96;0,706516;102769;5;9;3
"56";101;0,59367;42212;4;8;2
"57";102;0,59367;40467;4;8;2
"58";103;0,59367;101892;4;8;2
"59";104;0,59367;40460;4;8;2
"60";105;0,59367;49142;4;8;2
"61";106;0,59367;11946;4;8;2
"62";107;0,59367;56991;4;8;2
"63";108;0,59367;18250;4;8;2
"64";109;0,59367;47187;4;8;2
"65";120;0,59367;66003;4;8;2
"66";121;0,59367;99062;4;8;2
"67";122;0,593664;118158;4;7;2
"68";123;0,593674;172351;4;8;2
"69";124;0,59367;133548;4;8;2
"70";125;0,593309;530173;4;7;2
"71";126;0,593794;238857;4;8;2
"72";130;0,593674;163485;4;8;2
"73";131;0,593695;295578;4;8;2
"74";133;0,59367;55234;4;8;2
"75";134;0,593845;188306;4;8;2
"76";135;0,593691;411591;4;8;2
"77";136;0,59367;42436;4;8;2
"78";140;0,593645;167264;4;7;2
"79";141;0,59356;383375;4;7;2
"80";144;0,453545;167141;2;4;2
"81";145;0,529846;139759;3;6;2
"82";146;0,701203;110986;5;9;3
"83";147;0,776916;148233;5;10;3
"84";148;0,579246;30436;4;7;2
"85";149;0,72783;97735;5;9;3
"86";152;0,7644;72717;5;10;3
"87";153;0,738176;152872;5;9;3
"88";155;0,692578;104130;5;9;3
"89";157;0,590084;100676;4;7;2
"90";158;0,705639;135490;5;9;3
"91";159;0,65401;51665;4;8;2
"92";162;0,790516;110813;5;10;3
"93";163;0,740498;149758;5;9;3
"94";165;0,663341;107291;5;9;3
"95";167;0,68546;98748;5;9;3
"96";168;0,83318;84070;5;10;3
"97";169;0,842442;42299;5;10;3
"98";170;0,838368;105331;5;10;3
"99";171;0,883689;111274;5;10;3
"100";172;0,85436;132440;5;10;3
"101";173;0,904945;106197;5;10;3
"102";174;0,827872;118490;5;10;3
"103";175;0,840823;12560;5;10;3
"104";180;0,749366;55467;5;10;3
"105";181;0,75752;192231;5;10;3
"106";182;0,828618;131782;5;10;3
"107";183;0,847632;51444;5;10;3
"108";184;0,827402;81890;5;10;3
"109";185;0,822571;85266;5;10;3
"110";186;0,797292;4558;5;10;3
"111";190;0,769969;141273;5;10;3
"112";192;0,759279;114956;5;10;3
"113";193;0,828931;125178;5;10;3
"114";194;0,861591;17487;5;10;3
"115";200;0,355888;10145;2;3;2
"116";201;0,355888;10221;2;3;2
"117";202;0,355888;14401;2;3;2
"118";203;0,355888;11784;2;3;2
"119";204;0,355888;36094;2;3;2
"120";205;0,355888;39522;2;3;2
"121";210;0,358473;487076;2;3;2
"122";211;0,355903;287495;2;3;2
"123";212;0,417161;147736;2;4;2
"124";213;0,583845;162176;4;7;2
"125";214;0,464349;157101;3;5;2
"126";215;0,487479;76432;3;5;2
"127";216;0,485469;155682;3;5;2
"128";217;0,60638;107575;4;8;2
"129";220;0,355882;64593;2;3;2
"130";221;0,350837;206909;1;2;1
"131";222;0,355888;13812;2;3;2
"132";223;0,355909;240230;2;3;2
"133";224;0,35627;97936;2;3;2
"134";225;0,35616;155540;2;3;2
"135";226;0,355888;31409;2;3;2
"136";227;0,355888;28859;2;3;2
"137";228;0,428167;140240;2;4;2
"138";229;0,326634;109222;1;2;1
"139";235;0,751306;211867;5;10;3
"140";236;0,645958;94476;4;8;2
"141";237;0,666732;145079;5;9;3
