"";"PLZ3";"GISD_Score";"Bevölkerung";"GISD_5";"GISD_10";"GISD_k"
"1";10;0,545229;120818;2;4;2
"2";11;0,545717;196518;2;4;2
"3";12;0,545982;83185;2;4;2
"4";13;0,54549;113332;2;4;2
"5";14;0,658608;108915;3;6;2
"6";15;0,753495;70307;4;8;2
"7";16;0,736321;123461;4;8;2
"8";17;0,760064;159717;5;9;3
"9";18;0,777968;117345;5;9;3
"10";19;0,806591;145593;5;9;3
"11";26;0,782968;97031;5;9;3
"12";27;0,86845;123863;5;10;3
"13";28;0,900665;74352;5;10;3
"14";29;0,838542;132592;5;10;3
"15";30;0,75318;122553;4;8;2
"16";31;0,819354;96794;5;10;3
"17";32;0,867782;76217;5;10;3
"18";41;0,7985;177423;5;9;3
"19";42;0,798391;200724;5;9;3
"20";43;0,79849;161579;5;9;3
"21";44;0,758742;96958;4;8;2
"22";45;0,822778;107338;5;10;3
"23";46;0,803397;179190;5;9;3
"24";47;0,835159;102565;5;10;3
"25";48;0,838836;140132;5;10;3
"26";49;0,861435;55650;5;10;3
"27";61;0,847707;300260;5;10;3
"28";62;0,878846;142166;5;10;3
"29";63;1;111133;5;10;3
"30";64;0,937051;147436;5;10;3
"31";65;0,990205;113631;5;10;3
"32";66;0,901619;135266;5;10;3
"33";67;0,906967;141290;5;10;3
"34";68;0,859107;167151;5;10;3
"35";69;0,869048;40006;5;10;3
"36";73;0,782809;85143;5;9;3
"37";74;0,797528;51674;5;9;3
"38";75;0,817032;137992;5;10;3
"39";76;0,698814;56343;4;8;2
"40";77;0,434955;135152;1;2;1
"41";78;0,809;16123;5;9;3
"42";79;0,775534;93088;5;9;3
"43";80;0,763932;88648;5;9;3
"44";81;0,736365;62233;4;8;2
"45";82;0,809593;128803;5;9;3
"46";83;0,795948;123307;5;9;3
"47";84;0,793879;92061;5;9;3
"48";85;0,829645;80419;5;10;3
"49";86;0,784279;28056;5;9;3
"50";91;0,758965;193956;4;8;2
"51";92;0,756658;118252;4;8;2
"52";93;0,771185;138240;5;9;3
"53";94;0,804986;120762;5;9;3
"54";95;0,789965;112515;5;9;3
"55";96;0,766077;102769;5;9;3
"56";101;0,664694;42212;4;7;2
"57";102;0,664694;40467;4;7;2
"58";103;0,664694;101892;4;7;2
"59";104;0,664694;40460;4;7;2
"60";105;0,664694;49142;4;7;2
"61";106;0,664694;11946;4;7;2
"62";107;0,664694;56991;4;7;2
"63";108;0,664694;18250;4;7;2
"64";109;0,664694;47187;4;7;2
"65";120;0,664694;66003;4;7;2
"66";121;0,664694;99062;4;7;2
"67";122;0,664686;118158;3;6;2
"68";123;0,664697;172351;4;7;2
"69";124;0,664694;133548;4;7;2
"70";125;0,664999;530173;4;7;2
"71";126;0,664699;238857;4;7;2
"72";130;0,664693;163485;4;7;2
"73";131;0,664694;295578;4;7;2
"74";133;0,664694;55234;4;7;2
"75";134;0,664616;188306;3;6;2
"76";135;0,664713;411591;4;7;2
"77";136;0,664694;42436;4;7;2
"78";140;0,664671;167264;3;6;2
"79";141;0,664569;383375;3;6;2
"80";144;0,53133;167141;2;4;2
"81";145;0,565646;139759;2;4;2
"82";146;0,767195;110986;5;9;3
"83";147;0,833351;148233;5;10;3
"84";148;0,638172;30436;3;6;2
"85";149;0,774846;97735;5;9;3
"86";152;0,806196;72717;5;9;3
"87";153;0,779799;152872;5;9;3
"88";155;0,784609;104130;5;9;3
