"","Kreiskennziffer","Name des Kreises","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",3101,"Braunschweig, Stadt",248502,0.450987,1,1,1
"2",3102,"Salzgitter, Stadt",98966,0.663544,3,5,2
"3",3103,"Wolfsburg, Stadt",123027,0.306658,1,1,1
"4",3151,"Gifhorn",172541,0.610365,2,3,2
"5",3152,"Göttingen",250220,0.572309,1,2,1
"6",3153,"Goslar",137256,0.722948,4,7,2
"7",3154,"Helmstedt",90908,0.629215,2,4,2
"8",3155,"Northeim",133905,0.700577,3,6,2
"9",3156,"Osterode am Harz",73793,0.678943,3,6,2
"10",3157,"Peine",130601,0.632619,2,4,2
"11",3158,"Wolfenbüttel",120035,0.598346,1,2,1
"12",3241,"Region Hannover",1128037,0.527829,1,2,1
"13",3251,"Diepholz",211093,0.609582,2,3,2
"14",3252,"Hameln-Pyrmont",147813,0.706571,4,7,2
"15",3254,"Hildesheim",274554,0.642761,3,5,2
"16",3255,"Holzminden",71438,0.741494,4,8,2
"17",3256,"Nienburg (Weser)",119631,0.715129,4,7,2
"18",3257,"Schaumburg",155847,0.670063,3,5,2
"19",3351,"Celle",176157,0.723871,4,7,2
"20",3352,"Cuxhaven",196787,0.776181,5,9,3
"21",3353,"Harburg",245199,0.492041,1,1,1
"22",3354,"Lüchow-Dannenberg",48728,0.870606,5,10,3
"23",3355,"Lüneburg",178122,0.606057,2,3,2
"24",3356,"Osterholz",111484,0.610419,2,3,2
"25",3357,"Rotenburg (Wümme)",161842,0.69631,3,6,2
"26",3358,"Heidekreis",136200,0.725869,4,8,2
"27",3359,"Stade",197448,0.583593,1,2,1
"28",3360,"Uelzen",92533,0.806053,5,9,3
"29",3361,"Verden",133215,0.519945,1,1,1
"30",3401,"Delmenhorst, Stadt",74804,0.868702,5,10,3
"31",3402,"Emden, Stadt",50016,0.733694,4,8,2
"32",3403,"Oldenburg (Oldenburg), Stadt",160907,0.620502,2,4,2
"33",3404,"Osnabrück, Stadt",156897,0.550747,1,2,1
"34",3405,"Wilhelmshaven, Stadt",75534,0.868991,5,10,3
"35",3451,"Ammerland",119917,0.663668,3,5,2
"36",3452,"Aurich",187998,0.840124,5,10,3
"37",3453,"Cloppenburg",162350,0.779857,5,9,3
"38",3454,"Emsland",315757,0.680913,3,6,2
"39",3455,"Friesland",96937,0.758416,4,8,2
"40",3456,"Grafschaft Bentheim",134329,0.729591,4,8,2
"41",3457,"Leer",165809,0.827867,5,10,3
"42",3458,"Oldenburg",126798,0.640223,3,5,2
"43",3459,"Osnabrück",351316,0.602591,2,3,2
"44",3460,"Vechta",136184,0.616066,2,4,2
"45",3461,"Wesermarsch",88765,0.678694,3,6,2
"46",3462,"Wittmund",56539,0.801393,5,9,3
