"","Kreiskennziffer","Name des Kreises","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",3101,"Braunschweig, Stadt",248502,0.459551,1,1,1
"2",3102,"Salzgitter, Stadt",98966,0.715317,3,6,2
"3",3103,"Wolfsburg, Stadt",123027,0.305593,1,1,1
"4",3151,"Gifhorn",172541,0.592386,1,2,1
"5",3152,"Göttingen",250220,0.589487,1,2,1
"6",3153,"Goslar",137256,0.75203,4,8,2
"7",3154,"Helmstedt",90908,0.686019,3,5,2
"8",3155,"Northeim",133905,0.740654,4,7,2
"9",3156,"Osterode am Harz",73793,0.784856,5,9,3
"10",3157,"Peine",130601,0.641386,3,5,2
"11",3158,"Wolfenbüttel",120035,0.622824,2,3,2
"12",3241,"Region Hannover",1128037,0.571768,1,1,1
"13",3251,"Diepholz",211093,0.650012,3,5,2
"14",3252,"Hameln-Pyrmont",147813,0.731428,3,6,2
"15",3254,"Hildesheim",274554,0.640581,2,4,2
"16",3255,"Holzminden",71438,0.782368,4,8,2
"17",3256,"Nienburg (Weser)",119631,0.719056,3,6,2
"18",3257,"Schaumburg",155847,0.705389,3,6,2
"19",3351,"Celle",176157,0.750136,4,7,2
"20",3352,"Cuxhaven",196787,0.788845,5,9,3
"21",3353,"Harburg",245199,0.462241,1,1,1
"22",3354,"Lüchow-Dannenberg",48728,0.866595,5,10,3
"23",3355,"Lüneburg",178122,0.625156,2,3,2
"24",3356,"Osterholz",111484,0.610398,2,3,2
"25",3357,"Rotenburg (Wümme)",161842,0.700131,3,6,2
"26",3358,"Heidekreis",136200,0.743474,4,7,2
"27",3359,"Stade",197448,0.58831,1,2,1
"28",3360,"Uelzen",92533,0.756245,4,8,2
"29",3361,"Verden",133215,0.586691,1,2,1
"30",3401,"Delmenhorst, Stadt",74804,0.901062,5,10,3
"31",3402,"Emden, Stadt",50016,0.738351,4,7,2
"32",3403,"Oldenburg (Oldenburg), Stadt",160907,0.63326,2,4,2
"33",3404,"Osnabrück, Stadt",156897,0.585179,1,2,1
"34",3405,"Wilhelmshaven, Stadt",75534,0.942686,5,10,3
"35",3451,"Ammerland",119917,0.632013,2,4,2
"36",3452,"Aurich",187998,0.831198,5,10,3
"37",3453,"Cloppenburg",162350,0.773689,4,8,2
"38",3454,"Emsland",315757,0.681735,3,5,2
"39",3455,"Friesland",96937,0.809398,5,9,3
"40",3456,"Grafschaft Bentheim",134329,0.754,4,8,2
"41",3457,"Leer",165809,0.860641,5,10,3
"42",3458,"Oldenburg",126798,0.636676,2,4,2
"43",3459,"Osnabrück",351316,0.607507,2,3,2
"44",3460,"Vechta",136184,0.618337,2,3,2
"45",3461,"Wesermarsch",88765,0.689655,3,5,2
"46",3462,"Wittmund",56539,0.816228,5,9,3
