"","Kreiskennziffer","Name des Kreises","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",3101,"Braunschweig, Stadt",248502,0.394919,1,1,1
"2",3102,"Salzgitter, Stadt",98966,0.574892,2,4,2
"3",3103,"Wolfsburg, Stadt",123027,0.267925,1,1,1
"4",3151,"Gifhorn",172541,0.538558,1,2,1
"5",3152,"Göttingen",250220,0.545025,2,3,2
"6",3153,"Goslar",137256,0.665366,4,7,2
"7",3154,"Helmstedt",90908,0.585697,2,4,2
"8",3155,"Northeim",133905,0.655792,4,7,2
"9",3156,"Osterode am Harz",73793,0.676859,4,7,2
"10",3157,"Peine",130601,0.579341,2,4,2
"11",3158,"Wolfenbüttel",120035,0.541913,1,2,1
"12",3241,"Region Hannover",1128037,0.494883,1,2,1
"13",3251,"Diepholz",211093,0.571438,2,3,2
"14",3252,"Hameln-Pyrmont",147813,0.648903,3,6,2
"15",3254,"Hildesheim",274554,0.572931,2,4,2
"16",3255,"Holzminden",71438,0.709003,5,9,3
"17",3256,"Nienburg (Weser)",119631,0.681666,4,8,2
"18",3257,"Schaumburg",155847,0.645353,3,6,2
"19",3351,"Celle",176157,0.678163,4,8,2
"20",3352,"Cuxhaven",196787,0.696207,4,8,2
"21",3353,"Harburg",245199,0.427566,1,1,1
"22",3354,"Lüchow-Dannenberg",48728,0.794771,5,10,3
"23",3355,"Lüneburg",178122,0.597973,3,5,2
"24",3356,"Osterholz",111484,0.561638,2,3,2
"25",3357,"Rotenburg (Wümme)",161842,0.637447,3,6,2
"26",3358,"Heidekreis",136200,0.671461,4,7,2
"27",3359,"Stade",197448,0.513652,1,2,1
"28",3360,"Uelzen",92533,0.685339,4,8,2
"29",3361,"Verden",133215,0.466473,1,1,1
"30",3401,"Delmenhorst, Stadt",74804,0.786073,5,10,3
"31",3402,"Emden, Stadt",50016,0.635904,3,6,2
"32",3403,"Oldenburg (Oldenburg), Stadt",160907,0.552821,2,3,2
"33",3404,"Osnabrück, Stadt",156897,0.494684,1,2,1
"34",3405,"Wilhelmshaven, Stadt",75534,0.797656,5,10,3
"35",3451,"Ammerland",119917,0.622607,3,5,2
"36",3452,"Aurich",187998,0.77413,5,9,3
"37",3453,"Cloppenburg",162350,0.708217,5,9,3
"38",3454,"Emsland",315757,0.628921,3,6,2
"39",3455,"Friesland",96937,0.714325,5,9,3
"40",3456,"Grafschaft Bentheim",134329,0.702245,4,8,2
"41",3457,"Leer",165809,0.786605,5,10,3
"42",3458,"Oldenburg",126798,0.606581,3,5,2
"43",3459,"Osnabrück",351316,0.554281,2,3,2
"44",3460,"Vechta",136184,0.586266,3,5,2
"45",3461,"Wesermarsch",88765,0.601711,3,5,2
"46",3462,"Wittmund",56539,0.776417,5,10,3
