"","Kreiskennziffer","Name des Kreises","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",3101,"Braunschweig, Stadt",248502,0.489338,1,1,1
"2",3102,"Salzgitter, Stadt",98966,0.722383,3,6,2
"3",3103,"Wolfsburg, Stadt",123027,0.328504,1,1,1
"4",3151,"Gifhorn",172541,0.602828,1,2,1
"5",3152,"Göttingen",250220,0.571702,1,2,1
"6",3153,"Goslar",137256,0.741928,4,8,2
"7",3154,"Helmstedt",90908,0.676162,3,5,2
"8",3155,"Northeim",133905,0.735306,4,7,2
"9",3156,"Osterode am Harz",73793,0.730968,4,7,2
"10",3157,"Peine",130601,0.645002,2,4,2
"11",3158,"Wolfenbüttel",120035,0.705436,3,5,2
"12",3241,"Region Hannover",1128037,0.566942,1,1,1
"13",3251,"Diepholz",211093,0.615397,2,3,2
"14",3252,"Hameln-Pyrmont",147813,0.738527,4,7,2
"15",3254,"Hildesheim",274554,0.648363,3,5,2
"16",3255,"Holzminden",71438,0.768078,4,8,2
"17",3256,"Nienburg (Weser)",119631,0.752779,4,8,2
"18",3257,"Schaumburg",155847,0.72172,3,6,2
"19",3351,"Celle",176157,0.757146,4,8,2
"20",3352,"Cuxhaven",196787,0.781381,5,9,3
"21",3353,"Harburg",245199,0.450063,1,1,1
"22",3354,"Lüchow-Dannenberg",48728,0.909971,5,10,3
"23",3355,"Lüneburg",178122,0.635775,2,4,2
"24",3356,"Osterholz",111484,0.628412,2,3,2
"25",3357,"Rotenburg (Wümme)",161842,0.687428,3,5,2
"26",3358,"Heidekreis",136200,0.72038,3,6,2
"27",3359,"Stade",197448,0.567824,1,2,1
"28",3360,"Uelzen",92533,0.764647,4,8,2
"29",3361,"Verden",133215,0.590215,1,2,1
"30",3401,"Delmenhorst, Stadt",74804,0.914793,5,10,3
"31",3402,"Emden, Stadt",50016,0.738051,4,7,2
"32",3403,"Oldenburg (Oldenburg), Stadt",160907,0.634028,2,3,2
"33",3404,"Osnabrück, Stadt",156897,0.590101,1,2,1
"34",3405,"Wilhelmshaven, Stadt",75534,0.917891,5,10,3
"35",3451,"Ammerland",119917,0.646919,2,4,2
"36",3452,"Aurich",187998,0.83681,5,10,3
"37",3453,"Cloppenburg",162350,0.801887,5,9,3
"38",3454,"Emsland",315757,0.687663,3,5,2
"39",3455,"Friesland",96937,0.769802,5,9,3
"40",3456,"Grafschaft Bentheim",134329,0.712511,3,6,2
"41",3457,"Leer",165809,0.831108,5,10,3
"42",3458,"Oldenburg",126798,0.637013,2,4,2
"43",3459,"Osnabrück",351316,0.623323,2,3,2
"44",3460,"Vechta",136184,0.621927,2,3,2
"45",3461,"Wesermarsch",88765,0.710631,3,6,2
"46",3462,"Wittmund",56539,0.811807,5,9,3
