"";"PLZ2";"GISD_Score";"Bevölkerung";"GISD_5";"GISD_10";"GISD_k"
"1";1;0,65305;1239191;4;7;2
"2";2;0,85381;427838;5;10;3
"3";3;0,857622;295564;5;10;3
"4";4;0,824628;1221559;5;9;3
"5";6;0,970328;1298339;5;10;3
"6";7;0,714837;575515;4;8;2
"7";8;0,788344;603527;5;9;3
"8";9;0,769264;786494;5;9;3
"9";10;0,699697;408547;4;8;2
"10";12;0,699459;1358152;4;8;2
"11";13;0,699705;1156630;4;8;2
"12";14;0,718646;1244929;4;8;2
"13";15;0,830428;617550;5;9;3
"14";16;0,87543;592979;5;10;3
"15";17;1;586292;5;10;3
"16";18;0,921383;602638;5;10;3
"17";19;0,914014;398894;5;10;3
"18";20;0,379928;122167;1;2;1
"19";21;0,480177;1581273;3;5;2
"20";22;0,388005;1088750;2;3;2
"21";23;0,784022;729034;5;9;3
"22";24;0,738228;1084996;5;9;3
"23";25;0,689009;690488;4;8;2
"24";26;0,825761;1162010;5;9;3
"25";27;0,773585;857755;5;9;3
"26";28;0,589542;730105;3;6;2
"27";29;0,835624;513833;5;10;3
"28";30;0,567049;898619;3;6;2
"29";31;0,682886;1011232;4;8;2
"30";32;0,573675;874570;3;6;2
"31";33;0,514127;1066042;3;5;2
"32";34;0,608633;795391;4;7;2
"33";35;0,501435;902128;3;5;2
"34";36;0,550272;528999;3;5;2
"35";37;0,686568;734744;4;8;2
"36";38;0,5979;1159086;3;6;2
"37";39;0,952311;778683;5;10;3
"38";40;0,293344;980168;1;2;1
"39";41;0,5519;938198;3;5;2
"40";42;0,573926;869535;3;6;2
"41";44;0,67085;1255921;4;7;2
"42";45;0,647631;1540838;4;7;2
"43";46;0,670536;886193;4;7;2
"44";47;0,710311;1297150;4;8;2
"45";48;0,498661;1170596;3;5;2
"46";49;0,658843;1206560;4;7;2
"47";50;0,444822;1069065;2;4;2
"48";51;0,426781;1066245;2;3;2
"49";52;0,602494;929599;3;6;2
"50";53;0,428848;1245805;2;3;2
"51";54;0,658348;505845;4;7;2
"52";55;0,431538;796458;2;3;2
"53";56;0,645388;843335;4;7;2
"54";57;0,561492;590649;3;6;2
"55";58;0,579655;922121;3;6;2
"56";59;0,64053;1129497;4;7;2
"57";60;0,253247;606395;1;1;1
"58";61;0,153508;446049;1;1;1
"59";63;0,45985;1252115;2;4;2
"60";64;0,343927;789690;1;2;1
"61";65;0,315519;1068844;1;2;1
"62";66;0,675284;1241353;4;7;2
"63";67;0,557742;1025389;3;5;2
"64";68;0,408154;591626;2;3;2
"65";69;0,240779;502347;1;1;1
"66";70;0,091094;807610;1;1;1
"67";71;0,165553;984370;1;1;1
"68";72;0,35128;1040150;1;2;1
"69";73;0,292198;993278;1;2;1
"70";74;0,395138;1042919;2;3;2
"71";75;0,410174;476412;2;3;2
"72";76;0,335037;1123023;1;2;1
"73";77;0,44079;473777;2;4;2
"74";78;0,465351;730211;2;4;2
"75";79;0,477152;1023546;2;4;2
"76";80;8e-05;617257;1;1;1
"77";81;0;803226;1;1;1
"78";82;0,117327;724394;1;1;1
"79";83;0,404477;751251;2;3;2
"80";84;0,459896;674737;2;4;2
"81";85;0,158526;1095575;1;1;1
"82";86;0,439602;1148457;2;4;2
"83";87;0,478733;515997;2;4;2
"84";88;0,370842;834675;1;2;1
"85";89;0,368606;753047;1;2;1
"86";90;0,457909;879487;2;4;2
"87";91;0,360794;988633;1;2;1
"88";92;0,546404;513234;3;5;2
"89";93;0,410034;582733;2;3;2
"90";94;0,581314;699723;3;6;2
"91";95;0,586861;497382;3;6;2
"92";96;0,535681;559044;3;5;2
"93";97;0,462627;1054618;2;4;2
"94";98;0,777673;304500;5;9;3
"95";99;0,828826;936234;5;9;3
