"";"PLZ2";"GISD_Score";"Bevölkerung";"GISD_5";"GISD_10";"GISD_k"
"1";1;0,662058;1239191;4;7;2
"2";2;0,874597;427838;5;10;3
"3";3;0,877268;295564;5;10;3
"4";4;0,843403;1221559;5;10;3
"5";6;0,93027;1298339;5;10;3
"6";7;0,704816;575515;4;8;2
"7";8;0,80459;603527;5;9;3
"8";9;0,768524;786494;5;9;3
"9";10;0,740495;408547;4;8;2
"10";12;0,740204;1358152;4;8;2
"11";13;0,740476;1156630;4;8;2
"12";14;0,74555;1244929;4;8;2
"13";15;0,843169;617550;5;9;3
"14";16;0,905852;592979;5;10;3
"15";17;1;586292;5;10;3
"16";18;0,91481;602638;5;10;3
"17";19;0,952076;398894;5;10;3
"18";20;0,396576;122167;2;3;2
"19";21;0,495136;1581273;2;4;2
"20";22;0,403848;1088750;2;3;2
"21";23;0,788059;729034;5;9;3
"22";24;0,756872;1084996;4;8;2
"23";25;0,694023;690488;4;7;2
"24";26;0,821313;1162010;5;9;3
"25";27;0,782106;857755;5;9;3
"26";28;0,597291;730105;3;6;2
"27";29;0,820847;513833;5;9;3
"28";30;0,576098;898619;3;5;2
"29";31;0,690344;1011232;4;7;2
"30";32;0,606474;874570;3;6;2
"31";33;0,54127;1066042;3;5;2
"32";34;0,636467;795391;3;6;2
"33";35;0,538025;902128;3;5;2
"34";36;0,580948;528999;3;6;2
"35";37;0,696566;734744;4;7;2
"36";38;0,590452;1159086;3;6;2
"37";39;0,89867;778683;5;10;3
"38";40;0,343485;980168;1;2;1
"39";41;0,608936;938198;3;6;2
"40";42;0,643882;869535;4;7;2
"41";44;0,723134;1255921;4;8;2
"42";45;0,699436;1540838;4;7;2
"43";46;0,713364;886193;4;8;2
"44";47;0,759974;1297150;5;9;3
"45";48;0,530037;1170596;3;5;2
"46";49;0,687369;1206560;4;7;2
"47";50;0,505293;1069065;3;5;2
"48";51;0,471308;1066245;2;4;2
"49";52;0,639432;929599;3;6;2
"50";53;0,476955;1245805;2;4;2
"51";54;0,695805;505845;4;7;2
"52";55;0,47039;796458;2;4;2
"53";56;0,667731;843335;4;7;2
"54";57;0,569012;590649;3;5;2
"55";58;0,614364;922121;3;6;2
"56";59;0,665261;1129497;4;7;2
"57";60;0,299173;606395;1;1;1
"58";61;0,137006;446049;1;1;1
"59";63;0,480225;1252115;2;4;2
"60";64;0,356468;789690;1;2;1
"61";65;0,336711;1068844;1;2;1
"62";66;0,715421;1241353;4;8;2
"63";67;0,605985;1025389;3;6;2
"64";68;0,426279;591626;2;3;2
"65";69;0,241609;502347;1;1;1
"66";70;0,086082;807610;1;1;1
"67";71;0,185477;984370;1;1;1
"68";72;0,359659;1040150;1;2;1
"69";73;0,300559;993278;1;2;1
"70";74;0,390876;1042919;2;3;2
"71";75;0,412968;476412;2;3;2
"72";76;0,354126;1123023;1;2;1
"73";77;0,460727;473777;2;4;2
"74";78;0,47944;730211;2;4;2
"75";79;0,50453;1023546;2;4;2
"76";80;5,8e-05;617257;1;1;1
"77";81;0;803226;1;1;1
"78";82;0,131309;724394;1;1;1
"79";83;0,387102;751251;1;2;1
"80";84;0,450305;674737;2;3;2
"81";85;0,166194;1095575;1;1;1
"82";86;0,440041;1148457;2;3;2
"83";87;0,462272;515997;2;4;2
"84";88;0,386279;834675;1;2;1
"85";89;0,365148;753047;1;2;1
"86";90;0,457378;879487;2;3;2
"87";91;0,359595;988633;1;2;1
"88";92;0,536855;513234;3;5;2
"89";93;0,407889;582733;2;3;2
"90";94;0,574489;699723;3;5;2
"91";95;0,594212;497382;3;6;2
"92";96;0,528812;559044;3;5;2
"93";97;0,473252;1054618;2;4;2
"94";98;0,77322;304500;5;9;3
"95";99;0,829687;936234;5;9;3
