"","Kreiskennziffer","Name des Kreises","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",9161,"Ingolstadt",131002,0.290381,1,1,1
"2",9162,"München, Landeshauptstadt",1429584,0.13441,1,1,1
"3",9163,"Rosenheim",60889,0.487821,3,5,2
"4",9171,"Altötting",107465,0.429381,2,3,2
"5",9172,"Berchtesgadener Land",102976,0.599483,5,9,3
"6",9173,"Bad Tölz-Wolfratshausen",123340,0.361891,1,2,1
"7",9174,"Dachau",146279,0.337771,1,2,1
"8",9175,"Ebersberg",134873,0.192373,1,1,1
"9",9176,"Eichstätt",127189,0.362892,1,2,1
"10",9177,"Erding",131839,0.415368,2,3,2
"11",9178,"Freising",170357,0.341941,1,2,1
"12",9179,"Fürstenfeldbruck",210278,0.278435,1,1,1
"13",9180,"Garmisch-Partenkirchen",85931,0.524256,3,6,2
"14",9181,"Landsberg am Lech",116118,0.422254,2,3,2
"15",9182,"Miesbach",96773,0.338937,1,2,1
"16",9183,"Mühldorf a.Inn",110296,0.583219,4,8,2
"17",9184,"München",332800,0,1,1,1
"18",9185,"Neuburg-Schrobenhausen",93505,0.463473,2,4,2
"19",9186,"Pfaffenhofen a.d.Ilm",121594,0.427348,2,3,2
"20",9187,"Rosenheim",251850,0.394459,1,2,1
"21",9188,"Starnberg",131873,0.024126,1,1,1
"22",9189,"Traunstein",171978,0.477769,3,5,2
"23",9190,"Weilheim-Schongau",131190,0.435344,2,3,2
"24",9261,"Landshut",67509,0.421712,2,3,2
"25",9262,"Passau",49952,0.54049,3,6,2
"26",9263,"Straubing",46027,0.595831,5,9,3
"27",9271,"Deggendorf",115699,0.564618,4,8,2
"28",9272,"Freyung-Grafenau",77927,0.653927,5,10,3
"29",9273,"Kelheim",116495,0.537197,3,6,2
"30",9274,"Landshut",151819,0.458841,2,4,2
"31",9275,"Passau",186284,0.629706,5,10,3
"32",9276,"Regen",76265,0.631857,5,10,3
"33",9277,"Rottal-Inn",118164,0.630356,5,10,3
"34",9278,"Straubing-Bogen",97967,0.57104,4,8,2
"35",9279,"Dingolfing-Landau",93450,0.417164,2,3,2
"36",9361,"Amberg",41535,0.55455,4,7,2
"37",9362,"Regensburg",142292,0.299124,1,1,1
"38",9363,"Weiden i.d.OPf.",41817,0.663204,5,10,3
"39",9371,"Amberg-Sulzbach",103045,0.51636,3,6,2
"40",9372,"Cham",125844,0.618548,5,9,3
"41",9373,"Neumarkt i.d.OPf.",128975,0.512427,3,5,2
"42",9374,"Neustadt a.d.Waldnaab",95184,0.615513,5,9,3
"43",9375,"Regensburg",187205,0.42038,2,3,2
"44",9376,"Schwandorf",143614,0.580582,4,8,2
"45",9377,"Tirschenreuth",73250,0.615427,5,9,3
"46",9461,"Bamberg",71952,0.461406,2,4,2
