"","Kreiskennziffer","Name des Kreises","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",9161,"Ingolstadt",131002,0.264266,1,1,1
"2",9162,"München, Landeshauptstadt",1429584,0.150837,1,1,1
"3",9163,"Rosenheim",60889,0.493699,3,5,2
"4",9171,"Altötting",107465,0.45174,2,3,2
"5",9172,"Berchtesgadener Land",102976,0.636826,5,9,3
"6",9173,"Bad Tölz-Wolfratshausen",123340,0.395849,1,2,1
"7",9174,"Dachau",146279,0.37885,1,2,1
"8",9175,"Ebersberg",134873,0.255437,1,1,1
"9",9176,"Eichstätt",127189,0.382629,1,2,1
"10",9177,"Erding",131839,0.438562,2,3,2
"11",9178,"Freising",170357,0.29957,1,1,1
"12",9179,"Fürstenfeldbruck",210278,0.29024,1,1,1
"13",9180,"Garmisch-Partenkirchen",85931,0.522362,3,6,2
"14",9181,"Landsberg am Lech",116118,0.413905,1,2,1
"15",9182,"Miesbach",96773,0.40277,1,2,1
"16",9183,"Mühldorf a.Inn",110296,0.581355,4,7,2
"17",9184,"München",332800,0.009522,1,1,1
"18",9185,"Neuburg-Schrobenhausen",93505,0.510008,3,5,2
"19",9186,"Pfaffenhofen a.d.Ilm",121594,0.403516,1,2,1
"20",9187,"Rosenheim",251850,0.463047,2,3,2
"21",9188,"Starnberg",131873,0.073574,1,1,1
"22",9189,"Traunstein",171978,0.511683,3,5,2
"23",9190,"Weilheim-Schongau",131190,0.449028,2,3,2
"24",9261,"Landshut",67509,0.450617,2,3,2
"25",9262,"Passau",49952,0.569474,4,7,2
"26",9263,"Straubing",46027,0.62579,5,9,3
"27",9271,"Deggendorf",115699,0.586652,4,8,2
"28",9272,"Freyung-Grafenau",77927,0.7157,5,10,3
"29",9273,"Kelheim",116495,0.543312,3,6,2
"30",9274,"Landshut",151819,0.495956,3,5,2
"31",9275,"Passau",186284,0.66574,5,10,3
"32",9276,"Regen",76265,0.666726,5,10,3
"33",9277,"Rottal-Inn",118164,0.640753,5,9,3
"34",9278,"Straubing-Bogen",97967,0.592425,4,8,2
"35",9279,"Dingolfing-Landau",93450,0.465643,2,4,2
"36",9361,"Amberg",41535,0.585968,4,7,2
"37",9362,"Regensburg",142292,0.334493,1,2,1
"38",9363,"Weiden i.d.OPf.",41817,0.68993,5,10,3
"39",9371,"Amberg-Sulzbach",103045,0.586834,4,8,2
"40",9372,"Cham",125844,0.637254,5,9,3
"41",9373,"Neumarkt i.d.OPf.",128975,0.522954,3,6,2
"42",9374,"Neustadt a.d.Waldnaab",95184,0.665465,5,10,3
"43",9375,"Regensburg",187205,0.452721,2,3,2
"44",9376,"Schwandorf",143614,0.615377,5,9,3
"45",9377,"Tirschenreuth",73250,0.662643,5,10,3
"46",9461,"Bamberg",71952,0.471962,2,4,2
"47",9462,"Bayreuth",71601,0.528917,3,6,2
"48",9463,"Coburg",41062,0.450658,2,3,2
"49",9464,"Hof",44325,0.701755,5,10,3
"50",9471,"Bamberg",144695,0.578372,4,7,2
"51",9472,"Bayreuth",104615,0.559248,4,7,2
"52",9473,"Coburg",86715,0.585976,4,8,2
