"","Kreiskennziffer","Name des Kreises","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",9161,"Ingolstadt",131002,0.26496,1,1,1
"2",9162,"München, Landeshauptstadt",1429584,0.061395,1,1,1
"3",9163,"Rosenheim",60889,0.453959,3,5,2
"4",9171,"Altötting",107465,0.471914,3,5,2
"5",9172,"Berchtesgadener Land",102976,0.535455,4,8,2
"6",9173,"Bad Tölz-Wolfratshausen",123340,0.315472,1,2,1
"7",9174,"Dachau",146279,0.274746,1,1,1
"8",9175,"Ebersberg",134873,0.1865,1,1,1
"9",9176,"Eichstätt",127189,0.344333,1,2,1
"10",9177,"Erding",131839,0.358748,1,2,1
"11",9178,"Freising",170357,0.290229,1,2,1
"12",9179,"Fürstenfeldbruck",210278,0.206415,1,1,1
"13",9180,"Garmisch-Partenkirchen",85931,0.429536,2,4,2
"14",9181,"Landsberg am Lech",116118,0.366106,2,3,2
"15",9182,"Miesbach",96773,0.298925,1,2,1
"16",9183,"Mühldorf a.Inn",110296,0.670965,5,10,3
"17",9184,"München",332800,0,1,1,1
"18",9185,"Neuburg-Schrobenhausen",93505,0.416767,2,3,2
"19",9186,"Pfaffenhofen a.d.Ilm",121594,0.407166,2,3,2
"20",9187,"Rosenheim",251850,0.423956,2,4,2
"21",9188,"Starnberg",131873,0.030604,1,1,1
"22",9189,"Traunstein",171978,0.464301,3,5,2
"23",9190,"Weilheim-Schongau",131190,0.435515,2,4,2
"24",9261,"Landshut",67509,0.395579,2,3,2
"25",9262,"Passau",49952,0.472244,3,6,2
"26",9263,"Straubing",46027,0.579171,5,9,3
"27",9271,"Deggendorf",115699,0.584262,5,9,3
"28",9272,"Freyung-Grafenau",77927,0.618457,5,10,3
"29",9273,"Kelheim",116495,0.512816,4,7,2
"30",9274,"Landshut",151819,0.424851,2,4,2
"31",9275,"Passau",186284,0.651032,5,10,3
"32",9276,"Regen",76265,0.617219,5,10,3
"33",9277,"Rottal-Inn",118164,0.57698,5,9,3
"34",9278,"Straubing-Bogen",97967,0.544288,4,8,2
"35",9279,"Dingolfing-Landau",93450,0.426579,2,4,2
"36",9361,"Amberg",41535,0.615377,5,10,3
"37",9362,"Regensburg",142292,0.312557,1,2,1
"38",9363,"Weiden i.d.OPf.",41817,0.568297,5,9,3
"39",9371,"Amberg-Sulzbach",103045,0.517486,4,7,2
"40",9372,"Cham",125844,0.599715,5,10,3
"41",9373,"Neumarkt i.d.OPf.",128975,0.477922,3,6,2
"42",9374,"Neustadt a.d.Waldnaab",95184,0.591168,5,9,3
"43",9375,"Regensburg",187205,0.419232,2,3,2
"44",9376,"Schwandorf",143614,0.554148,4,8,2
"45",9377,"Tirschenreuth",73250,0.55454,4,8,2
"46",9461,"Bamberg",71952,0.443112,3,5,2
"47",9462,"Bayreuth",71601,0.520473,4,7,2
"48",9463,"Coburg",41062,0.495796,3,6,2
"49",9464,"Hof",44325,0.713471,5,10,3
"50",9471,"Bamberg",144695,0.527222,4,8,2
"51",9472,"Bayreuth",104615,0.525736,4,7,2
"52",9473,"Coburg",86715,0.514555,4,7,2
"53",9474,"Forchheim",113900,0.365944,1,2,1
"54",9475,"Hof",96608,0.564112,5,9,3
"55",9476,"Kronach",67998,0.557362,4,8,2
"56",9477,"Kulmbach",72541,0.594265,5,9,3
"57",9478,"Lichtenfels",66540,0.554058,4,8,2
"58",9479,"Wunsiedel i.Fichtelgebirge",73403,0.6091,5,10,3
"59",9561,"Ansbach",40010,0.495551,3,6,2
"60",9562,"Erlangen",106423,0.010682,1,1,1
"61",9563,"Fürth",121519,0.46146,3,5,2
"62",9564,"Nürnberg",501072,0.507654,3,6,2
"63",9565,"Schwabach",39941,0.378735,2,3,2
"64",9571,"Ansbach",179419,0.575582,5,9,3
"65",9572,"Erlangen-Höchstadt",132830,0.20776,1,1,1
"66",9573,"Fürth",113847,0.353988,1,2,1
"67",9574,"Nürnberger Land",165918,0.358887,1,2,1
"68",9575,"Neustadt a.d.Aisch-Bad Windsheim",97808,0.512656,3,6,2
"69",9576,"Roth",123890,0.412843,2,3,2
"70",9577,"Weißenburg-Gunzenhausen",92518,0.521386,4,7,2
"71",9661,"Aschaffenburg",68167,0.454736,3,5,2
"72",9662,"Schweinfurt",51610,0.524298,4,7,2
"73",9663,"Würzburg",124219,0.366004,1,2,1
"74",9671,"Aschaffenburg",172776,0.422868,2,4,2
"75",9672,"Bad Kissingen",102901,0.511236,3,6,2
"76",9673,"Rhön-Grabfeld",79676,0.512172,3,6,2
"77",9674,"Haßberge",84152,0.59486,5,10,3
"78",9675,"Kitzingen",88492,0.481432,3,6,2
"79",9676,"Miltenberg",127941,0.552484,4,8,2
"80",9677,"Main-Spessart",125915,0.426191,2,4,2
"81",9678,"Schweinfurt",113747,0.573146,5,9,3
"82",9679,"Würzburg",159253,0.403228,2,3,2
"83",9761,"Augsburg",281111,0.490629,3,6,2
"84",9762,"Kaufbeuren",42014,0.605112,5,10,3
"85",9763,"Kempten (Allgäu)",65624,0.522468,4,7,2
"86",9764,"Memmingen",42201,0.55002,4,8,2
"87",9771,"Aichach-Friedberg",129294,0.427227,2,4,2
"88",9772,"Augsburg",242697,0.430105,2,4,2
"89",9773,"Dillingen a.d.Donau",93478,0.526977,4,8,2
"90",9774,"Günzburg",121828,0.518882,4,7,2
"91",9775,"Neu-Ulm",167847,0.416819,2,3,2
"92",9776,"Lindau (Bodensee)",79387,0.415465,2,3,2
"93",9777,"Ostallgäu",135894,0.460525,3,5,2
"94",9778,"Unterallgäu",138712,0.464356,3,5,2
"95",9779,"Donau-Ries",130203,0.446132,3,5,2
"96",9780,"Oberallgäu",150981,0.440662,3,5,2
