"","Kennziffer Gemeindeverband","Name Gemeindeverband","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",6411000,"Darmstadt, Wissenschaftsstadt",151879,0.22122,1,1,1
"2",6412000,"Frankfurt am Main, Stadt",717624,0.299408,1,1,1
"3",6413000,"Offenbach am Main, Stadt",120988,0.679502,5,10,3
"4",6414000,"Wiesbaden, Landeshauptstadt",275116,0.415477,2,3,2
"5",6431001,"Abtsteinach",2370,0.32441,1,1,1
"6",6431002,"Bensheim, Stadt",39551,0.37582,1,2,1
"7",6431003,"Biblis",8850,0.3526,1,2,1
"8",6431004,"Birkenau",9946,0.349592,1,1,1
"9",6431005,"Bürstadt, Stadt",15802,0.358126,1,2,1
"10",6431006,"Einhausen",6232,0.34613,1,1,1
"11",6431007,"Fürth",10401,0.383175,1,2,1
"12",6431008,"Gorxheimertal",4049,0.341828,1,1,1
"13",6431009,"Grasellenbach",3932,0.389911,2,3,2
"14",6431010,"Groß-Rohrheim",3773,0.360702,1,2,1
"15",6431011,"Heppenheim (Bergstraße), Kreisstadt",25001,0.357994,1,2,1
"16",6431012,"Hirschhorn (Neckar), Stadt",3452,0.367616,1,2,1
"17",6431013,"Lampertheim, Stadt",31851,0.359881,1,2,1
"18",6431014,"Lautertal (Odenwald)",7193,0.354468,1,2,1
"19",6431015,"Lindenfels, Stadt",5050,0.387676,1,2,1
"20",6431016,"Lorsch, Karolingerstadt",13413,0.367717,1,2,1
"21",6431017,"Mörlenbach",9885,0.366089,1,2,1
"22",6431018,"Neckarsteinach, Stadt",3870,0.351556,1,2,1
"23",6431019,"Rimbach",8478,0.375811,1,2,1
"24",6431020,"Viernheim, Stadt",33276,0.373325,1,2,1
"25",6431021,"Wald-Michelbach",10569,0.391916,2,3,2
"26",6431022,"Zwingenberg, Stadt",6878,0.357774,1,2,1
"27",6432001,"Alsbach-Hähnlein",9203,0.397379,2,3,2
"28",6432002,"Babenhausen, Stadt",15716,0.415561,2,3,2
"29",6432003,"Bickenbach",5650,0.397031,2,3,2
"30",6432004,"Dieburg, Stadt",15192,0.423475,2,4,2
"31",6432005,"Eppertshausen",6137,0.406087,2,3,2
"32",6432006,"Erzhausen",7735,0.369934,1,2,1
"33",6432007,"Fischbachtal",2590,0.422867,2,4,2
"34",6432008,"Griesheim, Stadt",26483,0.389831,2,3,2
"35",6432009,"Groß-Bieberau, Stadt",4665,0.396037,2,3,2
"36",6432010,"Groß-Umstadt, Stadt",20613,0.417319,2,3,2
"37",6432011,"Groß-Zimmern",13892,0.436708,2,4,2
"38",6432012,"Messel",3843,0.386387,1,2,1
"39",6432013,"Modautal",5034,0.425307,2,4,2
"40",6432014,"Mühltal",13433,0.399267,2,3,2
"41",6432015,"Münster",14069,0.412498,2,3,2
"42",6432016,"Ober-Ramstadt, Stadt",14848,0.408106,2,3,2
"43",6432017,"Otzberg",6342,0.403039,2,3,2
"44",6432018,"Pfungstadt, Stadt",24281,0.395103,2,3,2
"45",6432019,"Reinheim, Stadt",16246,0.402546,2,3,2
"46",6432020,"Roßdorf",12152,0.395346,2,3,2
"47",6432021,"Schaafheim",9119,0.421598,2,3,2
"48",6432022,"Seeheim-Jugenheim",15961,0.395133,2,3,2
"49",6432023,"Weiterstadt, Stadt",24762,0.375244,1,2,1
"50",6433001,"Biebesheim am Rhein",6339,0.394057,2,3,2
"51",6433002,"Bischofsheim",12883,0.357341,1,2,1
"52",6433003,"Büttelborn",14199,0.343495,1,1,1
"53",6433004,"Gernsheim, Schöfferstadt",9923,0.39364,2,3,2
"54",6433005,"Ginsheim-Gustavsburg, Stadt",16026,0.390728,2,3,2
"55",6433006,"Groß-Gerau, Stadt",24311,0.37505,1,2,1
"56",6433007,"Kelsterbach, Stadt",14981,0.366965,1,2,1
"57",6433008,"Mörfelden-Walldorf, Stadt",33159,0.37379,1,2,1
"58",6433009,"Nauheim",10282,0.342052,1,1,1
"59",6433010,"Raunheim, Stadt",15270,0.397538,2,3,2
"60",6433011,"Riedstadt, Stadt",22530,0.383384,1,2,1
"61",6433012,"Rüsselsheim, Stadt",61967,0.384326,1,2,1
"62",6433013,"Stockstadt am Rhein",5853,0.393076,2,3,2
"63",6433014,"Trebur",13070,0.354483,1,2,1
"64",6434001,"Bad Homburg v. d. Höhe, Stadt",52752,0.09421,1,1,1
"65",6434002,"Friedrichsdorf, Stadt",24808,0.093614,1,1,1
"66",6434003,"Glashütten",5380,0.10008,1,1,1
"67",6434004,"Grävenwiesbach",5228,0.14291,1,1,1
"68",6434005,"Königstein im Taunus, Stadt",16115,0.08139,1,1,1
"69",6434006,"Kronberg im Taunus, Stadt",18170,0.05887,1,1,1
"70",6434007,"Neu-Anspach, Stadt",14505,0.116903,1,1,1
"71",6434008,"Oberursel (Taunus), Stadt",45248,0.087486,1,1,1
"72",6434009,"Schmitten",8924,0.120895,1,1,1
"73",6434010,"Steinbach (Taunus), Stadt",10357,0.087215,1,1,1
"74",6434011,"Usingen, Stadt",13817,0.129002,1,1,1
"75",6434012,"Wehrheim",9256,0.107612,1,1,1
"76",6434013,"Weilrod",6238,0.142344,1,1,1
"77",6435001,"Bad Orb, Stadt",9531,0.537263,4,8,2
"78",6435002,"Bad Soden-Salmünster, Stadt",13407,0.521558,4,7,2
"79",6435003,"Biebergemünd",8283,0.475284,3,6,2
"80",6435004,"Birstein",6242,0.485039,3,6,2
"81",6435005,"Brachttal",5101,0.485221,3,6,2
"82",6435006,"Bruchköbel, Stadt",20231,0.432072,2,4,2
"83",6435007,"Erlensee, Stadt",13749,0.469979,3,5,2
"84",6435008,"Flörsbachtal",2360,0.508119,4,7,2
"85",6435009,"Freigericht",14219,0.452353,2,4,2
"86",6435010,"Gelnhausen, Barbarossast., Krst.",22265,0.462868,3,5,2
"87",6435011,"Großkrotzenburg",7505,0.446018,2,4,2
"88",6435012,"Gründau",14470,0.478396,3,6,2
"89",6435013,"Hammersbach",4745,0.434864,2,4,2
"90",6435014,"Hanau, Brüder-Grimm-Stadt",90934,0.499063,4,7,2
"91",6435015,"Hasselroth",7241,0.44574,2,4,2
"92",6435016,"Jossgrund",3486,0.512457,4,7,2
"93",6435017,"Langenselbold, Stadt",13643,0.439714,2,4,2
"94",6435018,"Linsengericht",9914,0.459158,3,5,2
"95",6435019,"Maintal, Stadt",37680,0.442048,2,4,2
"96",6435020,"Neuberg",5227,0.433143,2,4,2
