"","Kennziffer Gemeindeverband","Name Gemeindeverband","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",6411000,"Darmstadt, Wissenschaftsstadt",151879,0.234218,1,1,1
"2",6412000,"Frankfurt am Main, Stadt",717624,0.299075,1,1,1
"3",6413000,"Offenbach am Main, Stadt",120988,0.70278,5,10,3
"4",6414000,"Wiesbaden, Landeshauptstadt",275116,0.407955,2,3,2
"5",6431001,"Abtsteinach",2370,0.333846,1,1,1
"6",6431002,"Bensheim, Stadt",39551,0.390419,2,3,2
"7",6431003,"Biblis",8850,0.359298,1,2,1
"8",6431004,"Birkenau",9946,0.364833,1,2,1
"9",6431005,"Bürstadt, Stadt",15802,0.365033,1,2,1
"10",6431006,"Einhausen",6232,0.356316,1,2,1
"11",6431007,"Fürth",10401,0.403893,2,3,2
"12",6431008,"Gorxheimertal",4049,0.352229,1,2,1
"13",6431009,"Grasellenbach",3932,0.419935,2,3,2
"14",6431010,"Groß-Rohrheim",3773,0.37007,1,2,1
"15",6431011,"Heppenheim (Bergstraße), Kreisstadt",25001,0.376715,2,3,2
"16",6431012,"Hirschhorn (Neckar), Stadt",3452,0.40327,2,3,2
"17",6431013,"Lampertheim, Stadt",31851,0.366942,1,2,1
"18",6431014,"Lautertal (Odenwald)",7193,0.370041,1,2,1
"19",6431015,"Lindenfels, Stadt",5050,0.401799,2,3,2
"20",6431016,"Lorsch, Karolingerstadt",13413,0.376673,2,3,2
"21",6431017,"Mörlenbach",9885,0.387262,2,3,2
"22",6431018,"Neckarsteinach, Stadt",3870,0.382134,2,3,2
"23",6431019,"Rimbach",8478,0.389529,2,3,2
"24",6431020,"Viernheim, Stadt",33276,0.394246,2,3,2
"25",6431021,"Wald-Michelbach",10569,0.408378,2,3,2
"26",6431022,"Zwingenberg, Stadt",6878,0.361378,1,2,1
"27",6432001,"Alsbach-Hähnlein",9203,0.345482,1,1,1
"28",6432002,"Babenhausen, Stadt",15716,0.365598,1,2,1
"29",6432003,"Bickenbach",5650,0.340833,1,1,1
"30",6432004,"Dieburg, Stadt",15192,0.374239,2,3,2
"31",6432005,"Eppertshausen",6137,0.35575,1,2,1
"32",6432006,"Erzhausen",7735,0.333135,1,1,1
"33",6432007,"Fischbachtal",2590,0.383966,2,3,2
"34",6432008,"Griesheim, Stadt",26483,0.342572,1,1,1
"35",6432009,"Groß-Bieberau, Stadt",4665,0.371658,1,2,1
"36",6432010,"Groß-Umstadt, Stadt",20613,0.366705,1,2,1
"37",6432011,"Groß-Zimmern",13892,0.384892,2,3,2
"38",6432012,"Messel",3843,0.328082,1,1,1
"39",6432013,"Modautal",5034,0.35826,1,2,1
"40",6432014,"Mühltal",13433,0.351512,1,2,1
"41",6432015,"Münster",14069,0.367125,1,2,1
"42",6432016,"Ober-Ramstadt, Stadt",14848,0.361135,1,2,1
"43",6432017,"Otzberg",6342,0.365503,1,2,1
"44",6432018,"Pfungstadt, Stadt",24281,0.35716,1,2,1
"45",6432019,"Reinheim, Stadt",16246,0.361259,1,2,1
"46",6432020,"Roßdorf",12152,0.347612,1,2,1
"47",6432021,"Schaafheim",9119,0.381088,2,3,2
"48",6432022,"Seeheim-Jugenheim",15961,0.33507,1,1,1
"49",6432023,"Weiterstadt, Stadt",24762,0.335272,1,1,1
"50",6433001,"Biebesheim am Rhein",6339,0.425299,2,4,2
"51",6433002,"Bischofsheim",12883,0.391478,2,3,2
"52",6433003,"Büttelborn",14199,0.372097,1,2,1
"53",6433004,"Gernsheim, Schöfferstadt",9923,0.43362,2,4,2
"54",6433005,"Ginsheim-Gustavsburg, Stadt",16026,0.402264,2,3,2
"55",6433006,"Groß-Gerau, Stadt",24311,0.41049,2,3,2
"56",6433007,"Kelsterbach, Stadt",14981,0.400095,2,3,2
"57",6433008,"Mörfelden-Walldorf, Stadt",33159,0.393699,2,3,2
"58",6433009,"Nauheim",10282,0.371085,1,2,1
"59",6433010,"Raunheim, Stadt",15270,0.43504,2,4,2
"60",6433011,"Riedstadt, Stadt",22530,0.406354,2,3,2
"61",6433012,"Rüsselsheim, Stadt",61967,0.419682,2,3,2
"62",6433013,"Stockstadt am Rhein",5853,0.443808,3,5,2
"63",6433014,"Trebur",13070,0.370001,1,2,1
"64",6434001,"Bad Homburg v. d. Höhe, Stadt",52752,0.062298,1,1,1
"65",6434002,"Friedrichsdorf, Stadt",24808,0.065659,1,1,1
"66",6434003,"Glashütten",5380,0.052605,1,1,1
"67",6434004,"Grävenwiesbach",5228,0.108542,1,1,1
"68",6434005,"Königstein im Taunus, Stadt",16115,0.04412,1,1,1
"69",6434006,"Kronberg im Taunus, Stadt",18170,0.023455,1,1,1
"70",6434007,"Neu-Anspach, Stadt",14505,0.069149,1,1,1
"71",6434008,"Oberursel (Taunus), Stadt",45248,0.053599,1,1,1
"72",6434009,"Schmitten",8924,0.07866,1,1,1
"73",6434010,"Steinbach (Taunus), Stadt",10357,0.068149,1,1,1
"74",6434011,"Usingen, Stadt",13817,0.096018,1,1,1
"75",6434012,"Wehrheim",9256,0.070323,1,1,1
"76",6434013,"Weilrod",6238,0.107266,1,1,1
"77",6435001,"Bad Orb, Stadt",9531,0.541941,4,8,2
"78",6435002,"Bad Soden-Salmünster, Stadt",13407,0.525644,4,8,2
"79",6435003,"Biebergemünd",8283,0.475392,3,6,2
"80",6435004,"Birstein",6242,0.489326,3,6,2
"81",6435005,"Brachttal",5101,0.483813,3,6,2
"82",6435006,"Bruchköbel, Stadt",20231,0.433717,2,4,2
"83",6435007,"Erlensee, Stadt",13749,0.479881,3,6,2
"84",6435008,"Flörsbachtal",2360,0.507902,4,7,2
"85",6435009,"Freigericht",14219,0.458142,3,5,2
"86",6435010,"Gelnhausen, Barbarossast., Krst.",22265,0.468337,3,5,2
"87",6435011,"Großkrotzenburg",7505,0.447732,3,5,2
"88",6435012,"Gründau",14470,0.471474,3,6,2
"89",6435013,"Hammersbach",4745,0.437447,2,4,2
"90",6435014,"Hanau, Brüder-Grimm-Stadt",90934,0.509967,4,7,2
"91",6435015,"Hasselroth",7241,0.456212,3,5,2
"92",6435016,"Jossgrund",3486,0.513263,4,7,2
"93",6435017,"Langenselbold, Stadt",13643,0.452663,3,5,2
"94",6435018,"Linsengericht",9914,0.457075,3,5,2
"95",6435019,"Maintal, Stadt",37680,0.452114,3,5,2
"96",6435020,"Neuberg",5227,0.434952,2,4,2
"97",6435021,"Nidderau, Stadt",19924,0.43494,2,4,2
"98",6435022,"Niederdorfelden",3821,0.450713,3,5,2
"99",6435023,"Rodenbach",11138,0.430476,2,4,2
"100",6435024,"Ronneburg",3388,0.441091,2,4,2
"101",6435025,"Schlüchtern, Stadt",15946,0.523057,4,8,2
"102",6435026,"Schöneck",11668,0.440088,2,4,2
"103",6435027,"Sinntal",8904,0.493665,4,7,2
"104",6435028,"Steinau an der Straße, Brüder-Grimm-Stadt",10336,0.511934,4,7,2
"105",6435029,"Wächtersbach, Stadt",12261,0.498892,4,7,2
"106",6436001,"Bad Soden am Taunus, Stadt",21772,0.083531,1,1,1
"107",6436002,"Eppstein, Stadt",13361,0.087356,1,1,1
"108",6436003,"Eschborn, Stadt",21009,0.110675,1,1,1
"109",6436004,"Flörsheim am Main, Stadt",20363,0.112302,1,1,1
"110",6436005,"Hattersheim am Main, Stadt",26379,0.143066,1,1,1
"111",6436006,"Hochheim am Main, Stadt",16856,0.110231,1,1,1
"112",6436007,"Hofheim am Taunus, Kreisstadt",38598,0.104562,1,1,1
"113",6436008,"Kelkheim (Taunus), Stadt",28333,0.09504,1,1,1
"114",6436009,"Kriftel",10817,0.084518,1,1,1
"115",6436010,"Liederbach am Taunus",8833,0.087201,1,1,1
"116",6436011,"Schwalbach am Taunus, Stadt",15028,0.104678,1,1,1
"117",6436012,"Sulzbach (Taunus)",8627,0.066132,1,1,1
"118",6437001,"Bad König, Stadt",9417,0.531473,4,8,2
"119",6437002,"Beerfelden, Stadt",6363,0.539409,4,8,2
"120",6437003,"Brensbach",5040,0.498153,4,7,2
"121",6437004,"Breuberg, Stadt",7432,0.530156,4,8,2
"122",6437005,"Brombachtal",3496,0.520938,4,8,2
"123",6437006,"Erbach, Kreisstadt",13312,0.558096,5,9,3
"124",6437007,"Fränkisch-Crumbach",3232,0.503367,4,7,2
"125",6437008,"Hesseneck",631,0.47103,3,6,2
"126",6437009,"Höchst i. Odw.",10008,0.529606,4,8,2
"127",6437010,"Lützelbach",6864,0.528818,4,8,2
"128",6437011,"Michelstadt, Stadt",16173,0.549762,5,9,3
"129",6437012,"Mossautal",2425,0.52601,4,8,2
"130",6437013,"Reichelsheim (Odenwald)",8509,0.532966,4,8,2
"131",6437014,"Rothenberg",2233,0.487226,3,6,2
"132",6437015,"Sensbachtal",947,0.506286,4,7,2
"133",6438001,"Dietzenbach, Kreisstadt",33127,0.418592,2,3,2
"134",6438002,"Dreieich, Stadt",40082,0.361028,1,2,1
