"","Kennziffer Gemeindeverband","Name Gemeindeverband","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",16051000,"Erfurt, Stadt",206219,0.683949,2,3,2
"2",16052000,"Gera, Stadt",94492,0.789795,5,9,3
"3",16053000,"Jena, Stadt",108207,0.370218,1,1,1
"4",16054000,"Suhl, Stadt",36208,0.669831,1,2,1
"5",16055000,"Weimar, Stadt",63477,0.621629,1,1,1
"6",16056000,"Eisenach, Stadt",41884,0.77436,5,9,3
"7",16061045,"Heilbad Heiligenstadt, Stadt",16337,0.712135,3,5,2
"8",16061115,"Leinefelde-Worbis, Stadt",18513,0.741932,4,8,2
"9",16061116,"Am Ohmberg",3753,0.703278,3,5,2
"10",16061117,"Sonnenstein",4653,0.686464,2,3,2
"11",16061901,"Lindenberg/Eichsfeld",7930,0.692575,2,4,2
"12",16061903,"Dingelstädt",7561,0.704686,3,5,2
"13",16061904,"Eichsfelder Kessel",5451,0.686828,2,4,2
"14",16061906,"Eichsfeld-Wipperaue",7382,0.697257,2,4,2
"15",16061908,"Hanstein-Rusteberg",5591,0.671018,1,2,1
"16",16061909,"Leinetal",6849,0.684315,2,3,2
"17",16061912,"Uder",6449,0.682263,2,3,2
"18",16061913,"Westerwald-Obereichsfeld",4859,0.693223,2,4,2
"19",16061914,"Ershausen/Geismar",5402,0.693619,2,4,2
"20",16062005,"Ellrich, Stadt",5516,0.791177,5,9,3
"21",16062041,"Nordhausen, Stadt",41800,0.842733,5,10,3
"22",16062049,"Sollstedt",2974,0.844359,5,10,3
"23",16062062,"Hohenstein",2243,0.805593,5,9,3
"24",16062063,"Werther",3290,0.774673,5,9,3
"25",16062904,"Hainleite",5534,0.806944,5,9,3
"26",16062906,"Hohnstein/Südharz",7964,0.794093,5,9,3
"27",16062952,"Bleicherode, Stadt",8868,0.810224,5,10,3
"28",16062953,"Heringen/Helme, Stadt",6866,0.80975,5,9,3
"29",16063004,"Barchfeld-Immelborn",4694,0.641206,1,1,1
"30",16063076,"Treffurt, Stadt",5193,0.673762,1,2,1
"31",16063078,"Unterbreizbach",3519,0.634764,1,1,1
"32",16063082,"Vacha, Stadt",5383,0.655596,1,2,1
"33",16063092,"Wutha-Farnroda",6360,0.664809,1,2,1
"34",16063094,"Moorgrund",3374,0.627828,1,1,1
"35",16063097,"Gerstungen",5856,0.6539,1,2,1
"36",16063098,"Hörselberg-Hainich",6198,0.626483,1,1,1
"37",16063099,"Bad Liebenstein, Stadt",7877,0.65355,1,2,1
"38",16063101,"Krayenberggemeinde",5226,0.655703,1,2,1
"39",16063903,"Berka/Werra",6546,0.624987,1,1,1
"40",16063904,"Dermbach",9628,0.65823,1,2,1
"41",16063906,"Hainich-Werratal",10833,0.646648,1,1,1
"42",16063951,"Bad Salzungen, Stadt",17403,0.699494,2,4,2
"43",16063954,"Tiefenort",4821,0.645069,1,1,1
"44",16063955,"Marksuhl",3906,0.636283,1,1,1
"45",16063956,"Geisa, Stadt",7074,0.637975,1,1,1
"46",16063957,"Ruhla, Stadt",7652,0.639307,1,1,1
"47",16063958,"Kaltennordheim, Stadt",4292,0.673878,2,3,2
"48",16064003,"Bad Langensalza, Stadt",17521,0.842526,5,10,3
"49",16064014,"Dünwald",2298,0.791456,5,9,3
"50",16064046,"Mühlhausen/Thüringen, Stadt",33201,0.877416,5,10,3
"51",16064066,"Weinbergen",3058,0.785394,5,9,3
"52",16064071,"Unstruttal",3295,0.793888,5,9,3
"53",16064072,"Menteroda",2022,0.84213,5,10,3
"54",16064073,"Anrode",3237,0.797675,5,9,3
"55",16064901,"Bad Tennstedt",6926,0.821081,5,10,3
"56",16064906,"Unstrut-Hainich",6483,0.806902,5,9,3
"57",16064909,"Schlotheim",7756,0.851369,5,10,3
"58",16064951,"Herbsleben",3697,0.817467,5,10,3
"59",16064952,"Südeichsfeld",8850,0.794428,5,9,3
"60",16064953,"Vogtei",5578,0.798253,5,9,3
"61",16065002,"Artern/Unstrut, Stadt",5553,0.917028,5,10,3
"62",16065003,"Bad Frankenhausen/Kyffhäuser, Stadt",8734,0.896493,5,10,3
"63",16065032,"Helbedündorf",2376,0.868788,5,10,3
"64",16065061,"Roßleben, Stadt",5149,0.908204,5,10,3
"65",16065067,"Sondershausen, Stadt",21888,0.859655,5,10,3
"66",16065085,"Kyffhäuserland",4032,0.870718,5,10,3
"67",16065901,"An der Schmücke",7318,0.898591,5,10,3
"68",16065902,"Greußen",9252,0.886257,5,10,3
"69",16065906,"Mittelzentrum Artern",5702,0.88214,5,10,3
"70",16065952,"Ebeleben, Stadt",4418,0.885542,5,10,3
"71",16065954,"Wiehe, Stadt",2726,0.888642,5,10,3
"72",16066006,"Benshausen",2383,0.729731,4,7,2
"73",16066023,"Floh-Seligenthal",6154,0.715068,3,6,2
"74",16066047,"Oberhof, Stadt",1664,0.748206,4,8,2
"75",16066063,"Schmalkalden, Kurort, Stadt",19501,0.759847,4,8,2
"76",16066069,"Steinbach-Hallenberg, Kurort, Stadt",5046,0.731484,4,7,2
"77",16066074,"Brotterode-Trusetal, Stadt",6326,0.706387,3,5,2
"78",16066092,"Zella-Mehlis, Stadt",10669,0.740569,4,8,2
"79",16066093,"Rhönblick",2779,0.729557,4,7,2
"80",16066094,"Grabfeld",5403,0.716773,3,6,2
"81",16066904,"Haselgrund",5563,0.709972,3,5,2
"82",16066905,"Hohe Rhön",5020,0.74203,4,8,2
"83",16066913,"Wasungen-Amt Sand",11358,0.741427,4,8,2
"84",16066914,"Dolmar-Salzbrücke",9495,0.728085,4,7,2
"85",16066950,"Meiningen, Stadt",25364,0.767463,4,8,2
"86",16066951,"Breitungen/Werra",8331,0.723455,3,6,2
"87",16067019,"Friedrichroda, Stadt",7551,0.723894,3,6,2
"88",16067029,"Gotha, Stadt",44682,0.770452,4,8,2
"89",16067064,"Tabarz/Thür. Wald",3950,0.70835,3,5,2
"90",16067065,"Tambach-Dietharz/Thür. Wald, Stadt",4194,0.683766,2,3,2
"91",16067072,"Waltershausen, Stadt",13038,0.727328,4,7,2
"92",16067083,"Leinatal",3655,0.692904,2,4,2
"93",16067086,"Drei Gleichen",5077,0.682818,2,3,2
"94",16067087,"Nesse-Apfelstädt",5977,0.684449,2,3,2
