"","Kennziffer Gemeindeverband","Name Gemeindeverband","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",8111000,"Stuttgart, Landeshauptstadt",612441,0.214454,1,1,1
"2",8115003,"Böblingen, Stadt",47385,0.215028,1,1,1
"3",8115028,"Leonberg, Stadt",46143,0.216227,1,1,1
"4",8115029,"Magstadt",9083,0.205526,1,1,1
"5",8115041,"Renningen, Stadt",16878,0.219224,1,1,1
"6",8115042,"Rutesheim, Stadt",10493,0.223818,1,1,1
"7",8115044,"Schönaich",9901,0.217442,1,1,1
"8",8115045,"Sindelfingen, Stadt",62215,0.222656,1,1,1
"9",8115050,"Weil der Stadt, Stadt",18500,0.229913,1,1,1
"10",8115051,"Weil im Schönbuch",9766,0.227395,1,1,1
"11",8115052,"Weissach",7463,0.205642,1,1,1
"12",8115901,"GVV Aidlingen/Grafenau",15366,0.206257,1,1,1
"13",8115902,"GVV Gärtringen/Ehningen",20202,0.212876,1,1,1
"14",8115903,"VVG der Stadt Herrenberg",39338,0.234274,1,1,1
"15",8115904,"GVV Holzgerlingen",20652,0.210467,1,1,1
"16",8115905,"GVV Oberes Gäu",26183,0.241807,1,1,1
"17",8115906,"GVV Waldenbuch/Steinenbronn",14711,0.216218,1,1,1
"18",8116015,"Denkendorf",10588,0.252056,1,1,1
"19",8116019,"Esslingen am Neckar, Stadt",90378,0.288262,1,2,1
"20",8116047,"Neuhausen auf den Fildern",11583,0.237422,1,1,1
"21",8116072,"Wernau (Neckar), Stadt",12200,0.269983,1,1,1
"22",8116076,"Aichwald",7460,0.230219,1,1,1
"23",8116077,"Filderstadt, Stadt",44721,0.240481,1,1,1
"24",8116078,"Leinfelden-Echterdingen, Stadt",38266,0.242129,1,1,1
"25",8116080,"Ostfildern, Stadt",37785,0.254557,1,1,1
"26",8116081,"Aichtal, Stadt",9665,0.261479,1,1,1
"27",8116901,"VVG der Stadt Kirchheim unter Teck",48858,0.289643,1,2,1
"28",8116902,"GVV Lenningen",13455,0.277508,1,1,1
"29",8116903,"GVV Neckartenzlingen",18957,0.266587,1,1,1
"30",8116904,"VVG der Stadt Neuffen",11880,0.275958,1,1,1
"31",8116905,"VVG der Stadt Nürtingen",69354,0.285458,1,2,1
"32",8116906,"GVV Plochingen",26503,0.26798,1,1,1
"33",8116907,"GVV Reichenbach an der Fils",20951,0.255004,1,1,1
"34",8116908,"VVG der Stadt Weilheim an der Teck",18873,0.274335,1,1,1
"35",8116909,"GVV Wendlingen am Neckar",25302,0.272084,1,1,1
"36",8117010,"Böhmenkirch",5484,0.433916,3,6,2
"37",8117901,"VVG der Gemeinde Deggingen",8867,0.436346,3,6,2
"38",8117902,"VVG der Stadt Ebersbach an der Fils",19135,0.419006,3,6,2
"39",8117903,"GVV Eislingen-Ottenbach-Salach",30315,0.435403,3,6,2
"40",8117904,"VVG der Stadt Geislingen an der Steige",35956,0.458771,4,7,2
"41",8117905,"VVG der Stadt Göppingen",64428,0.453485,4,7,2
"42",8117906,"GVV Mittleres Fils-Lautertal",27495,0.431946,3,6,2
"43",8117907,"GVV Oberes Filstal",6401,0.431448,3,6,2
"44",8117908,"GVV Östlicher Schurwald",10923,0.414249,3,6,2
"45",8117909,"GVV Raum Bad Boll",15777,0.411252,3,5,2
"46",8117910,"VVG der Stadt Uhingen",18173,0.418201,3,6,2
"47",8117911,"GVV Voralb",7163,0.41519,3,6,2
"48",8118003,"Asperg, Stadt",13065,0.283033,1,2,1
"49",8118011,"Ditzingen, Stadt",24427,0.245649,1,1,1
"50",8118019,"Gerlingen, Stadt",19151,0.233281,1,1,1
"51",8118021,"Großbottwar, Stadt",8253,0.301685,1,2,1
"52",8118046,"Kornwestheim, Stadt",32680,0.281431,1,1,1
"53",8118048,"Ludwigsburg, Stadt",91116,0.307322,1,2,1
"54",8118050,"Markgröningen, Stadt",14426,0.262092,1,1,1
"55",8118051,"Möglingen",10983,0.261074,1,1,1
"56",8118060,"Oberstenfeld",7877,0.292876,1,2,1
"57",8118076,"Sachsenheim, Stadt",17861,0.289077,1,2,1
"58",8118080,"Korntal-Münchingen, Stadt",18701,0.250041,1,1,1
"59",8118081,"Remseck am Neckar, Stadt",25042,0.266409,1,1,1
"60",8118901,"GVV Besigheim",32606,0.280889,1,1,1
"61",8118902,"VVG der Stadt Bietigheim-Bissingen",61122,0.274801,1,1,1
"62",8118903,"GVV Bönnigheim",15505,0.307973,1,2,1
"63",8118904,"VVG der Stadt Freiberg am Neckar",21948,0.257819,1,1,1
"64",8118905,"GVV Marbach am Neckar",30676,0.268536,1,1,1
"65",8118906,"GVV Schwieberdingen-Hemmingen",18668,0.246189,1,1,1
"66",8118907,"GVV Steinheim-Murr",18365,0.276422,1,1,1
"67",8118908,"VVG der Stadt Vaihingen an der Enz",43905,0.28254,1,2,1
"68",8119001,"Alfdorf",7053,0.376507,2,4,2
"69",8119020,"Fellbach, Stadt",44611,0.335319,1,2,1
"70",8119041,"Korb",10305,0.326548,1,2,1
"71",8119044,"Murrhardt, Stadt",13656,0.409562,3,5,2
"72",8119061,"Rudersberg",11113,0.376773,2,4,2
"73",8119079,"Waiblingen, Stadt",53407,0.343748,1,2,1
"74",8119089,"Berglen",6067,0.337989,1,2,1
"75",8119090,"Remshalden",13630,0.323389,1,2,1
"76",8119091,"Weinstadt, Stadt",26373,0.329512,1,2,1
"77",8119093,"Kernen im Remstal",15041,0.342913,1,2,1
"78",8119901,"VVG der Stadt Backnang",77170,0.380731,2,4,2
"79",8119902,"GVV Plüderhausen-Urbach",17996,0.356694,2,3,2
"80",8119903,"VVG der Stadt Schorndorf",46265,0.355159,2,3,2
"81",8119904,"GVV Sulzbach",9791,0.41764,3,6,2
"82",8119905,"VVG der Stadt Welzheim",13467,0.396985,3,5,2
"83",8119906,"GVV Winnenden",48071,0.343847,1,2,1
"84",8121000,"Heilbronn, Stadt",119841,0.549979,5,10,3
"85",8125007,"Bad Wimpfen, Stadt",6848,0.397652,3,5,2
"86",8125039,"Gundelsheim, Stadt",7148,0.38869,2,4,2
"87",8125058,"Leingarten",11092,0.361754,2,3,2
"88",8125068,"Neudenau, Stadt",5079,0.382782,2,4,2
"89",8125107,"Wüstenrot",6665,0.415873,3,6,2
"90",8125901,"VVG der Stadt Bad Friedrichshall",27462,0.411494,3,6,2
"91",8125902,"VVG der Stadt Bad Rappenau",27529,0.411213,3,5,2
"92",8125903,"VVG der Stadt Brackenheim",18038,0.395135,3,5,2
"93",8125904,"VVG der Stadt Eppingen",28517,0.422806,3,6,2
"94",8125905,"GVV Flein-Talheim",11728,0.365274,2,3,2
"95",8125906,"VVG der Stadt Lauffen am Neckar",22419,0.379976,2,4,2
"96",8125907,"VVG der Stadt Möckmühl",12797,0.436029,3,6,2
"97",8125908,"VVG der Stadt Neckarsulm",34853,0.384842,2,4,2
"98",8125909,"VVG der Stadt Neuenstadt am Kocher",17234,0.384686,2,4,2
"99",8125910,"GVV Oberes Zabergäu",12302,0.411108,3,5,2
"100",8125911,"VVG der Gemeinde Obersulm",16644,0.405594,3,5,2
"101",8125912,"GVV Schozach-Bottwartal",27927,0.372533,2,4,2
"102",8125913,"VVG der Stadt Schwaigern",14441,0.403894,3,5,2
"103",8125914,"GVV Raum Weinsberg",20527,0.397037,3,5,2
"104",8126011,"Bretzfeld",12307,0.43313,3,6,2
"105",8126072,"Schöntal",5541,0.415435,3,6,2
"106",8126901,"GVV Hohenloher Ebene",15219,0.445169,4,7,2
"107",8126902,"GVV Krautheim",10679,0.443961,3,6,2
"108",8126903,"VVG der Stadt Künzelsau",20458,0.452472,4,7,2
"109",8126904,"GVV Mittleres Kochertal",10886,0.429231,3,6,2
"110",8126905,"VVG der Stadt Öhringen",33726,0.459507,4,7,2
"111",8127008,"Blaufelden",5174,0.487371,4,8,2
"112",8127052,"Mainhardt",5864,0.481658,4,8,2
"113",8127075,"Schrozberg, Stadt",5669,0.505654,5,9,3
"114",8127901,"GVV Braunsbach-Untermünkheim",5342,0.46691,4,7,2
"115",8127902,"VVG der Stadt Crailsheim",46246,0.48685,4,8,2
"116",8127903,"GVV Fichtenau",8414,0.504458,5,9,3
"117",8127904,"VVG der Stadt Gerabronn",5912,0.490698,5,9,3
"118",8127905,"GVV Ilshofen-Vellberg",12632,0.494687,5,9,3
"119",8127906,"GVV Limpurger Land",20989,0.474689,4,8,2
"120",8127907,"GVV Oberes Bühlertal",9750,0.484847,4,8,2
"121",8127908,"GVV Brettach/Jagst",12862,0.504862,5,9,3
"122",8127909,"VVG der Stadt Schwäbisch Hall",50120,0.487897,4,8,2
"123",8128020,"Creglingen, Stadt",4708,0.488,5,9,3
"124",8128039,"Freudenberg, Stadt",3760,0.467704,4,7,2
"125",8128064,"Külsheim, Stadt",5234,0.502277,5,9,3
"126",8128082,"Niederstetten, Stadt",4868,0.503614,5,9,3
"127",8128126,"Weikersheim, Stadt",7288,0.493551,5,9,3
"128",8128131,"Wertheim, Stadt",22461,0.505475,5,9,3
"129",8128139,"Lauda-Königshofen, Stadt",14443,0.499536,5,9,3
"130",8128901,"VVG der Stadt Bad Mergentheim",30459,0.488623,5,9,3
"131",8128902,"VVG der Stadt Boxberg",8709,0.483952,4,8,2
"132",8128903,"VVG der Stadt Grünsfeld",5267,0.480515,4,8,2
"133",8128904,"VVG der Stadt Tauberbischofsheim",23102,0.476885,4,8,2
"134",8135010,"Dischingen",4361,0.389891,2,4,2
"135",8135015,"Gerstetten",11601,0.388901,2,4,2
"136",8135020,"Herbrechtingen, Stadt",12890,0.377318,2,4,2
"137",8135025,"Königsbronn",7086,0.377164,2,4,2
"138",8135032,"Steinheim am Albuch",8465,0.377941,2,4,2
"139",8135901,"VVG der Stadt Giengen an der Brenz",21279,0.425934,3,6,2
"140",8135902,"VVG der Stadt Heidenheim an der Brenz",53259,0.417697,3,6,2
"141",8135903,"GVV Sontheim-Niederstotzingen",9953,0.383247,2,4,2
"142",8136002,"Abtsgmünd",7341,0.392699,3,5,2
"143",8136027,"Gschwend",4893,0.410773,3,5,2
"144",8136042,"Lorch, Stadt",10607,0.401515,3,5,2
"145",8136045,"Neresheim, Stadt",7912,0.408919,3,5,2
"146",8136050,"Oberkochen, Stadt",7814,0.395069,3,5,2
"147",8136901,"VVG der Stadt Aalen",79524,0.396865,3,5,2
