"","Kennziffer Gemeindeverband","Name Gemeindeverband","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",14511000,"Chemnitz, Stadt",243521,0.708167,1,2,1
"2",14521010,"Amtsberg",3823,0.715195,2,3,2
"3",14521020,"Annaberg-Buchholz, Stadt",20394,0.804071,5,10,3
"4",14521030,"Aue, Stadt",16617,0.80598,5,10,3
"5",14521050,"Bad Schlema",4866,0.776966,4,8,2
"6",14521110,"Breitenbrunn/Erzgeb.",5560,0.748898,3,6,2
"7",14521130,"Crottendorf",4111,0.71887,2,3,2
"8",14521150,"Drebach",5392,0.750575,3,6,2
"9",14521160,"Ehrenfriedersdorf, Stadt",4888,0.790086,5,9,3
"10",14521170,"Eibenstock, Stadt",7678,0.802521,5,9,3
"11",14521200,"Gelenau/Erzgeb.",4278,0.764321,4,7,2
"12",14521240,"Großolbersdorf",2917,0.725203,2,4,2
"13",14521250,"Großrückerswalde",3505,0.757425,4,7,2
"14",14521260,"Grünhain-Beierfeld, Stadt",6015,0.741501,3,5,2
"15",14521290,"Hohndorf",3735,0.741026,3,5,2
"16",14521310,"Jahnsdorf/Erzgeb.",5535,0.682571,1,1,1
"17",14521320,"Johanngeorgenstadt, Stadt",4206,0.821602,5,10,3
"18",14521330,"Jöhstadt, Stadt",2853,0.764935,4,7,2
"19",14521355,"Lauter-Bernsbach, Stadt",8974,0.749465,3,6,2
"20",14521370,"Lößnitz, Stadt",8801,0.785591,4,8,2
"21",14521390,"Marienberg, Stadt",17361,0.757836,4,7,2
"22",14521400,"Mildenau",3406,0.741082,3,5,2
"23",14521410,"Neukirchen/Erzgeb.",6771,0.69334,1,1,1
"24",14521440,"Oberwiesenthal, Kurort, Stadt",2208,0.755677,3,6,2
"25",14521450,"Oelsnitz/Erzgeb., Stadt",11175,0.763471,4,7,2
"26",14521460,"Olbernhau, Stadt",9181,0.785257,4,8,2
"27",14521470,"Pfaffroda",2498,0.749931,3,6,2
"28",14521495,"Pockau-Lengefeld, Stadt",7953,0.758206,4,7,2
"29",14521500,"Raschau-Markersbach",5208,0.769727,4,7,2
"30",14521530,"Schneeberg, Stadt",15250,0.794076,5,9,3
"31",14521540,"Schönheide",4626,0.754865,3,6,2
"32",14521550,"Schwarzenberg/Erzgeb., Stadt",17360,0.791384,5,9,3
"33",14521560,"Sehmatal",6588,0.734718,3,5,2
"34",14521600,"Stützengrün",3391,0.699449,1,2,1
"35",14521620,"Thalheim/Erzgeb., Stadt",6540,0.765947,4,7,2
"36",14521630,"Thermalbad Wiesenbad",3401,0.742863,3,5,2
"37",14521640,"Thum, Stadt",5299,0.760157,4,7,2
"38",14521670,"Wolkenstein, Stadt",3918,0.720429,2,3,2
