"","Kennziffer Gemeindeverband","Name Gemeindeverband","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",5111000,"Düsseldorf, Stadt",604527,0.354992,1,1,1
"2",5112000,"Duisburg, Stadt",485465,0.780774,5,10,3
"3",5113000,"Essen, Stadt",573784,0.580762,3,6,2
"4",5114000,"Krefeld, Stadt",222500,0.611592,4,8,2
"5",5116000,"Mönchengladbach, Stadt",256853,0.692981,5,10,3
"6",5117000,"Mülheim an der Ruhr, Stadt",167108,0.429011,1,1,1
"7",5119000,"Oberhausen, Stadt",209292,0.725949,5,10,3
"8",5120000,"Remscheid, Stadt",109009,0.58623,4,7,2
"9",5122000,"Solingen, Klingenstadt",156771,0.612758,4,8,2
"10",5124000,"Wuppertal, Stadt",345425,0.672467,5,10,3
"11",5154004,"Bedburg-Hau",12792,0.665437,5,10,3
"12",5154008,"Emmerich am Rhein, Stadt",30279,0.70942,5,10,3
"13",5154012,"Geldern, Stadt",33191,0.671488,5,10,3
"14",5154016,"Goch, Stadt",33401,0.701172,5,10,3
"15",5154020,"Issum",11916,0.64262,5,9,3
"16",5154024,"Kalkar, Stadt",13685,0.693055,5,10,3
"17",5154028,"Kerken",12489,0.64395,5,9,3
"18",5154032,"Kevelaer, Stadt",27870,0.674237,5,10,3
"19",5154036,"Kleve, Stadt",48802,0.716464,5,10,3
"20",5154040,"Kranenburg",10340,0.710963,5,10,3
"21",5154044,"Rees, Stadt",21244,0.6878,5,10,3
"22",5154048,"Rheurdt",6667,0.627774,5,9,3
"23",5154052,"Straelen, Stadt",15741,0.645736,5,9,3
"24",5154056,"Uedem",8120,0.68693,5,10,3
"25",5154060,"Wachtendonk",8026,0.644823,5,9,3
"26",5154064,"Weeze",10400,0.730413,5,10,3
"27",5158004,"Erkrath, Fundort des Neanderthalers, Stadt",43700,0.382626,1,1,1
"28",5158008,"Haan, Stadt",30166,0.362013,1,1,1
"29",5158012,"Heiligenhaus, Stadt",25474,0.410223,1,1,1
"30",5158016,"Hilden, Stadt",54894,0.367567,1,1,1
"31",5158020,"Langenfeld (Rheinland), Stadt",57083,0.379841,1,1,1
"32",5158024,"Mettmann, Stadt",37836,0.391787,1,1,1
"33",5158026,"Monheim am Rhein, Stadt",40403,0.416989,1,1,1
