"","Kennziffer Gemeindeverband","Name Gemeindeverband","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",13003000,"Rostock, Hansestadt",204167,0.78532,1,1,1
"2",13004000,"Schwerin, Landeshauptstadt",92138,0.791313,1,2,1
"3",13071027,"Dargun, Stadt",4433,0.870382,4,7,2
"4",13071029,"Demmin, Hansestadt",11342,0.915778,5,9,3
"5",13071033,"Feldberger Seenlandschaft",4399,0.899012,4,8,2
"6",13071107,"Neubrandenburg, Stadt",63311,0.847717,3,5,2
"7",13071110,"Neustrelitz, Stadt",20476,0.886928,4,8,2
"8",13071156,"Waren (Müritz), Stadt",21042,0.836898,2,4,2
"9",13071951,"Demmin-Land",7216,0.923114,5,9,3
"10",13071952,"Friedland",8921,0.934073,5,10,3
"11",13071953,"Malchin am Kummerower See",12685,0.897702,4,8,2
"12",13071954,"Malchow",10769,0.854557,3,5,2
"13",13071955,"Mecklenburgische Kleinseenplatte",8061,0.891524,4,8,2
"14",13071956,"Neustrelitz-Land",7453,0.884379,4,7,2
"15",13071957,"Neverin",8643,0.80043,1,2,1
"16",13071958,"Penzliner Land",6857,0.898955,4,8,2
"17",13071959,"Röbel-Müritz",14611,0.83764,2,4,2
"18",13071960,"Seenlandschaft Waren",9365,0.853585,3,5,2
"19",13071961,"Stargarder Land",9721,0.828977,2,3,2
"20",13071962,"Stavenhagen",11551,0.886372,4,8,2
"21",13071963,"Treptower Tollensewinkel",14099,0.886766,4,8,2
"22",13071964,"Woldegk",6778,0.934828,5,10,3
"23",13072006,"Bad Doberan, Stadt",11785,0.835499,2,4,2
"24",13072029,"Dummerstorf",7202,0.787511,1,1,1
"25",13072036,"Graal-Müritz",4152,0.789989,1,2,1
"26",13072043,"Güstrow, Stadt",28791,0.882927,4,7,2
"27",13072058,"Kröpelin, Stadt",4709,0.875953,4,7,2
"28",13072060,"Kühlungsborn, Stadt",7825,0.814968,2,3,2
"29",13072074,"Neubukow, Stadt",3876,0.904668,4,8,2
"30",13072091,"Sanitz",5715,0.790683,1,2,1
"31",13072093,"Satow",5506,0.812812,2,3,2
"32",13072106,"Teterow, Stadt",8642,0.882393,4,7,2
"33",13072951,"Bad Doberan-Land",11690,0.767186,1,1,1
"34",13072952,"Bützow-Land",16151,0.86588,3,6,2
"35",13072953,"Carbäk",8460,0.771601,1,1,1
"36",13072954,"Gnoien",5976,0.945924,5,10,3
"37",13072955,"Güstrow-Land",9514,0.835714,2,4,2
"38",13072956,"Krakow am See",8903,0.855748,3,5,2
"39",13072957,"Laage",8828,0.852311,3,5,2
"40",13072958,"Mecklenburgische Schweiz",8206,0.873103,4,7,2
"41",13072959,"Neubukow-Salzhaff",6576,0.869336,3,6,2
"42",13072960,"Rostocker Heide",8851,0.799535,1,2,1
"43",13072961,"Schwaan",7543,0.828883,2,3,2
"44",13072962,"Tessin",6573,0.861532,3,6,2
"45",13072963,"Warnow-West",16404,0.758139,1,1,1
"46",13073011,"Binz",5172,0.81194,1,2,1
"47",13073035,"Grimmen, Stadt",9960,0.915387,5,9,3
"48",13073055,"Marlow, Stadt",4633,0.858605,3,6,2
"49",13073070,"Putbus, Stadt",4330,0.848645,3,5,2
"50",13073080,"Sassnitz, Stadt",9476,0.856138,3,5,2
"51",13073088,"Stralsund, Hansestadt",57525,0.884391,4,7,2
"52",13073089,"Süderholz",3924,0.88716,4,8,2
"53",13073105,"Zingst",3049,0.83796,2,4,2
"54",13073951,"Altenpleen",7175,0.840373,2,4,2
"55",13073952,"Barth",15124,0.929476,5,10,3
"56",13073953,"Bergen auf Rügen",20578,0.859589,3,6,2
"57",13073954,"Darß/Fischland",6611,0.844485,3,5,2
"58",13073955,"Franzburg-Richtenberg",7999,0.92724,5,9,3
"59",13073956,"Miltzow",6954,0.888242,4,8,2
"60",13073957,"Mönchgut-Granitz",7069,0.840768,2,4,2
"61",13073958,"Niepars",9316,0.839701,2,4,2
"62",13073959,"Nord-Rügen",7993,0.864245,3,6,2
"63",13073960,"Recknitz-Trebeltal",8792,0.921563,5,9,3
"64",13073961,"Ribnitz-Damgarten",18149,0.914732,5,9,3
"65",13073962,"West-Rügen",9641,0.870087,4,7,2
"66",13074026,"Grevesmühlen, Stadt",10462,0.817719,2,3,2
"67",13074035,"Insel Poel",2505,0.842732,2,4,2
"68",13074087,"Wismar, Hansestadt",42392,0.869538,3,6,2
"69",13074951,"Dorf Mecklenburg-Bad Kleinen",13482,0.853522,3,5,2
"70",13074952,"Gadebusch",10318,0.845528,3,5,2
"71",13074953,"Grevesmühlen-Land",8369,0.81181,1,2,1
"72",13074954,"Klützer Winkel",10602,0.817147,2,3,2
"73",13074955,"Lützow-Lübstorf",13362,0.782348,1,1,1
"74",13074956,"Neuburg",5895,0.863419,3,6,2
"75",13074957,"Neukloster-Warin",10766,0.880043,4,7,2
"76",13074958,"Rehna",9216,0.828477,2,3,2
"77",13074959,"Schönberger Land",18055,0.787388,1,1,1
"78",13075005,"Anklam, Stadt",12718,0.947925,5,10,3
"79",13075039,"Greifswald, Hansestadt",56685,0.866774,3,6,2
"80",13075049,"Heringsdorf",8883,0.856224,3,6,2
"81",13075105,"Pasewalk, Stadt",10442,0.910505,5,9,3
"82",13075130,"Strasburg (Uckermark), Stadt",4965,0.959209,5,10,3
"83",13075136,"Ueckermünde, Stadt",8916,0.947846,5,10,3
"84",13075951,"Am Peenestrom",15757,0.910407,5,9,3
"85",13075952,"Am Stettiner Haff",10640,0.914136,5,9,3
"86",13075953,"Anklam-Land",10170,0.987662,5,10,3
"87",13075954,"Jarmen-Tutow",6872,0.971394,5,10,3
"88",13075955,"Landhagen",10100,0.807201,1,2,1
"89",13075956,"Löcknitz-Penkun",10819,0.965059,5,10,3
"90",13075957,"Lubmin",10462,0.843798,3,5,2
"91",13075958,"Peenetal/Loitz",6153,0.919806,5,9,3
"92",13075959,"Torgelow-Ferdinandshof",14330,0.953398,5,10,3
"93",13075960,"Uecker-Randow-Tal",7138,0.936934,5,10,3
"94",13075961,"Usedom-Nord",9102,0.848339,3,5,2
"95",13075962,"Usedom-Süd",11604,0.879549,4,7,2
"96",13075963,"Züssow",11941,0.913295,5,9,3
"97",13076014,"Boizenburg/Elbe, Stadt",10350,0.80337,1,2,1
"98",13076060,"Hagenow, Stadt",11443,0.835379,2,4,2
"99",13076088,"Lübtheen, Stadt",4735,0.815818,2,3,2
"100",13076090,"Ludwigslust, Stadt",12243,0.819611,2,3,2
"101",13076108,"Parchim, Stadt",17794,0.871054,4,7,2
"102",13076952,"Boizenburg-Land",7492,0.788569,1,2,1
"103",13076954,"Dömitz-Malliß",8685,0.822225,2,3,2
"104",13076955,"Eldenburg Lübz",12682,0.867866,3,6,2
"105",13076956,"Goldberg-Mildenitz",6825,0.864817,3,6,2
"106",13076957,"Grabow",11311,0.837966,2,4,2
"107",13076958,"Hagenow-Land",8516,0.795092,1,2,1
"108",13076959,"Ludwigslust-Land",8376,0.774937,1,1,1
"109",13076960,"Neustadt-Glewe",7552,0.820754,2,3,2
"110",13076962,"Parchimer Umland",8351,0.827368,2,3,2
"111",13076963,"Plau am See",8153,0.891952,4,8,2
"112",13076964,"Sternberger Seenlandschaft",12650,0.893691,4,8,2
"113",13076965,"Stralendorf",11567,0.751567,1,1,1
"114",13076966,"Wittenburg",9160,0.791403,1,2,1
"115",13076967,"Zarrentin",9945,0.777309,1,1,1
"116",13076968,"Crivitz",24801,0.78605,1,1,1
