"","Kreiskennziffer","Name des Kreises","Jahr","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"3582",8225,"Neckar-Odenwald-Kreis",2015,142936,0.253033,1,2,1
"3583",8226,"Rhein-Neckar-Kreis",1998,541859,0.259523,2,3,2
"3584",8226,"Rhein-Neckar-Kreis",1999,541859,0.270832,2,4,2
"3585",8226,"Rhein-Neckar-Kreis",2000,541859,0.270189,2,4,2
"3586",8226,"Rhein-Neckar-Kreis",2001,541859,0.282178,2,4,2
"3587",8226,"Rhein-Neckar-Kreis",2002,541859,0.292154,2,4,2
"3588",8226,"Rhein-Neckar-Kreis",2003,541859,0.316326,2,4,2
"3589",8226,"Rhein-Neckar-Kreis",2004,541859,0.337036,2,4,2
"3590",8226,"Rhein-Neckar-Kreis",2005,541859,0.346448,2,4,2
"3591",8226,"Rhein-Neckar-Kreis",2006,541859,0.369908,2,4,2
"3592",8226,"Rhein-Neckar-Kreis",2007,541859,0.3468,2,4,2
"3593",8226,"Rhein-Neckar-Kreis",2008,541859,0.359375,2,4,2
"3594",8226,"Rhein-Neckar-Kreis",2009,541859,0.387663,3,5,2
"3595",8226,"Rhein-Neckar-Kreis",2010,541859,0.394307,3,5,2
"3596",8226,"Rhein-Neckar-Kreis",2011,541859,0.389999,3,5,2
"3597",8226,"Rhein-Neckar-Kreis",2012,541859,0.382501,3,5,2
"3598",8226,"Rhein-Neckar-Kreis",2013,541859,0.404413,3,5,2
"3599",8226,"Rhein-Neckar-Kreis",2014,541859,0.410069,3,5,2
"3600",8226,"Rhein-Neckar-Kreis",2015,541859,0.418601,3,5,2
"3601",8231,"Pforzheim",1998,122247,0.290281,2,4,2
"3602",8231,"Pforzheim",1999,122247,0.294417,2,4,2
"3603",8231,"Pforzheim",2000,122247,0.256339,2,3,2
"3604",8231,"Pforzheim",2001,122247,0.267236,2,4,2
"3605",8231,"Pforzheim",2002,122247,0.274942,2,4,2
"3606",8231,"Pforzheim",2003,122247,0.312794,2,4,2
"3607",8231,"Pforzheim",2004,122247,0.31715,2,3,2
"3608",8231,"Pforzheim",2005,122247,0.337643,2,4,2
"3609",8231,"Pforzheim",2006,122247,0.399463,3,5,2
"3610",8231,"Pforzheim",2007,122247,0.37742,3,5,2
"3611",8231,"Pforzheim",2008,122247,0.384603,3,5,2
"3612",8231,"Pforzheim",2009,122247,0.431112,3,6,2
"3613",8231,"Pforzheim",2010,122247,0.429059,3,6,2
"3614",8231,"Pforzheim",2011,122247,0.411313,3,5,2
"3615",8231,"Pforzheim",2012,122247,0.397237,3,6,2
"3616",8231,"Pforzheim",2013,122247,0.460939,3,6,2
"3617",8231,"Pforzheim",2014,122247,0.465197,3,6,2
"3618",8231,"Pforzheim",2015,122247,0.477836,4,7,2
"3619",8235,"Calw",1998,155359,0.17917,1,2,1
"3620",8235,"Calw",1999,155359,0.172172,1,1,1
"3621",8235,"Calw",2000,155359,0.170296,1,2,1
"3622",8235,"Calw",2001,155359,0.178272,1,2,1
"3623",8235,"Calw",2002,155359,0.187685,1,2,1
"3624",8235,"Calw",2003,155359,0.220456,1,2,1
"3625",8235,"Calw",2004,155359,0.241131,1,2,1
"3626",8235,"Calw",2005,155359,0.246259,1,2,1
"3627",8235,"Calw",2006,155359,0.260851,1,2,1
"3628",8235,"Calw",2007,155359,0.244774,1,2,1
"3629",8235,"Calw",2008,155359,0.242309,1,2,1
"3630",8235,"Calw",2009,155359,0.226077,1,2,1
"3631",8235,"Calw",2010,155359,0.250545,1,2,1
"3632",8235,"Calw",2011,155359,0.233225,1,2,1
"3633",8235,"Calw",2012,155359,0.201874,1,2,1
"3634",8235,"Calw",2013,155359,0.252448,1,2,1
"3635",8235,"Calw",2014,155359,0.274286,1,2,1
"3636",8235,"Calw",2015,155359,0.280606,2,3,2
"3637",8236,"Enzkreis",1998,196066,0.114234,1,1,1
"3638",8236,"Enzkreis",1999,196066,0.117939,1,1,1
"3639",8236,"Enzkreis",2000,196066,0.118733,1,1,1
"3640",8236,"Enzkreis",2001,196066,0.081515,1,1,1
"3641",8236,"Enzkreis",2002,196066,0.110228,1,1,1
"3642",8236,"Enzkreis",2003,196066,0.14595,1,1,1
"3643",8236,"Enzkreis",2004,196066,0.151471,1,1,1
"3644",8236,"Enzkreis",2005,196066,0.156671,1,1,1
"3645",8236,"Enzkreis",2006,196066,0.158069,1,1,1
"3646",8236,"Enzkreis",2007,196066,0.148203,1,1,1
"3647",8236,"Enzkreis",2008,196066,0.124187,1,1,1
"3648",8236,"Enzkreis",2009,196066,0.154321,1,1,1
"3649",8236,"Enzkreis",2010,196066,0.139231,1,1,1
"3650",8236,"Enzkreis",2011,196066,0.145626,1,1,1
"3651",8236,"Enzkreis",2012,196066,0.103936,1,1,1
"3652",8236,"Enzkreis",2013,196066,0.146636,1,1,1
"3653",8236,"Enzkreis",2014,196066,0.167602,1,1,1
"3654",8236,"Enzkreis",2015,196066,0.156128,1,1,1
"3655",8237,"Freudenstadt",1998,116233,0.164322,1,1,1
"3656",8237,"Freudenstadt",1999,116233,0.17302,1,2,1
"3657",8237,"Freudenstadt",2000,116233,0.162781,1,1,1
"3658",8237,"Freudenstadt",2001,116233,0.151381,1,1,1
"3659",8237,"Freudenstadt",2002,116233,0.170807,1,1,1
"3660",8237,"Freudenstadt",2003,116233,0.202465,1,1,1
"3661",8237,"Freudenstadt",2004,116233,0.220364,1,1,1
"3662",8237,"Freudenstadt",2005,116233,0.189091,1,1,1
"3663",8237,"Freudenstadt",2006,116233,0.197917,1,1,1
"3664",8237,"Freudenstadt",2007,116233,0.197363,1,1,1
"3665",8237,"Freudenstadt",2008,116233,0.184522,1,1,1
"3666",8237,"Freudenstadt",2009,116233,0.191468,1,1,1
"3667",8237,"Freudenstadt",2010,116233,0.196594,1,1,1
"3668",8237,"Freudenstadt",2011,116233,0.184373,1,1,1
"3669",8237,"Freudenstadt",2012,116233,0.167058,1,1,1
"3670",8237,"Freudenstadt",2013,116233,0.199801,1,1,1
"3671",8237,"Freudenstadt",2014,116233,0.227156,1,1,1
"3672",8237,"Freudenstadt",2015,116233,0.224341,1,2,1
"3673",8311,"Freiburg im Breisgau",1998,226393,0.488375,4,8,2
"3674",8311,"Freiburg im Breisgau",1999,226393,0.480443,4,8,2
"3675",8311,"Freiburg im Breisgau",2000,226393,0.48847,4,8,2
"3676",8311,"Freiburg im Breisgau",2001,226393,0.500357,4,8,2
"3677",8311,"Freiburg im Breisgau",2002,226393,0.516539,4,8,2
"3678",8311,"Freiburg im Breisgau",2003,226393,0.54034,4,8,2
"3679",8311,"Freiburg im Breisgau",2004,226393,0.536771,4,8,2
"3680",8311,"Freiburg im Breisgau",2005,226393,0.545726,4,8,2
"3681",8311,"Freiburg im Breisgau",2006,226393,0.594395,4,8,2
"3682",8311,"Freiburg im Breisgau",2007,226393,0.584921,4,8,2
"3683",8311,"Freiburg im Breisgau",2008,226393,0.61598,4,8,2
"3684",8311,"Freiburg im Breisgau",2009,226393,0.646522,5,9,3
"3685",8311,"Freiburg im Breisgau",2010,226393,0.675001,5,9,3
"3686",8311,"Freiburg im Breisgau",2011,226393,0.654918,5,9,3
"3687",8311,"Freiburg im Breisgau",2012,226393,0.661194,5,9,3
"3688",8311,"Freiburg im Breisgau",2013,226393,0.662832,5,9,3
"3689",8311,"Freiburg im Breisgau",2014,226393,0.673871,5,9,3
"3690",8311,"Freiburg im Breisgau",2015,226393,0.680202,5,9,3
"3691",8315,"Breisgau-Hochschwarzwald",1998,257343,0.247815,2,3,2
"3692",8315,"Breisgau-Hochschwarzwald",1999,257343,0.253493,2,3,2
"3693",8315,"Breisgau-Hochschwarzwald",2000,257343,0.251069,2,3,2
"3694",8315,"Breisgau-Hochschwarzwald",2001,257343,0.253329,2,3,2
"3695",8315,"Breisgau-Hochschwarzwald",2002,257343,0.242734,2,3,2
"3696",8315,"Breisgau-Hochschwarzwald",2003,257343,0.257027,2,3,2
"3697",8315,"Breisgau-Hochschwarzwald",2004,257343,0.290507,2,3,2
"3698",8315,"Breisgau-Hochschwarzwald",2005,257343,0.296806,2,3,2
"3699",8315,"Breisgau-Hochschwarzwald",2006,257343,0.300688,2,3,2
"3700",8315,"Breisgau-Hochschwarzwald",2007,257343,0.292395,2,3,2
"3701",8315,"Breisgau-Hochschwarzwald",2008,257343,0.315981,2,3,2
"3702",8315,"Breisgau-Hochschwarzwald",2009,257343,0.285074,2,3,2
"3703",8315,"Breisgau-Hochschwarzwald",2010,257343,0.296043,2,3,2
"3704",8315,"Breisgau-Hochschwarzwald",2011,257343,0.281515,2,3,2
"3705",8315,"Breisgau-Hochschwarzwald",2012,257343,0.239707,2,3,2
"3706",8315,"Breisgau-Hochschwarzwald",2013,257343,0.285169,2,3,2
"3707",8315,"Breisgau-Hochschwarzwald",2014,257343,0.314799,2,3,2
"3708",8315,"Breisgau-Hochschwarzwald",2015,257343,0.308492,2,3,2
"3709",8316,"Emmendingen",1998,162082,0.235513,2,3,2
"3710",8316,"Emmendingen",1999,162082,0.214366,1,2,1
"3711",8316,"Emmendingen",2000,162082,0.224304,2,3,2
"3712",8316,"Emmendingen",2001,162082,0.208446,1,2,1
"3713",8316,"Emmendingen",2002,162082,0.232556,2,3,2
"3714",8316,"Emmendingen",2003,162082,0.255962,2,3,2
"3715",8316,"Emmendingen",2004,162082,0.271172,2,3,2
"3716",8316,"Emmendingen",2005,162082,0.269603,1,2,1
"3717",8316,"Emmendingen",2006,162082,0.271518,1,2,1
"3718",8316,"Emmendingen",2007,162082,0.257636,1,2,1
"3719",8316,"Emmendingen",2008,162082,0.277317,2,3,2
"3720",8316,"Emmendingen",2009,162082,0.241734,1,2,1
"3721",8316,"Emmendingen",2010,162082,0.263231,1,2,1
"3722",8316,"Emmendingen",2011,162082,0.241112,1,2,1
"3723",8316,"Emmendingen",2012,162082,0.210809,1,2,1
"3724",8316,"Emmendingen",2013,162082,0.248659,1,2,1
"3725",8316,"Emmendingen",2014,162082,0.266068,1,2,1
"3726",8316,"Emmendingen",2015,162082,0.266304,1,2,1
"3727",8317,"Ortenaukreis",1998,420106,0.221654,2,3,2
"3728",8317,"Ortenaukreis",1999,420106,0.213305,1,2,1
"3729",8317,"Ortenaukreis",2000,420106,0.202806,1,2,1
"3730",8317,"Ortenaukreis",2001,420106,0.194142,1,2,1
"3731",8317,"Ortenaukreis",2002,420106,0.215161,1,2,1
"3732",8317,"Ortenaukreis",2003,420106,0.24346,1,2,1
"3733",8317,"Ortenaukreis",2004,420106,0.251586,1,2,1
"3734",8317,"Ortenaukreis",2005,420106,0.252836,1,2,1
"3735",8317,"Ortenaukreis",2006,420106,0.267563,1,2,1
"3736",8317,"Ortenaukreis",2007,420106,0.262221,1,2,1
"3737",8317,"Ortenaukreis",2008,420106,0.255115,1,2,1
"3738",8317,"Ortenaukreis",2009,420106,0.262768,2,3,2
"3739",8317,"Ortenaukreis",2010,420106,0.25966,1,2,1
"3740",8317,"Ortenaukreis",2011,420106,0.260636,1,2,1
"3741",8317,"Ortenaukreis",2012,420106,0.234081,1,2,1
"3742",8317,"Ortenaukreis",2013,420106,0.268918,1,2,1
"3743",8317,"Ortenaukreis",2014,420106,0.277613,1,2,1
"3744",8317,"Ortenaukreis",2015,420106,0.28024,2,3,2
"3745",8325,"Rottweil",1998,137500,0.111851,1,1,1
"3746",8325,"Rottweil",1999,137500,0.094634,1,1,1
"3747",8325,"Rottweil",2000,137500,0.127904,1,1,1
"3748",8325,"Rottweil",2001,137500,0.087579,1,1,1
"3749",8325,"Rottweil",2002,137500,0.13152,1,1,1
"3750",8325,"Rottweil",2003,137500,0.152199,1,1,1
"3751",8325,"Rottweil",2004,137500,0.135842,1,1,1
"3752",8325,"Rottweil",2005,137500,0.162839,1,1,1
"3753",8325,"Rottweil",2006,137500,0.150886,1,1,1
"3754",8325,"Rottweil",2007,137500,0.141009,1,1,1
"3755",8325,"Rottweil",2008,137500,0.139787,1,1,1
"3756",8325,"Rottweil",2009,137500,0.13915,1,1,1
"3757",8325,"Rottweil",2010,137500,0.126068,1,1,1
"3758",8325,"Rottweil",2011,137500,0.121036,1,1,1
"3759",8325,"Rottweil",2012,137500,0.080395,1,1,1
"3760",8325,"Rottweil",2013,137500,0.154155,1,1,1
"3761",8325,"Rottweil",2014,137500,0.139842,1,1,1
"3762",8325,"Rottweil",2015,137500,0.154569,1,1,1
"3763",8326,"Schwarzwald-Baar-Kreis",1998,209648,0.173766,1,1,1
"3764",8326,"Schwarzwald-Baar-Kreis",1999,209648,0.179278,1,2,1
"3765",8326,"Schwarzwald-Baar-Kreis",2000,209648,0.172082,1,2,1
"3766",8326,"Schwarzwald-Baar-Kreis",2001,209648,0.182391,1,2,1
"3767",8326,"Schwarzwald-Baar-Kreis",2002,209648,0.193111,1,2,1
"3768",8326,"Schwarzwald-Baar-Kreis",2003,209648,0.239775,1,2,1
"3769",8326,"Schwarzwald-Baar-Kreis",2004,209648,0.264897,1,2,1
"3770",8326,"Schwarzwald-Baar-Kreis",2005,209648,0.261239,1,2,1
"3771",8326,"Schwarzwald-Baar-Kreis",2006,209648,0.26025,1,2,1
"3772",8326,"Schwarzwald-Baar-Kreis",2007,209648,0.236962,1,2,1
"3773",8326,"Schwarzwald-Baar-Kreis",2008,209648,0.225106,1,2,1
"3774",8326,"Schwarzwald-Baar-Kreis",2009,209648,0.249167,2,3,2
"3775",8326,"Schwarzwald-Baar-Kreis",2010,209648,0.233939,1,2,1
"3776",8326,"Schwarzwald-Baar-Kreis",2011,209648,0.236502,1,2,1
"3777",8326,"Schwarzwald-Baar-Kreis",2012,209648,0.217703,1,2,1
"3778",8326,"Schwarzwald-Baar-Kreis",2013,209648,0.248447,1,2,1
"3779",8326,"Schwarzwald-Baar-Kreis",2014,209648,0.254791,1,2,1
"3780",8326,"Schwarzwald-Baar-Kreis",2015,209648,0.257962,1,2,1
"3781",8327,"Tuttlingen",1998,136606,0.080152,1,1,1
"3782",8327,"Tuttlingen",1999,136606,0.075585,1,1,1
"3783",8327,"Tuttlingen",2000,136606,0.075066,1,1,1
"3784",8327,"Tuttlingen",2001,136606,0.044559,1,1,1
"3785",8327,"Tuttlingen",2002,136606,0.086918,1,1,1
"3786",8327,"Tuttlingen",2003,136606,0.105789,1,1,1
"3787",8327,"Tuttlingen",2004,136606,0.124911,1,1,1
"3788",8327,"Tuttlingen",2005,136606,0.105295,1,1,1
"3789",8327,"Tuttlingen",2006,136606,0.109956,1,1,1
"3790",8327,"Tuttlingen",2007,136606,0.10408,1,1,1
"3791",8327,"Tuttlingen",2008,136606,0.112428,1,1,1
"3792",8327,"Tuttlingen",2009,136606,0.100535,1,1,1
"3793",8327,"Tuttlingen",2010,136606,0.117456,1,1,1
"3794",8327,"Tuttlingen",2011,136606,0.093612,1,1,1
"3795",8327,"Tuttlingen",2012,136606,0.061223,1,1,1
"3796",8327,"Tuttlingen",2013,136606,0.115354,1,1,1
"3797",8327,"Tuttlingen",2014,136606,0.130656,1,1,1
"3798",8327,"Tuttlingen",2015,136606,0.126748,1,1,1
"3799",8335,"Konstanz",1998,280288,0.335933,3,5,2
"3800",8335,"Konstanz",1999,280288,0.338245,3,5,2
"3801",8335,"Konstanz",2000,280288,0.323253,3,5,2
"3802",8335,"Konstanz",2001,280288,0.338019,3,5,2
"3803",8335,"Konstanz",2002,280288,0.344701,3,5,2
"3804",8335,"Konstanz",2003,280288,0.372662,3,5,2
"3805",8335,"Konstanz",2004,280288,0.376287,3,5,2
"3806",8335,"Konstanz",2005,280288,0.382665,3,5,2
"3807",8335,"Konstanz",2006,280288,0.411028,3,5,2
"3808",8335,"Konstanz",2007,280288,0.38732,3,5,2
"3809",8335,"Konstanz",2008,280288,0.407663,3,6,2
"3810",8335,"Konstanz",2009,280288,0.425403,3,6,2
"3811",8335,"Konstanz",2010,280288,0.430525,3,6,2
"3812",8335,"Konstanz",2011,280288,0.41132,3,5,2
"3813",8335,"Konstanz",2012,280288,0.38834,3,5,2
"3814",8335,"Konstanz",2013,280288,0.423546,3,6,2
"3815",8335,"Konstanz",2014,280288,0.444522,3,6,2
"3816",8335,"Konstanz",2015,280288,0.431402,3,6,2
"3817",8336,"Lörrach",1998,226708,0.265418,2,3,2
"3818",8336,"Lörrach",1999,226708,0.254536,2,3,2
"3819",8336,"Lörrach",2000,226708,0.259186,2,3,2
"3820",8336,"Lörrach",2001,226708,0.253648,2,3,2
"3821",8336,"Lörrach",2002,226708,0.257472,2,3,2
"3822",8336,"Lörrach",2003,226708,0.288071,2,3,2
"3823",8336,"Lörrach",2004,226708,0.287604,2,3,2
"3824",8336,"Lörrach",2005,226708,0.309984,2,3,2
"3825",8336,"Lörrach",2006,226708,0.3135,2,3,2
"3826",8336,"Lörrach",2007,226708,0.300951,2,3,2
"3827",8336,"Lörrach",2008,226708,0.315629,2,3,2
"3828",8336,"Lörrach",2009,226708,0.306143,2,4,2
"3829",8336,"Lörrach",2010,226708,0.316769,2,3,2
"3830",8336,"Lörrach",2011,226708,0.315101,2,3,2
"3831",8336,"Lörrach",2012,226708,0.278466,2,3,2
"3832",8336,"Lörrach",2013,226708,0.325747,2,3,2
"3833",8336,"Lörrach",2014,226708,0.306125,2,3,2
"3834",8336,"Lörrach",2015,226708,0.288621,2,3,2
"3835",8337,"Waldshut",1998,167861,0.280354,2,4,2
"3836",8337,"Waldshut",1999,167861,0.268375,2,3,2
"3837",8337,"Waldshut",2000,167861,0.247435,2,3,2
"3838",8337,"Waldshut",2001,167861,0.248571,2,3,2
"3839",8337,"Waldshut",2002,167861,0.263656,2,3,2
"3840",8337,"Waldshut",2003,167861,0.273028,2,3,2
"3841",8337,"Waldshut",2004,167861,0.298329,2,3,2
"3842",8337,"Waldshut",2005,167861,0.293394,2,3,2
"3843",8337,"Waldshut",2006,167861,0.304447,2,3,2
"3844",8337,"Waldshut",2007,167861,0.295834,2,3,2
"3845",8337,"Waldshut",2008,167861,0.29857,2,3,2
"3846",8337,"Waldshut",2009,167861,0.28819,2,3,2
"3847",8337,"Waldshut",2010,167861,0.310661,2,3,2
"3848",8337,"Waldshut",2011,167861,0.280078,2,3,2
"3849",8337,"Waldshut",2012,167861,0.247771,2,3,2
"3850",8337,"Waldshut",2013,167861,0.298702,2,3,2
"3851",8337,"Waldshut",2014,167861,0.302556,2,3,2
"3852",8337,"Waldshut",2015,167861,0.285902,2,3,2
"3853",8415,"Reutlingen",1998,282113,0.186629,1,2,1
"3854",8415,"Reutlingen",1999,282113,0.181427,1,2,1
"3855",8415,"Reutlingen",2000,282113,0.186665,1,2,1
"3856",8415,"Reutlingen",2001,282113,0.192116,1,2,1
"3857",8415,"Reutlingen",2002,282113,0.204299,1,2,1
"3858",8415,"Reutlingen",2003,282113,0.227693,1,2,1
"3859",8415,"Reutlingen",2004,282113,0.23449,1,2,1
"3860",8415,"Reutlingen",2005,282113,0.257152,1,2,1
"3861",8415,"Reutlingen",2006,282113,0.263028,1,2,1
"3862",8415,"Reutlingen",2007,282113,0.260217,1,2,1
"3863",8415,"Reutlingen",2008,282113,0.270297,2,3,2
"3864",8415,"Reutlingen",2009,282113,0.277974,2,3,2
"3865",8415,"Reutlingen",2010,282113,0.303474,2,3,2
"3866",8415,"Reutlingen",2011,282113,0.285127,2,3,2
"3867",8415,"Reutlingen",2012,282113,0.277577,2,3,2
"3868",8415,"Reutlingen",2013,282113,0.300549,2,3,2
"3869",8415,"Reutlingen",2014,282113,0.301808,2,3,2
"3870",8415,"Reutlingen",2015,282113,0.303908,2,3,2
"3871",8416,"Tübingen",1998,221837,0.33485,3,5,2
"3872",8416,"Tübingen",1999,221837,0.335799,3,5,2
"3873",8416,"Tübingen",2000,221837,0.325906,3,5,2
"3874",8416,"Tübingen",2001,221837,0.353817,3,5,2
"3875",8416,"Tübingen",2002,221837,0.354423,3,5,2
"3876",8416,"Tübingen",2003,221837,0.376242,3,5,2
"3877",8416,"Tübingen",2004,221837,0.401305,3,6,2
"3878",8416,"Tübingen",2005,221837,0.39949,3,5,2
"3879",8416,"Tübingen",2006,221837,0.429918,3,6,2
"3880",8416,"Tübingen",2007,221837,0.411452,3,6,2
"3881",8416,"Tübingen",2008,221837,0.438756,3,6,2
"3882",8416,"Tübingen",2009,221837,0.467073,4,7,2
"3883",8416,"Tübingen",2010,221837,0.500765,4,7,2
"3884",8416,"Tübingen",2011,221837,0.479245,4,7,2
"3885",8416,"Tübingen",2012,221837,0.449436,3,6,2
"3886",8416,"Tübingen",2013,221837,0.466968,3,6,2
"3887",8416,"Tübingen",2014,221837,0.496403,4,7,2
"3888",8416,"Tübingen",2015,221837,0.50951,4,7,2
"3889",8417,"Zollernalbkreis",1998,188595,0.117984,1,1,1
"3890",8417,"Zollernalbkreis",1999,188595,0.130899,1,1,1
"3891",8417,"Zollernalbkreis",2000,188595,0.128343,1,1,1
"3892",8417,"Zollernalbkreis",2001,188595,0.077853,1,1,1
"3893",8417,"Zollernalbkreis",2002,188595,0.115536,1,1,1
"3894",8417,"Zollernalbkreis",2003,188595,0.167401,1,1,1
"3895",8417,"Zollernalbkreis",2004,188595,0.183684,1,1,1
"3896",8417,"Zollernalbkreis",2005,188595,0.183439,1,1,1
"3897",8417,"Zollernalbkreis",2006,188595,0.178743,1,1,1
"3898",8417,"Zollernalbkreis",2007,188595,0.166526,1,1,1
"3899",8417,"Zollernalbkreis",2008,188595,0.172515,1,1,1
"3900",8417,"Zollernalbkreis",2009,188595,0.163086,1,1,1
"3901",8417,"Zollernalbkreis",2010,188595,0.166883,1,1,1
"3902",8417,"Zollernalbkreis",2011,188595,0.163615,1,1,1
"3903",8417,"Zollernalbkreis",2012,188595,0.137394,1,1,1
"3904",8417,"Zollernalbkreis",2013,188595,0.181446,1,1,1
"3905",8417,"Zollernalbkreis",2014,188595,0.199929,1,1,1
"3906",8417,"Zollernalbkreis",2015,188595,0.18546,1,1,1
"3907",8421,"Ulm",1998,122636,0.235563,2,3,2
"3908",8421,"Ulm",1999,122636,0.251029,2,3,2
"3909",8421,"Ulm",2000,122636,0.286858,2,4,2
"3910",8421,"Ulm",2001,122636,0.269849,2,4,2
"3911",8421,"Ulm",2002,122636,0.314815,2,4,2
"3912",8421,"Ulm",2003,122636,0.361232,3,5,2
"3913",8421,"Ulm",2004,122636,0.367456,3,5,2
"3914",8421,"Ulm",2005,122636,0.408218,3,6,2
"3915",8421,"Ulm",2006,122636,0.403925,3,5,2
"3916",8421,"Ulm",2007,122636,0.394716,3,5,2
"3917",8421,"Ulm",2008,122636,0.388506,3,5,2
"3918",8421,"Ulm",2009,122636,0.416434,3,6,2
"3919",8421,"Ulm",2010,122636,0.431155,3,6,2
"3920",8421,"Ulm",2011,122636,0.386042,3,5,2
"3921",8421,"Ulm",2012,122636,0.376438,3,5,2
"3922",8421,"Ulm",2013,122636,0.406365,3,5,2
"3923",8421,"Ulm",2014,122636,0.41441,3,5,2
"3924",8421,"Ulm",2015,122636,0.386843,3,5,2
"3925",8425,"Alb-Donau-Kreis",1998,192104,0.142123,1,1,1
"3926",8425,"Alb-Donau-Kreis",1999,192104,0.145568,1,1,1
"3927",8425,"Alb-Donau-Kreis",2000,192104,0.132836,1,1,1
"3928",8425,"Alb-Donau-Kreis",2001,192104,0.119988,1,1,1
"3929",8425,"Alb-Donau-Kreis",2002,192104,0.15031,1,1,1
"3930",8425,"Alb-Donau-Kreis",2003,192104,0.178094,1,1,1
"3931",8425,"Alb-Donau-Kreis",2004,192104,0.191818,1,1,1
"3932",8425,"Alb-Donau-Kreis",2005,192104,0.20529,1,1,1
"3933",8425,"Alb-Donau-Kreis",2006,192104,0.184286,1,1,1
"3934",8425,"Alb-Donau-Kreis",2007,192104,0.169788,1,1,1
"3935",8425,"Alb-Donau-Kreis",2008,192104,0.157921,1,1,1
"3936",8425,"Alb-Donau-Kreis",2009,192104,0.166097,1,1,1
"3937",8425,"Alb-Donau-Kreis",2010,192104,0.163502,1,1,1
"3938",8425,"Alb-Donau-Kreis",2011,192104,0.163214,1,1,1
"3939",8425,"Alb-Donau-Kreis",2012,192104,0.130595,1,1,1
"3940",8425,"Alb-Donau-Kreis",2013,192104,0.168053,1,1,1
"3941",8425,"Alb-Donau-Kreis",2014,192104,0.182105,1,1,1
"3942",8425,"Alb-Donau-Kreis",2015,192104,0.155596,1,1,1
"3943",8426,"Biberach",1998,194019,0.178331,1,2,1
"3944",8426,"Biberach",1999,194019,0.199729,1,2,1
"3945",8426,"Biberach",2000,194019,0.203289,1,2,1
"3946",8426,"Biberach",2001,194019,0.211591,1,2,1
"3947",8426,"Biberach",2002,194019,0.225158,2,3,2
"3948",8426,"Biberach",2003,194019,0.25036,1,2,1
"3949",8426,"Biberach",2004,194019,0.26925,1,2,1
"3950",8426,"Biberach",2005,194019,0.261781,1,2,1
"3951",8426,"Biberach",2006,194019,0.239836,1,2,1
"3952",8426,"Biberach",2007,194019,0.228654,1,2,1
"3953",8426,"Biberach",2008,194019,0.242749,1,2,1
"3954",8426,"Biberach",2009,194019,0.221484,1,2,1
"3955",8426,"Biberach",2010,194019,0.209471,1,2,1
"3956",8426,"Biberach",2011,194019,0.211359,1,1,1
"3957",8426,"Biberach",2012,194019,0.184554,1,2,1
"3958",8426,"Biberach",2013,194019,0.21858,1,1,1
"3959",8426,"Biberach",2014,194019,0.250515,1,2,1
"3960",8426,"Biberach",2015,194019,0.228976,1,2,1
"3961",8435,"Bodenseekreis",1998,212201,0.210454,1,2,1
"3962",8435,"Bodenseekreis",1999,212201,0.237701,2,3,2
"3963",8435,"Bodenseekreis",2000,212201,0.246862,2,3,2
"3964",8435,"Bodenseekreis",2001,212201,0.270742,2,4,2
"3965",8435,"Bodenseekreis",2002,212201,0.273024,2,3,2
"3966",8435,"Bodenseekreis",2003,212201,0.300579,2,3,2
"3967",8435,"Bodenseekreis",2004,212201,0.324298,2,4,2
"3968",8435,"Bodenseekreis",2005,212201,0.308211,2,3,2
"3969",8435,"Bodenseekreis",2006,212201,0.320933,2,3,2
"3970",8435,"Bodenseekreis",2007,212201,0.304545,2,3,2
"3971",8435,"Bodenseekreis",2008,212201,0.330197,2,4,2
"3972",8435,"Bodenseekreis",2009,212201,0.332694,2,4,2
"3973",8435,"Bodenseekreis",2010,212201,0.356602,2,4,2
"3974",8435,"Bodenseekreis",2011,212201,0.33932,2,4,2
"3975",8435,"Bodenseekreis",2012,212201,0.307086,2,4,2
"3976",8435,"Bodenseekreis",2013,212201,0.321332,2,3,2
"3977",8435,"Bodenseekreis",2014,212201,0.343344,2,4,2
"3978",8435,"Bodenseekreis",2015,212201,0.294263,2,3,2
"3979",8436,"Ravensburg",1998,279296,0.260938,2,3,2
"3980",8436,"Ravensburg",1999,279296,0.26901,2,4,2
"3981",8436,"Ravensburg",2000,279296,0.263948,2,4,2
"3982",8436,"Ravensburg",2001,279296,0.281325,2,4,2
"3983",8436,"Ravensburg",2002,279296,0.290535,2,4,2
"3984",8436,"Ravensburg",2003,279296,0.300808,2,3,2
"3985",8436,"Ravensburg",2004,279296,0.311019,2,3,2
"3986",8436,"Ravensburg",2005,279296,0.316252,2,3,2
"3987",8436,"Ravensburg",2006,279296,0.330527,2,3,2
"3988",8436,"Ravensburg",2007,279296,0.311378,2,4,2
"3989",8436,"Ravensburg",2008,279296,0.33072,2,4,2
"3990",8436,"Ravensburg",2009,279296,0.330995,2,4,2
"3991",8436,"Ravensburg",2010,279296,0.335234,2,4,2
"3992",8436,"Ravensburg",2011,279296,0.324149,2,3,2
"3993",8436,"Ravensburg",2012,279296,0.287769,2,3,2
"3994",8436,"Ravensburg",2013,279296,0.323167,2,3,2
"3995",8436,"Ravensburg",2014,279296,0.335929,2,3,2
"3996",8436,"Ravensburg",2015,279296,0.295754,2,3,2
