"","Kreiskennziffer","Name des Kreises","Jahr","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",1001,"Flensburg, Stadt",1998,85942,0.632281,5,9,3
"2",1001,"Flensburg, Stadt",1999,85942,0.638408,5,9,3
"3",1001,"Flensburg, Stadt",2000,85942,0.630422,5,9,3
"4",1001,"Flensburg, Stadt",2001,85942,0.660047,5,9,3
"5",1001,"Flensburg, Stadt",2002,85942,0.595229,4,8,2
"6",1001,"Flensburg, Stadt",2003,85942,0.652607,5,9,3
"7",1001,"Flensburg, Stadt",2004,85942,0.64947,5,9,3
"8",1001,"Flensburg, Stadt",2005,85942,0.694958,5,9,3
"9",1001,"Flensburg, Stadt",2006,85942,0.722242,5,9,3
"10",1001,"Flensburg, Stadt",2007,85942,0.682666,5,9,3
"11",1001,"Flensburg, Stadt",2008,85942,0.713602,5,9,3
"12",1001,"Flensburg, Stadt",2009,85942,0.704233,5,9,3
"13",1001,"Flensburg, Stadt",2010,85942,0.724799,5,10,3
"14",1001,"Flensburg, Stadt",2011,85942,0.68912,5,9,3
"15",1001,"Flensburg, Stadt",2012,85942,0.661783,5,9,3
"16",1001,"Flensburg, Stadt",2013,85942,0.700658,5,10,3
"17",1001,"Flensburg, Stadt",2014,85942,0.714735,5,10,3
"18",1001,"Flensburg, Stadt",2015,85942,0.699865,5,10,3
"19",1002,"Kiel, Stadt",1998,246306,0.511822,4,8,2
"20",1002,"Kiel, Stadt",1999,246306,0.552545,4,8,2
"21",1002,"Kiel, Stadt",2000,246306,0.528966,4,8,2
"22",1002,"Kiel, Stadt",2001,246306,0.557603,4,8,2
"23",1002,"Kiel, Stadt",2002,246306,0.547783,4,8,2
"24",1002,"Kiel, Stadt",2003,246306,0.590832,4,8,2
"25",1002,"Kiel, Stadt",2004,246306,0.599571,4,8,2
"26",1002,"Kiel, Stadt",2005,246306,0.636262,4,8,2
"27",1002,"Kiel, Stadt",2006,246306,0.650738,4,8,2
"28",1002,"Kiel, Stadt",2007,246306,0.621281,5,9,3
"29",1002,"Kiel, Stadt",2008,246306,0.67502,5,9,3
"30",1002,"Kiel, Stadt",2009,246306,0.665436,5,9,3
"31",1002,"Kiel, Stadt",2010,246306,0.696409,5,9,3
"32",1002,"Kiel, Stadt",2011,246306,0.692811,5,10,3
"33",1002,"Kiel, Stadt",2012,246306,0.668345,5,9,3
"34",1002,"Kiel, Stadt",2013,246306,0.679713,5,9,3
"35",1002,"Kiel, Stadt",2014,246306,0.675265,5,9,3
"36",1002,"Kiel, Stadt",2015,246306,0.718941,5,10,3
"37",1003,"Lübeck, Stadt",1998,216253,0.511862,4,8,2
"38",1003,"Lübeck, Stadt",1999,216253,0.55612,4,8,2
"39",1003,"Lübeck, Stadt",2000,216253,0.534105,4,8,2
"40",1003,"Lübeck, Stadt",2001,216253,0.564559,4,8,2
"41",1003,"Lübeck, Stadt",2002,216253,0.538791,4,8,2
"42",1003,"Lübeck, Stadt",2003,216253,0.577722,4,8,2
"43",1003,"Lübeck, Stadt",2004,216253,0.552227,4,8,2
"44",1003,"Lübeck, Stadt",2005,216253,0.588558,4,8,2
"45",1003,"Lübeck, Stadt",2006,216253,0.608016,4,8,2
"46",1003,"Lübeck, Stadt",2007,216253,0.597612,4,8,2
"47",1003,"Lübeck, Stadt",2008,216253,0.607435,4,8,2
"48",1003,"Lübeck, Stadt",2009,216253,0.615237,4,8,2
"49",1003,"Lübeck, Stadt",2010,216253,0.603038,4,8,2
"50",1003,"Lübeck, Stadt",2011,216253,0.638416,5,9,3
"51",1003,"Lübeck, Stadt",2012,216253,0.606692,4,8,2
"52",1003,"Lübeck, Stadt",2013,216253,0.627048,5,9,3
"53",1003,"Lübeck, Stadt",2014,216253,0.60284,4,8,2
"54",1003,"Lübeck, Stadt",2015,216253,0.639648,5,9,3
"55",1004,"Neumünster, Stadt",1998,79197,0.490564,4,8,2
"56",1004,"Neumünster, Stadt",1999,79197,0.563915,4,8,2
"57",1004,"Neumünster, Stadt",2000,79197,0.529542,4,8,2
"58",1004,"Neumünster, Stadt",2001,79197,0.555337,4,8,2
"59",1004,"Neumünster, Stadt",2002,79197,0.536536,4,8,2
"60",1004,"Neumünster, Stadt",2003,79197,0.55334,4,8,2
"61",1004,"Neumünster, Stadt",2004,79197,0.538829,4,8,2
"62",1004,"Neumünster, Stadt",2005,79197,0.584111,4,8,2
"63",1004,"Neumünster, Stadt",2006,79197,0.6215,4,8,2
"64",1004,"Neumünster, Stadt",2007,79197,0.585478,4,8,2
"65",1004,"Neumünster, Stadt",2008,79197,0.597429,4,8,2
"66",1004,"Neumünster, Stadt",2009,79197,0.609082,4,8,2
"67",1004,"Neumünster, Stadt",2010,79197,0.645346,5,9,3
"68",1004,"Neumünster, Stadt",2011,79197,0.634503,5,9,3
"69",1004,"Neumünster, Stadt",2012,79197,0.650462,5,9,3
"70",1004,"Neumünster, Stadt",2013,79197,0.61878,4,8,2
"71",1004,"Neumünster, Stadt",2014,79197,0.641509,5,9,3
"72",1004,"Neumünster, Stadt",2015,79197,0.644947,5,9,3
"73",1051,"Dithmarschen",1998,132917,0.446605,4,7,2
"74",1051,"Dithmarschen",1999,132917,0.456251,4,7,2
"75",1051,"Dithmarschen",2000,132917,0.448219,4,7,2
"76",1051,"Dithmarschen",2001,132917,0.465559,4,7,2
"77",1051,"Dithmarschen",2002,132917,0.443234,4,7,2
"78",1051,"Dithmarschen",2003,132917,0.500138,4,7,2
"79",1051,"Dithmarschen",2004,132917,0.50084,4,7,2
"80",1051,"Dithmarschen",2005,132917,0.50708,4,7,2
"81",1051,"Dithmarschen",2006,132917,0.529996,4,7,2
"82",1051,"Dithmarschen",2007,132917,0.496343,4,7,2
"83",1051,"Dithmarschen",2008,132917,0.516614,4,7,2
"84",1051,"Dithmarschen",2009,132917,0.503073,4,7,2
"85",1051,"Dithmarschen",2010,132917,0.514512,4,7,2
"86",1051,"Dithmarschen",2011,132917,0.499351,4,7,2
"87",1051,"Dithmarschen",2012,132917,0.471482,4,7,2
"88",1051,"Dithmarschen",2013,132917,0.485505,4,7,2
"89",1051,"Dithmarschen",2014,132917,0.476682,4,7,2
"90",1051,"Dithmarschen",2015,132917,0.475335,4,7,2
"91",1053,"Herzogtum Lauenburg",1998,192999,0.358856,3,6,2
"92",1053,"Herzogtum Lauenburg",1999,192999,0.350446,3,5,2
"93",1053,"Herzogtum Lauenburg",2000,192999,0.361317,3,6,2
"94",1053,"Herzogtum Lauenburg",2001,192999,0.386672,3,6,2
"95",1053,"Herzogtum Lauenburg",2002,192999,0.371799,3,6,2
"96",1053,"Herzogtum Lauenburg",2003,192999,0.400579,3,6,2
"97",1053,"Herzogtum Lauenburg",2004,192999,0.434892,3,6,2
"98",1053,"Herzogtum Lauenburg",2005,192999,0.426541,3,6,2
"99",1053,"Herzogtum Lauenburg",2006,192999,0.437448,3,6,2
"100",1053,"Herzogtum Lauenburg",2007,192999,0.42615,3,6,2
"101",1053,"Herzogtum Lauenburg",2008,192999,0.405009,3,6,2
"102",1053,"Herzogtum Lauenburg",2009,192999,0.379431,3,5,2
"103",1053,"Herzogtum Lauenburg",2010,192999,0.40895,3,5,2
"104",1053,"Herzogtum Lauenburg",2011,192999,0.398402,3,5,2
"105",1053,"Herzogtum Lauenburg",2012,192999,0.401334,3,6,2
"106",1053,"Herzogtum Lauenburg",2013,192999,0.415891,3,5,2
"107",1053,"Herzogtum Lauenburg",2014,192999,0.423921,3,6,2
"108",1053,"Herzogtum Lauenburg",2015,192999,0.389482,3,5,2
"109",1054,"Nordfriesland",1998,163960,0.416682,4,7,2
"110",1054,"Nordfriesland",1999,163960,0.422715,4,7,2
"111",1054,"Nordfriesland",2000,163960,0.439146,4,7,2
"112",1054,"Nordfriesland",2001,163960,0.469603,4,7,2
"113",1054,"Nordfriesland",2002,163960,0.467258,4,7,2
"114",1054,"Nordfriesland",2003,163960,0.502898,4,8,2
"115",1054,"Nordfriesland",2004,163960,0.479505,4,7,2
"116",1054,"Nordfriesland",2005,163960,0.479195,4,7,2
"117",1054,"Nordfriesland",2006,163960,0.500216,4,7,2
"118",1054,"Nordfriesland",2007,163960,0.439183,3,6,2
"119",1054,"Nordfriesland",2008,163960,0.451756,3,6,2
"120",1054,"Nordfriesland",2009,163960,0.431661,3,6,2
"121",1054,"Nordfriesland",2010,163960,0.418816,3,6,2
"122",1054,"Nordfriesland",2011,163960,0.412505,3,5,2
"123",1054,"Nordfriesland",2012,163960,0.399326,3,6,2
"124",1054,"Nordfriesland",2013,163960,0.40828,3,5,2
"125",1054,"Nordfriesland",2014,163960,0.414484,3,5,2
"126",1054,"Nordfriesland",2015,163960,0.381224,3,5,2
"127",1055,"Ostholstein",1998,199574,0.440591,4,7,2
"128",1055,"Ostholstein",1999,199574,0.442825,4,7,2
"129",1055,"Ostholstein",2000,199574,0.449974,4,7,2
"130",1055,"Ostholstein",2001,199574,0.484995,4,7,2
"131",1055,"Ostholstein",2002,199574,0.449212,4,7,2
"132",1055,"Ostholstein",2003,199574,0.470915,4,7,2
"133",1055,"Ostholstein",2004,199574,0.486148,4,7,2
"134",1055,"Ostholstein",2005,199574,0.494794,4,7,2
"135",1055,"Ostholstein",2006,199574,0.496352,4,7,2
"136",1055,"Ostholstein",2007,199574,0.482868,4,7,2
"137",1055,"Ostholstein",2008,199574,0.489024,4,7,2
"138",1055,"Ostholstein",2009,199574,0.469972,4,7,2
"139",1055,"Ostholstein",2010,199574,0.473091,4,7,2
"140",1055,"Ostholstein",2011,199574,0.445424,3,6,2
"141",1055,"Ostholstein",2012,199574,0.410325,3,6,2
"142",1055,"Ostholstein",2013,199574,0.429516,3,6,2
"143",1055,"Ostholstein",2014,199574,0.440824,3,6,2
"144",1055,"Ostholstein",2015,199574,0.420965,3,6,2
"145",1056,"Pinneberg",1998,307471,0.269097,2,4,2
"146",1056,"Pinneberg",1999,307471,0.289526,2,4,2
"147",1056,"Pinneberg",2000,307471,0.294984,2,4,2
"148",1056,"Pinneberg",2001,307471,0.301302,2,4,2
"149",1056,"Pinneberg",2002,307471,0.319315,2,4,2
"150",1056,"Pinneberg",2003,307471,0.331096,2,4,2
"151",1056,"Pinneberg",2004,307471,0.342816,2,4,2
"152",1056,"Pinneberg",2005,307471,0.342505,2,4,2
"153",1056,"Pinneberg",2006,307471,0.35323,2,4,2
"154",1056,"Pinneberg",2007,307471,0.331005,2,4,2
"155",1056,"Pinneberg",2008,307471,0.346011,2,4,2
"156",1056,"Pinneberg",2009,307471,0.297225,2,4,2
"157",1056,"Pinneberg",2010,307471,0.322412,2,4,2
"158",1056,"Pinneberg",2011,307471,0.307474,2,3,2
"159",1056,"Pinneberg",2012,307471,0.297452,2,4,2
"160",1056,"Pinneberg",2013,307471,0.3139,2,3,2
"161",1056,"Pinneberg",2014,307471,0.338064,2,3,2
"162",1056,"Pinneberg",2015,307471,0.327056,2,3,2
"163",1057,"Plön",1998,128304,0.394437,3,6,2
"164",1057,"Plön",1999,128304,0.414621,4,7,2
"165",1057,"Plön",2000,128304,0.417356,4,7,2
"166",1057,"Plön",2001,128304,0.45862,4,7,2
"167",1057,"Plön",2002,128304,0.433929,4,7,2
"168",1057,"Plön",2003,128304,0.451583,4,7,2
"169",1057,"Plön",2004,128304,0.466617,4,7,2
"170",1057,"Plön",2005,128304,0.450588,3,6,2
"171",1057,"Plön",2006,128304,0.466052,3,6,2
"172",1057,"Plön",2007,128304,0.450464,3,6,2
"173",1057,"Plön",2008,128304,0.471023,4,7,2
"174",1057,"Plön",2009,128304,0.435268,3,6,2
"175",1057,"Plön",2010,128304,0.462026,3,6,2
"176",1057,"Plön",2011,128304,0.423239,3,6,2
"177",1057,"Plön",2012,128304,0.410281,3,6,2
"178",1057,"Plön",2013,128304,0.420182,3,5,2
"179",1057,"Plön",2014,128304,0.428984,3,6,2
"180",1057,"Plön",2015,128304,0.409021,3,5,2
"181",1058,"Rendsburg-Eckernförde",1998,270378,0.365913,3,6,2
"182",1058,"Rendsburg-Eckernförde",1999,270378,0.390612,3,6,2
"183",1058,"Rendsburg-Eckernförde",2000,270378,0.389121,3,6,2
"184",1058,"Rendsburg-Eckernförde",2001,270378,0.425622,3,6,2
"185",1058,"Rendsburg-Eckernförde",2002,270378,0.406781,3,6,2
"186",1058,"Rendsburg-Eckernförde",2003,270378,0.412455,3,6,2
"187",1058,"Rendsburg-Eckernförde",2004,270378,0.427378,3,6,2
"188",1058,"Rendsburg-Eckernförde",2005,270378,0.432294,3,6,2
"189",1058,"Rendsburg-Eckernförde",2006,270378,0.425794,3,5,2
"190",1058,"Rendsburg-Eckernförde",2007,270378,0.431263,3,6,2
"191",1058,"Rendsburg-Eckernförde",2008,270378,0.43184,3,6,2
"192",1058,"Rendsburg-Eckernförde",2009,270378,0.392433,3,5,2
"193",1058,"Rendsburg-Eckernförde",2010,270378,0.399938,3,5,2
"194",1058,"Rendsburg-Eckernförde",2011,270378,0.415437,3,6,2
"195",1058,"Rendsburg-Eckernförde",2012,270378,0.412574,3,6,2
"196",1058,"Rendsburg-Eckernförde",2013,270378,0.416971,3,5,2
"197",1058,"Rendsburg-Eckernförde",2014,270378,0.438439,3,6,2
"198",1058,"Rendsburg-Eckernförde",2015,270378,0.403484,3,5,2
"199",1059,"Schleswig-Flensburg",1998,196839,0.427692,4,7,2
"200",1059,"Schleswig-Flensburg",1999,196839,0.421449,4,7,2
"201",1059,"Schleswig-Flensburg",2000,196839,0.407067,4,7,2
"202",1059,"Schleswig-Flensburg",2001,196839,0.434019,4,7,2
"203",1059,"Schleswig-Flensburg",2002,196839,0.423091,4,7,2
"204",1059,"Schleswig-Flensburg",2003,196839,0.44044,4,7,2
"205",1059,"Schleswig-Flensburg",2004,196839,0.460189,4,7,2
"206",1059,"Schleswig-Flensburg",2005,196839,0.433723,3,6,2
"207",1059,"Schleswig-Flensburg",2006,196839,0.471367,3,6,2
"208",1059,"Schleswig-Flensburg",2007,196839,0.453032,3,6,2
"209",1059,"Schleswig-Flensburg",2008,196839,0.466162,4,7,2
"210",1059,"Schleswig-Flensburg",2009,196839,0.456553,4,7,2
"211",1059,"Schleswig-Flensburg",2010,196839,0.464643,3,6,2
"212",1059,"Schleswig-Flensburg",2011,196839,0.487562,4,7,2
"213",1059,"Schleswig-Flensburg",2012,196839,0.455152,4,7,2
"214",1059,"Schleswig-Flensburg",2013,196839,0.472094,3,6,2
"215",1059,"Schleswig-Flensburg",2014,196839,0.472666,3,6,2
"216",1059,"Schleswig-Flensburg",2015,196839,0.462539,3,6,2
"217",1060,"Segeberg",1998,267503,0.245014,2,3,2
"218",1060,"Segeberg",1999,267503,0.293477,2,4,2
"219",1060,"Segeberg",2000,267503,0.279209,2,4,2
"220",1060,"Segeberg",2001,267503,0.274554,2,4,2
"221",1060,"Segeberg",2002,267503,0.302502,2,4,2
"222",1060,"Segeberg",2003,267503,0.34023,2,4,2
"223",1060,"Segeberg",2004,267503,0.352843,2,4,2
"224",1060,"Segeberg",2005,267503,0.348405,2,4,2
"225",1060,"Segeberg",2006,267503,0.362174,2,4,2
"226",1060,"Segeberg",2007,267503,0.35367,3,5,2
"227",1060,"Segeberg",2008,267503,0.33817,2,4,2
"228",1060,"Segeberg",2009,267503,0.300702,2,4,2
"229",1060,"Segeberg",2010,267503,0.330308,2,4,2
"230",1060,"Segeberg",2011,267503,0.329894,2,4,2
"231",1060,"Segeberg",2012,267503,0.318095,2,4,2
"232",1060,"Segeberg",2013,267503,0.351915,2,4,2
"233",1060,"Segeberg",2014,267503,0.355356,2,4,2
"234",1060,"Segeberg",2015,267503,0.334013,2,4,2
"235",1061,"Steinburg",1998,131457,0.395158,3,6,2
"236",1061,"Steinburg",1999,131457,0.400047,3,6,2
"237",1061,"Steinburg",2000,131457,0.410559,4,7,2
"238",1061,"Steinburg",2001,131457,0.4437,4,7,2
"239",1061,"Steinburg",2002,131457,0.422933,3,6,2
"240",1061,"Steinburg",2003,131457,0.467476,4,7,2
"241",1061,"Steinburg",2004,131457,0.450938,4,7,2
"242",1061,"Steinburg",2005,131457,0.473665,4,7,2
"243",1061,"Steinburg",2006,131457,0.476954,3,6,2
"244",1061,"Steinburg",2007,131457,0.450513,3,6,2
"245",1061,"Steinburg",2008,131457,0.432131,3,6,2
"246",1061,"Steinburg",2009,131457,0.436527,3,6,2
"247",1061,"Steinburg",2010,131457,0.438288,3,6,2
"248",1061,"Steinburg",2011,131457,0.433368,3,6,2
"249",1061,"Steinburg",2012,131457,0.396111,3,5,2
"250",1061,"Steinburg",2013,131457,0.458991,3,6,2
"251",1061,"Steinburg",2014,131457,0.459108,3,6,2
"252",1061,"Steinburg",2015,131457,0.4728,3,6,2
"253",1062,"Stormarn",1998,239614,0.181936,1,2,1
"254",1062,"Stormarn",1999,239614,0.206127,1,2,1
"255",1062,"Stormarn",2000,239614,0.163487,1,1,1
"256",1062,"Stormarn",2001,239614,0.175792,1,2,1
"257",1062,"Stormarn",2002,239614,0.196813,1,2,1
"258",1062,"Stormarn",2003,239614,0.227751,1,2,1
"259",1062,"Stormarn",2004,239614,0.254262,1,2,1
"260",1062,"Stormarn",2005,239614,0.272403,1,2,1
"261",1062,"Stormarn",2006,239614,0.265569,1,2,1
"262",1062,"Stormarn",2007,239614,0.264781,2,3,2
"263",1062,"Stormarn",2008,239614,0.249292,1,2,1
"264",1062,"Stormarn",2009,239614,0.243034,1,2,1
"265",1062,"Stormarn",2010,239614,0.256965,1,2,1
"266",1062,"Stormarn",2011,239614,0.250246,1,2,1
"267",1062,"Stormarn",2012,239614,0.227406,1,2,1
"268",1062,"Stormarn",2013,239614,0.274249,1,2,1
"269",1062,"Stormarn",2014,239614,0.275781,1,2,1
"270",1062,"Stormarn",2015,239614,0.275644,2,3,2
"271",2000,"Hamburg, Stadt",1998,1787408,0.296223,2,4,2
"272",2000,"Hamburg, Stadt",1999,1787408,0.285109,2,4,2
"273",2000,"Hamburg, Stadt",2000,1787408,0.277499,2,4,2
"274",2000,"Hamburg, Stadt",2001,1787408,0.292369,2,4,2
"275",2000,"Hamburg, Stadt",2002,1787408,0.324104,2,4,2
"276",2000,"Hamburg, Stadt",2003,1787408,0.355974,3,5,2
"277",2000,"Hamburg, Stadt",2004,1787408,0.359,3,5,2
"278",2000,"Hamburg, Stadt",2005,1787408,0.397763,3,5,2
"279",2000,"Hamburg, Stadt",2006,1787408,0.405841,3,5,2
"280",2000,"Hamburg, Stadt",2007,1787408,0.409528,3,6,2
"281",2000,"Hamburg, Stadt",2008,1787408,0.429556,3,6,2
"282",2000,"Hamburg, Stadt",2009,1787408,0.403214,3,6,2
"283",2000,"Hamburg, Stadt",2010,1787408,0.457069,3,6,2
"284",2000,"Hamburg, Stadt",2011,1787408,0.426173,3,6,2
"285",2000,"Hamburg, Stadt",2012,1787408,0.406779,3,6,2
"286",2000,"Hamburg, Stadt",2013,1787408,0.441627,3,6,2
"287",2000,"Hamburg, Stadt",2014,1787408,0.464005,3,6,2
"288",2000,"Hamburg, Stadt",2015,1787408,0.466896,3,6,2
"289",3101,"Braunschweig, Stadt",1998,251364,0.49531,4,8,2
"290",3101,"Braunschweig, Stadt",1999,251364,0.520464,4,8,2
"291",3101,"Braunschweig, Stadt",2000,251364,0.484097,4,8,2
"292",3101,"Braunschweig, Stadt",2001,251364,0.542808,4,8,2
"293",3101,"Braunschweig, Stadt",2002,251364,0.529963,4,8,2
"294",3101,"Braunschweig, Stadt",2003,251364,0.544497,4,8,2
"295",3101,"Braunschweig, Stadt",2004,251364,0.581174,4,8,2
"296",3101,"Braunschweig, Stadt",2005,251364,0.584658,4,8,2
"297",3101,"Braunschweig, Stadt",2006,251364,0.610299,4,8,2
"298",3101,"Braunschweig, Stadt",2007,251364,0.599937,4,8,2
"299",3101,"Braunschweig, Stadt",2008,251364,0.61376,4,8,2
"300",3101,"Braunschweig, Stadt",2009,251364,0.605033,4,8,2
"301",3101,"Braunschweig, Stadt",2010,251364,0.636789,5,9,3
"302",3101,"Braunschweig, Stadt",2011,251364,0.620055,4,8,2
"303",3101,"Braunschweig, Stadt",2012,251364,0.568433,4,8,2
"304",3101,"Braunschweig, Stadt",2013,251364,0.57882,4,8,2
"305",3101,"Braunschweig, Stadt",2014,251364,0.581699,4,8,2
"306",3101,"Braunschweig, Stadt",2015,251364,0.583149,4,8,2
"307",3102,"Salzgitter, Stadt",1998,101079,0.4634,4,7,2
"308",3102,"Salzgitter, Stadt",1999,101079,0.452519,4,7,2
"309",3102,"Salzgitter, Stadt",2000,101079,0.459152,4,7,2
"310",3102,"Salzgitter, Stadt",2001,101079,0.497641,4,8,2
"311",3102,"Salzgitter, Stadt",2002,101079,0.463346,4,7,2
"312",3102,"Salzgitter, Stadt",2003,101079,0.473071,4,7,2
"313",3102,"Salzgitter, Stadt",2004,101079,0.481968,4,7,2
"314",3102,"Salzgitter, Stadt",2005,101079,0.489371,4,7,2
"315",3102,"Salzgitter, Stadt",2006,101079,0.51227,4,7,2
"316",3102,"Salzgitter, Stadt",2007,101079,0.488687,4,7,2
"317",3102,"Salzgitter, Stadt",2008,101079,0.48026,4,7,2
"318",3102,"Salzgitter, Stadt",2009,101079,0.458731,4,7,2
"319",3102,"Salzgitter, Stadt",2010,101079,0.449467,3,6,2
"320",3102,"Salzgitter, Stadt",2011,101079,0.469612,3,6,2
"321",3102,"Salzgitter, Stadt",2012,101079,0.427506,3,6,2
"322",3102,"Salzgitter, Stadt",2013,101079,0.458778,3,6,2
"323",3102,"Salzgitter, Stadt",2014,101079,0.462218,3,6,2
"324",3102,"Salzgitter, Stadt",2015,101079,0.457571,3,6,2
"325",3103,"Wolfsburg, Stadt",1998,124045,0.359055,3,6,2
"326",3103,"Wolfsburg, Stadt",1999,124045,0.351424,3,5,2
"327",3103,"Wolfsburg, Stadt",2000,124045,0.33373,3,5,2
"328",3103,"Wolfsburg, Stadt",2001,124045,0.374134,3,6,2
"329",3103,"Wolfsburg, Stadt",2002,124045,0.36827,3,6,2
"330",3103,"Wolfsburg, Stadt",2003,124045,0.365941,3,5,2
"331",3103,"Wolfsburg, Stadt",2004,124045,0.417667,3,6,2
"332",3103,"Wolfsburg, Stadt",2005,124045,0.430233,3,6,2
"333",3103,"Wolfsburg, Stadt",2006,124045,0.439523,3,6,2
"334",3103,"Wolfsburg, Stadt",2007,124045,0.46351,4,7,2
"335",3103,"Wolfsburg, Stadt",2008,124045,0.463659,3,6,2
"336",3103,"Wolfsburg, Stadt",2009,124045,0.448363,3,6,2
"337",3103,"Wolfsburg, Stadt",2010,124045,0.463583,3,6,2
"338",3103,"Wolfsburg, Stadt",2011,124045,0.435708,3,6,2
"339",3103,"Wolfsburg, Stadt",2012,124045,0.37069,3,5,2
"340",3103,"Wolfsburg, Stadt",2013,124045,0.36394,2,4,2
"341",3103,"Wolfsburg, Stadt",2014,124045,0.367324,2,4,2
"342",3103,"Wolfsburg, Stadt",2015,124045,0.370688,2,4,2
"343",3151,"Gifhorn",1998,174205,0.444303,4,7,2
"344",3151,"Gifhorn",1999,174205,0.444321,4,7,2
"345",3151,"Gifhorn",2000,174205,0.395725,3,6,2
"346",3151,"Gifhorn",2001,174205,0.464874,4,7,2
"347",3151,"Gifhorn",2002,174205,0.45624,4,7,2
"348",3151,"Gifhorn",2003,174205,0.435399,4,7,2
"349",3151,"Gifhorn",2004,174205,0.484821,4,7,2
"350",3151,"Gifhorn",2005,174205,0.500454,4,7,2
"351",3151,"Gifhorn",2006,174205,0.52837,4,7,2
"352",3151,"Gifhorn",2007,174205,0.51723,4,7,2
"353",3151,"Gifhorn",2008,174205,0.491673,4,7,2
"354",3151,"Gifhorn",2009,174205,0.471806,4,7,2
"355",3151,"Gifhorn",2010,174205,0.501202,4,7,2
"356",3151,"Gifhorn",2011,174205,0.473188,3,6,2
"357",3151,"Gifhorn",2012,174205,0.473372,4,7,2
"358",3151,"Gifhorn",2013,174205,0.460923,3,6,2
"359",3151,"Gifhorn",2014,174205,0.475613,3,6,2
"360",3151,"Gifhorn",2015,174205,0.460161,3,6,2
"361",3152,"Göttingen",1998,255653,0.556453,4,8,2
"362",3152,"Göttingen",1999,255653,0.552836,4,8,2
"363",3152,"Göttingen",2000,255653,0.524559,4,8,2
"364",3152,"Göttingen",2001,255653,0.563645,4,8,2
"365",3152,"Göttingen",2002,255653,0.555685,4,8,2
"366",3152,"Göttingen",2003,255653,0.547724,4,8,2
"367",3152,"Göttingen",2004,255653,0.592701,4,8,2
"368",3152,"Göttingen",2005,255653,0.642139,5,9,3
"369",3152,"Göttingen",2006,255653,0.65241,4,8,2
"370",3152,"Göttingen",2007,255653,0.679361,5,9,3
"371",3152,"Göttingen",2008,255653,0.699441,5,9,3
"372",3152,"Göttingen",2009,255653,0.709882,5,9,3
"373",3152,"Göttingen",2010,255653,0.715776,5,10,3
"374",3152,"Göttingen",2011,255653,0.62772,4,8,2
"375",3152,"Göttingen",2012,255653,0.606221,4,8,2
"376",3152,"Göttingen",2013,255653,0.63726,5,9,3
"377",3152,"Göttingen",2014,255653,0.625676,5,9,3
"378",3152,"Göttingen",2015,255653,0.644373,5,9,3
"379",3153,"Goslar",1998,138236,0.566898,4,8,2
"380",3153,"Goslar",1999,138236,0.566116,4,8,2
"381",3153,"Goslar",2000,138236,0.558605,4,8,2
"382",3153,"Goslar",2001,138236,0.593354,4,8,2
"383",3153,"Goslar",2002,138236,0.553784,4,8,2
"384",3153,"Goslar",2003,138236,0.526529,4,8,2
"385",3153,"Goslar",2004,138236,0.556494,4,8,2
"386",3153,"Goslar",2005,138236,0.552609,4,8,2
"387",3153,"Goslar",2006,138236,0.569942,4,8,2
"388",3153,"Goslar",2007,138236,0.563281,4,8,2
"389",3153,"Goslar",2008,138236,0.556466,4,8,2
"390",3153,"Goslar",2009,138236,0.593456,4,8,2
"391",3153,"Goslar",2010,138236,0.632691,4,8,2
"392",3153,"Goslar",2011,138236,0.618352,4,8,2
"393",3153,"Goslar",2012,138236,0.581348,4,8,2
"394",3153,"Goslar",2013,138236,0.599286,4,8,2
"395",3153,"Goslar",2014,138236,0.586599,4,8,2
"396",3153,"Goslar",2015,138236,0.617907,4,8,2
"397",3154,"Helmstedt",1998,91500,0.488102,4,8,2
"398",3154,"Helmstedt",1999,91500,0.474347,4,8,2
"399",3154,"Helmstedt",2000,91500,0.477061,4,8,2
"400",3154,"Helmstedt",2001,91500,0.500222,4,8,2
"401",3154,"Helmstedt",2002,91500,0.482304,4,8,2
"402",3154,"Helmstedt",2003,91500,0.443527,4,7,2
"403",3154,"Helmstedt",2004,91500,0.504984,4,8,2
"404",3154,"Helmstedt",2005,91500,0.498901,4,7,2
"405",3154,"Helmstedt",2006,91500,0.530016,4,7,2
"406",3154,"Helmstedt",2007,91500,0.541719,4,8,2
"407",3154,"Helmstedt",2008,91500,0.504734,4,7,2
"408",3154,"Helmstedt",2009,91500,0.494552,4,7,2
"409",3154,"Helmstedt",2010,91500,0.491372,4,7,2
"410",3154,"Helmstedt",2011,91500,0.484618,4,7,2
"411",3154,"Helmstedt",2012,91500,0.42682,3,6,2
"412",3154,"Helmstedt",2013,91500,0.44941,3,6,2
"413",3154,"Helmstedt",2014,91500,0.480681,4,7,2
"414",3154,"Helmstedt",2015,91500,0.441173,3,6,2
"415",3155,"Northeim",1998,134896,0.48863,4,8,2
"416",3155,"Northeim",1999,134896,0.494471,4,8,2
"417",3155,"Northeim",2000,134896,0.499858,4,8,2
"418",3155,"Northeim",2001,134896,0.53351,4,8,2
"419",3155,"Northeim",2002,134896,0.522521,4,8,2
"420",3155,"Northeim",2003,134896,0.510036,4,8,2
"421",3155,"Northeim",2004,134896,0.536317,4,8,2
"422",3155,"Northeim",2005,134896,0.523537,4,8,2
"423",3155,"Northeim",2006,134896,0.538883,4,7,2
