"","Gemeindekennziffer","Name der Gemeinde","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",8111000,"Stuttgart, Landeshauptstadt",612441,0.270079,1,1,1
"2",8115001,"Aidlingen",8811,0.28131,1,1,1
"3",8115002,"Altdorf",4596,0.281993,1,1,1
"4",8115003,"Böblingen, Stadt",47385,0.297904,1,1,1
"5",8115004,"Bondorf",5834,0.319137,1,1,1
"6",8115010,"Deckenpfronn",3269,0.309135,1,1,1
"7",8115013,"Ehningen",8448,0.285934,1,1,1
"8",8115015,"Gärtringen",11754,0.285934,1,1,1
"9",8115016,"Gäufelden",9151,0.319137,1,1,1
"10",8115021,"Herrenberg, Stadt",30626,0.309135,1,1,1
"11",8115022,"Hildrizhausen",3599,0.281993,1,1,1
"12",8115024,"Holzgerlingen, Stadt",12457,0.281993,1,1,1
"13",8115028,"Leonberg, Stadt",46143,0.291054,1,1,1
"14",8115029,"Magstadt",9083,0.297125,1,1,1
"15",8115034,"Mötzingen",3623,0.319137,1,1,1
"16",8115037,"Nufringen",5443,0.309135,1,1,1
"17",8115041,"Renningen, Stadt",16878,0.293862,1,1,1
"18",8115042,"Rutesheim, Stadt",10493,0.299224,1,1,1
"19",8115044,"Schönaich",9901,0.286053,1,1,1
"20",8115045,"Sindelfingen, Stadt",62215,0.315076,1,1,1
"21",8115046,"Steinenbronn",6190,0.292456,1,1,1
"22",8115048,"Waldenbuch, Stadt",8521,0.292456,1,1,1
"23",8115050,"Weil der Stadt, Stadt",18500,0.304486,1,1,1
"24",8115051,"Weil im Schönbuch",9766,0.285108,1,1,1
"25",8115052,"Weissach",7463,0.272812,1,1,1
"26",8115053,"Jettingen",7575,0.319137,1,1,1
"27",8115054,"Grafenau",6555,0.28131,1,1,1
"28",8116004,"Altbach",5974,0.348083,1,1,1
"29",8116005,"Altdorf",1608,0.337808,1,1,1
"30",8116006,"Altenriet",1918,0.337808,1,1,1
"31",8116007,"Baltmannsweiler",5621,0.339537,1,1,1
"32",8116008,"Bempflingen",3403,0.337808,1,1,1
