"","Gemeindekennziffer","Name der Gemeinde","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",8111000,"Stuttgart, Landeshauptstadt",612441,0.214305,1,1,1
"2",8115001,"Aidlingen",8811,0.19093,1,1,1
"3",8115002,"Altdorf",4596,0.197851,1,1,1
"4",8115003,"Böblingen, Stadt",47385,0.212961,1,1,1
"5",8115004,"Bondorf",5834,0.231427,1,1,1
"6",8115010,"Deckenpfronn",3269,0.219797,1,1,1
"7",8115013,"Ehningen",8448,0.204019,1,1,1
"8",8115015,"Gärtringen",11754,0.204019,1,1,1
"9",8115016,"Gäufelden",9151,0.231427,1,1,1
"10",8115021,"Herrenberg, Stadt",30626,0.219797,1,1,1
"11",8115022,"Hildrizhausen",3599,0.197851,1,1,1
"12",8115024,"Holzgerlingen, Stadt",12457,0.197851,1,1,1
"13",8115028,"Leonberg, Stadt",46143,0.200987,1,1,1
"14",8115029,"Magstadt",9083,0.206498,1,1,1
"15",8115034,"Mötzingen",3623,0.231427,1,1,1
"16",8115037,"Nufringen",5443,0.219797,1,1,1
"17",8115041,"Renningen, Stadt",16878,0.202198,1,1,1
"18",8115042,"Rutesheim, Stadt",10493,0.202371,1,1,1
"19",8115044,"Schönaich",9901,0.18892,1,1,1
"20",8115045,"Sindelfingen, Stadt",62215,0.230982,1,1,1
"21",8115046,"Steinenbronn",6190,0.197682,1,1,1
"22",8115048,"Waldenbuch, Stadt",8521,0.197682,1,1,1
"23",8115050,"Weil der Stadt, Stadt",18500,0.218865,1,1,1
"24",8115051,"Weil im Schönbuch",9766,0.201352,1,1,1
"25",8115052,"Weissach",7463,0.178663,1,1,1
"26",8115053,"Jettingen",7575,0.231427,1,1,1
"27",8115054,"Grafenau",6555,0.19093,1,1,1
"28",8116004,"Altbach",5974,0.271637,1,1,1
"29",8116005,"Altdorf",1608,0.262945,1,1,1
"30",8116006,"Altenriet",1918,0.262945,1,1,1
"31",8116007,"Baltmannsweiler",5621,0.258598,1,1,1
"32",8116008,"Bempflingen",3403,0.262945,1,1,1
"33",8116011,"Beuren",3508,0.266978,1,1,1
"34",8116012,"Bissingen an der Teck",3395,0.269439,1,1,1
"35",8116014,"Deizisau",6720,0.271637,1,1,1
"36",8116015,"Denkendorf",10588,0.265039,1,1,1
"37",8116016,"Dettingen unter Teck",5888,0.293048,1,1,1
"38",8116018,"Erkenbrechtsweiler",2109,0.273241,1,1,1
"39",8116019,"Esslingen am Neckar, Stadt",90378,0.300308,1,1,1
"40",8116020,"Frickenhausen",8729,0.290871,1,1,1
"41",8116022,"Großbettlingen",4300,0.290871,1,1,1
"42",8116027,"Hochdorf",4620,0.258598,1,1,1
"43",8116029,"Holzmaden",2167,0.269439,1,1,1
"44",8116033,"Kirchheim unter Teck, Stadt",39396,0.293048,1,1,1
"45",8116035,"Köngen",9632,0.271957,1,1,1
"46",8116036,"Kohlberg",2287,0.266978,1,1,1
"47",8116037,"Lichtenwald",2513,0.258598,1,1,1
"48",8116041,"Neckartailfingen",3684,0.262945,1,1,1
"49",8116042,"Neckartenzlingen",6491,0.262945,1,1,1
"50",8116043,"Neidlingen",1811,0.269439,1,1,1
"51",8116046,"Neuffen, Stadt",6085,0.266978,1,1,1
"52",8116047,"Neuhausen auf den Fildern",11583,0.23601,1,1,1
"53",8116048,"Notzingen",3574,0.293048,1,1,1
"54",8116049,"Nürtingen, Stadt",39960,0.290871,1,1,1
"55",8116050,"Oberboihingen",5399,0.290871,1,1,1
"56",8116053,"Ohmden",1721,0.269439,1,1,1
"57",8116054,"Owen, Stadt",3404,0.273241,1,1,1
"58",8116056,"Plochingen, Stadt",13809,0.271637,1,1,1
"59",8116058,"Reichenbach an der Fils",8197,0.258598,1,1,1
"60",8116063,"Schlaitdorf",1853,0.262945,1,1,1
"61",8116068,"Unterensingen",4677,0.290871,1,1,1
"62",8116070,"Weilheim an der Teck, Stadt",9779,0.269439,1,1,1
"63",8116071,"Wendlingen am Neckar, Stadt",15670,0.271957,1,1,1
"64",8116072,"Wernau (Neckar), Stadt",12200,0.272308,1,1,1
"65",8116073,"Wolfschlugen",6289,0.290871,1,1,1
"66",8116076,"Aichwald",7460,0.240841,1,1,1
"67",8116077,"Filderstadt, Stadt",44721,0.245938,1,1,1
"68",8116078,"Leinfelden-Echterdingen, Stadt",38266,0.241215,1,1,1
"69",8116079,"Lenningen",7942,0.273241,1,1,1
"70",8116080,"Ostfildern, Stadt",37785,0.251017,1,1,1
"71",8116081,"Aichtal, Stadt",9665,0.252045,1,1,1
"72",8117001,"Adelberg",1948,0.418145,3,5,2
"73",8117002,"Aichelberg",1279,0.409787,2,4,2
"74",8117003,"Albershausen",4210,0.421886,3,5,2
"75",8117006,"Bad Ditzenbach",3645,0.445299,3,6,2
"76",8117007,"Bad Überkingen",3788,0.466729,4,7,2
"77",8117009,"Birenbach",1877,0.418145,3,5,2
"78",8117010,"Böhmenkirch",5484,0.425658,3,5,2
"79",8117011,"Börtlingen",1709,0.418145,3,5,2
"80",8117012,"Bad Boll",5067,0.409787,2,4,2
"81",8117014,"Deggingen",5222,0.445299,3,6,2
"82",8117015,"Donzdorf, Stadt",10737,0.438945,3,6,2
"83",8117016,"Drackenstein",406,0.436007,3,6,2
"84",8117017,"Dürnau",2083,0.409787,2,4,2
"85",8117018,"Ebersbach an der Fils, Stadt",15166,0.429779,3,5,2
"86",8117019,"Eislingen/Fils, Stadt",19948,0.456356,3,6,2
"87",8117020,"Eschenbach",2158,0.412662,2,4,2
"88",8117023,"Gammelshausen",1422,0.409787,2,4,2
"89",8117024,"Geislingen an der Steige, Stadt",26673,0.466729,4,7,2
"90",8117025,"Gingen an der Fils",4338,0.438945,3,6,2
"91",8117026,"Göppingen, Stadt",55846,0.471341,4,7,2
"92",8117028,"Gruibingen",2177,0.436007,3,6,2
"93",8117029,"Hattenhofen",2899,0.409787,2,4,2
"94",8117030,"Heiningen",5005,0.412662,2,4,2
"95",8117031,"Hohenstadt",831,0.436007,3,6,2
"96",8117033,"Kuchen",5495,0.466729,4,7,2
"97",8117035,"Mühlhausen im Täle",1013,0.436007,3,6,2
"98",8117037,"Ottenbach",2442,0.456356,3,6,2
"99",8117038,"Rechberghausen",5389,0.418145,3,5,2
"100",8117042,"Salach",7925,0.456356,3,6,2
"101",8117043,"Schlat",1664,0.471341,4,7,2
"102",8117044,"Schlierbach",3969,0.429779,3,5,2
"103",8117049,"Süßen, Stadt",9846,0.438945,3,6,2
"104",8117051,"Uhingen, Stadt",13963,0.421886,3,5,2
"105",8117053,"Wäschenbeuren",3862,0.471341,4,7,2
"106",8117055,"Wangen",3056,0.471341,4,7,2
"107",8117058,"Wiesensteig, Stadt",1974,0.436007,3,6,2
"108",8117060,"Zell unter Aichelberg",3027,0.409787,2,4,2
"109",8117061,"Lauterstein, Stadt",2574,0.438945,3,6,2
"110",8118001,"Affalterbach",4456,0.273942,1,1,1
"111",8118003,"Asperg, Stadt",13065,0.274662,1,1,1
"112",8118006,"Benningen am Neckar",6030,0.273942,1,1,1
"113",8118007,"Besigheim, Stadt",11951,0.279016,1,1,1
"114",8118010,"Bönnigheim, Stadt",7360,0.311617,1,2,1
"115",8118011,"Ditzingen, Stadt",24427,0.260499,1,1,1
"116",8118012,"Eberdingen",6667,0.280007,1,1,1
"117",8118014,"Erdmannhausen",4808,0.273942,1,1,1
"118",8118015,"Erligheim",2709,0.311617,1,2,1
"119",8118016,"Freudental",2453,0.279016,1,1,1
"120",8118018,"Gemmrigheim",3976,0.279016,1,1,1
"121",8118019,"Gerlingen, Stadt",19151,0.242003,1,1,1
"122",8118021,"Großbottwar, Stadt",8253,0.300245,1,1,1
"123",8118027,"Hemmingen",7342,0.247535,1,1,1
"124",8118028,"Hessigheim",2347,0.279016,1,1,1
"125",8118040,"Kirchheim am Neckar",5436,0.311617,1,2,1
"126",8118046,"Kornwestheim, Stadt",32680,0.293474,1,1,1
"127",8118047,"Löchgau",5520,0.279016,1,1,1
"128",8118048,"Ludwigsburg, Stadt",91116,0.309678,1,2,1
"129",8118049,"Marbach am Neckar, Stadt",15382,0.273942,1,1,1
"130",8118050,"Markgröningen, Stadt",14426,0.273918,1,1,1
"131",8118051,"Möglingen",10983,0.26663,1,1,1
"132",8118053,"Mundelsheim",3247,0.279016,1,1,1
"133",8118054,"Murr",6279,0.275794,1,1,1
"134",8118059,"Oberriexingen, Stadt",3251,0.280007,1,1,1
"135",8118060,"Oberstenfeld",7877,0.287084,1,1,1
"136",8118063,"Pleidelsheim",6231,0.266238,1,1,1
"137",8118067,"Schwieberdingen",11326,0.247535,1,1,1
"138",8118068,"Sersheim",5607,0.280007,1,1,1
"139",8118070,"Steinheim an der Murr, Stadt",12086,0.275794,1,1,1
"140",8118071,"Tamm",12605,0.274291,1,1,1
"141",8118073,"Vaihingen an der Enz, Stadt",28380,0.280007,1,1,1
"142",8118074,"Walheim",3112,0.279016,1,1,1
