"","Gemeindekennziffer","Name der Gemeinde","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",8111000,"Stuttgart, Landeshauptstadt",612441,0.215569,1,1,1
"2",8115001,"Aidlingen",8811,0.230477,1,1,1
"3",8115002,"Altdorf",4596,0.236702,1,1,1
"4",8115003,"Böblingen, Stadt",47385,0.247991,1,1,1
"5",8115004,"Bondorf",5834,0.270258,1,1,1
"6",8115010,"Deckenpfronn",3269,0.257198,1,1,1
"7",8115013,"Ehningen",8448,0.240274,1,1,1
"8",8115015,"Gärtringen",11754,0.240274,1,1,1
"9",8115016,"Gäufelden",9151,0.270258,1,1,1
"10",8115021,"Herrenberg, Stadt",30626,0.257198,1,1,1
"11",8115022,"Hildrizhausen",3599,0.236702,1,1,1
"12",8115024,"Holzgerlingen, Stadt",12457,0.236702,1,1,1
"13",8115028,"Leonberg, Stadt",46143,0.235386,1,1,1
"14",8115029,"Magstadt",9083,0.239053,1,1,1
"15",8115034,"Mötzingen",3623,0.270258,1,1,1
"16",8115037,"Nufringen",5443,0.257198,1,1,1
"17",8115041,"Renningen, Stadt",16878,0.241544,1,1,1
"18",8115042,"Rutesheim, Stadt",10493,0.246461,1,1,1
"19",8115044,"Schönaich",9901,0.227246,1,1,1
"20",8115045,"Sindelfingen, Stadt",62215,0.265654,1,1,1
"21",8115046,"Steinenbronn",6190,0.232215,1,1,1
"22",8115048,"Waldenbuch, Stadt",8521,0.232215,1,1,1
"23",8115050,"Weil der Stadt, Stadt",18500,0.254506,1,1,1
"24",8115051,"Weil im Schönbuch",9766,0.240923,1,1,1
"25",8115052,"Weissach",7463,0.21599,1,1,1
"26",8115053,"Jettingen",7575,0.270258,1,1,1
"27",8115054,"Grafenau",6555,0.230477,1,1,1
"28",8116004,"Altbach",5974,0.290749,1,1,1
"29",8116005,"Altdorf",1608,0.285028,1,1,1
"30",8116006,"Altenriet",1918,0.285028,1,1,1
