"","Kreiskennziffer","Name des Kreises","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",5111,"Düsseldorf, Stadt",604527,0.382256,1,1,1
"2",5112,"Duisburg, Stadt",485465,0.819657,5,10,3
"3",5113,"Essen, Stadt",573784,0.573375,3,5,2
"4",5114,"Krefeld, Stadt",222500,0.627601,4,8,2
"5",5116,"Mönchengladbach, Stadt",256853,0.720748,5,9,3
"6",5117,"Mülheim an der Ruhr, Stadt",167108,0.437757,1,2,1
"7",5119,"Oberhausen, Stadt",209292,0.737025,5,10,3
"8",5120,"Remscheid, Stadt",109009,0.615444,4,7,2
"9",5122,"Solingen, Klingenstadt",156771,0.639043,4,8,2
"10",5124,"Wuppertal, Stadt",345425,0.732618,5,9,3
"11",5154,"Kleve",304963,0.690884,5,9,3
"12",5158,"Mettmann",477760,0.400844,1,1,1
"13",5162,"Rhein-Kreis Neuss",442522,0.404637,1,2,1
"14",5166,"Viersen",295067,0.557141,2,4,2
"15",5170,"Wesel",457244,0.595774,3,6,2
"16",5314,"Bonn, Stadt",313958,0.274839,1,1,1
"17",5315,"Köln, Stadt",1046680,0.4644,1,2,1
"18",5316,"Leverkusen, Stadt",161540,0.442042,1,2,1
"19",5334,"Städteregion Aachen",547661,0.548128,2,4,2
"20",5358,"Düren",259073,0.606377,4,7,2
"21",5362,"Rhein-Erft-Kreis",459448,0.492426,2,3,2
"22",5366,"Euskirchen",188158,0.610991,4,7,2
"23",5370,"Heinsberg",249310,0.721545,5,9,3
"24",5374,"Oberbergischer Kreis",270618,0.566314,3,5,2
"25",5378,"Rheinisch-Bergischer Kreis",279497,0.376769,1,1,1
"26",5382,"Rhein-Sieg-Kreis",585781,0.481982,1,2,1
"27",5512,"Bottrop, Stadt",116017,0.672023,4,8,2
"28",5513,"Gelsenkirchen, Stadt",257651,0.885107,5,10,3
"29",5515,"Münster, Stadt",302178,0.311194,1,1,1
"30",5554,"Borken",365191,0.599109,3,6,2
"31",5558,"Coesfeld",215996,0.474588,1,2,1
"32",5562,"Recklinghausen",613092,0.680729,4,8,2
"33",5566,"Steinfurt",437127,0.570002,3,5,2
"34",5570,"Warendorf",273412,0.517851,2,4,2
"35",5711,"Bielefeld, Stadt",329782,0.590384,3,6,2
"36",5754,"Gütersloh",354463,0.490143,2,3,2
"37",5758,"Herford",249219,0.555262,2,4,2
"38",5762,"Höxter",142770,0.603413,4,7,2
"39",5766,"Lippe",345127,0.56462,2,4,2
"40",5770,"Minden-Lübbecke",309216,0.596036,3,6,2
"41",5774,"Paderborn",299071,0.566323,3,5,2
"42",5911,"Bochum, Stadt",361876,0.578883,3,6,2
"43",5913,"Dortmund, Stadt",580511,0.691276,5,9,3
"44",5914,"Hagen, Stadt der FernUniversität",186716,0.723556,5,9,3
"45",5915,"Hamm, Stadt",176580,0.791462,5,10,3
"46",5916,"Herne, Stadt",154608,0.801031,5,10,3
"47",5954,"Ennepe-Ruhr-Kreis",322916,0.486773,2,3,2
"48",5958,"Hochsauerlandkreis",261561,0.592239,3,6,2
"49",5962,"Märkischer Kreis",413820,0.61894,4,7,2
"50",5966,"Olpe",134759,0.488364,2,3,2
"51",5970,"Siegen-Wittgenstein",275909,0.491252,2,3,2
"52",5974,"Soest",296742,0.573125,3,5,2
"53",5978,"Unna",391774,0.645688,4,8,2
