"","Gemeindekennziffer","Name der Gemeinde","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",9161000,"Ingolstadt",131002,0.225434,1,1,1
"2",9162000,"München, Landeshauptstadt",1429584,0.153429,1,1,1
"3",9163000,"Rosenheim",60889,0.482364,3,5,2
"4",9171111,"Altötting, Stadt",12633,0.476317,2,4,2
"5",9171112,"Burghausen, Stadt",17824,0.419575,1,2,1
"6",9171113,"Burgkirchen a.d.Alz",10202,0.471555,2,4,2
"7",9171114,"Emmerting",4098,0.412195,1,2,1
"8",9171115,"Erlbach",1174,0.446097,2,3,2
"9",9171116,"Feichten a.d.Alz",1197,0.443686,2,3,2
"10",9171117,"Garching a.d.Alz",8494,0.473429,2,4,2
"11",9171118,"Haiming",2443,0.415399,1,2,1
"12",9171119,"Halsbach",961,0.443686,2,3,2
"13",9171121,"Kastl",2678,0.448223,2,3,2
"14",9171122,"Kirchweidach",2283,0.443686,2,3,2
"15",9171123,"Marktl, Markt",2665,0.41793,1,2,1
"16",9171124,"Mehring",2328,0.412195,1,2,1
"17",9171125,"Neuötting, Stadt",8471,0.472509,2,4,2
"18",9171126,"Perach",1255,0.446097,2,3,2
"19",9171127,"Pleiskirchen",2390,0.463595,2,4,2
"20",9171129,"Reischach",2544,0.446097,2,3,2
"21",9171130,"Stammham",991,0.41793,1,2,1
"22",9171131,"Teising",1902,0.468839,2,4,2
"23",9171132,"Töging a.Inn, Stadt",9124,0.464769,2,4,2
"24",9171133,"Tüßling, Markt",3241,0.450201,2,3,2
"25",9171134,"Tyrlaching",945,0.443686,2,3,2
"26",9171135,"Unterneukirchen",2957,0.448223,2,3,2
"27",9171137,"Winhöring",4665,0.441344,2,3,2
"28",9172111,"Ainring",9634,0.609288,5,10,3
"29",9172112,"Anger",4444,0.613513,5,10,3
"30",9172114,"Bad Reichenhall, GKSt",17327,0.620491,5,10,3
"31",9172115,"Bayerisch Gmain",3045,0.602022,5,9,3
"32",9172116,"Berchtesgaden, Markt",7781,0.596201,5,9,3
"33",9172117,"Bischofswiesen",7520,0.59421,5,9,3
"34",9172118,"Freilassing, Stadt",16194,0.636284,5,10,3
"35",9172122,"Laufen, Stadt",6852,0.651354,5,10,3
"36",9172124,"Marktschellenberg, Markt",1750,0.60904,5,10,3
"37",9172128,"Piding",5328,0.594514,5,9,3
"38",9172129,"Ramsau b.Berchtesgaden",1742,0.615293,5,10,3
"39",9172130,"Saaldorf-Surheim",5360,0.596198,5,9,3
"40",9172131,"Schneizlreuth",1327,0.595949,5,9,3
"41",9172132,"Schönau a.Königssee",5423,0.590751,5,9,3
"42",9172134,"Teisendorf, Markt",9249,0.597805,5,9,3
