"","Gemeindekennziffer","Name der Gemeinde","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",9161000,"Ingolstadt",131002,0.297976,1,1,1
"2",9162000,"München, Landeshauptstadt",1429584,0.181971,1,1,1
"3",9163000,"Rosenheim",60889,0.537849,3,6,2
"4",9171111,"Altötting, Stadt",12633,0.487637,2,4,2
"5",9171112,"Burghausen, Stadt",17824,0.451081,1,2,1
"6",9171113,"Burgkirchen a.d.Alz",10202,0.485477,2,4,2
"7",9171114,"Emmerting",4098,0.435185,1,2,1
"8",9171115,"Erlbach",1174,0.459965,2,3,2
"9",9171116,"Feichten a.d.Alz",1197,0.460888,2,3,2
"10",9171117,"Garching a.d.Alz",8494,0.476462,2,3,2
"11",9171118,"Haiming",2443,0.43757,1,2,1
"12",9171119,"Halsbach",961,0.460888,2,3,2
"13",9171121,"Kastl",2678,0.454828,2,3,2
"14",9171122,"Kirchweidach",2283,0.460888,2,3,2
"15",9171123,"Marktl, Markt",2665,0.441753,1,2,1
"16",9171124,"Mehring",2328,0.435185,1,2,1
"17",9171125,"Neuötting, Stadt",8471,0.498566,3,5,2
"18",9171126,"Perach",1255,0.459965,2,3,2
"19",9171127,"Pleiskirchen",2390,0.467,2,3,2
"20",9171129,"Reischach",2544,0.459965,2,3,2
"21",9171130,"Stammham",991,0.441753,1,2,1
"22",9171131,"Teising",1902,0.467246,2,3,2
"23",9171132,"Töging a.Inn, Stadt",9124,0.470833,2,3,2
"24",9171133,"Tüßling, Markt",3241,0.469901,2,3,2
"25",9171134,"Tyrlaching",945,0.460888,2,3,2
"26",9171135,"Unterneukirchen",2957,0.454828,2,3,2
"27",9171137,"Winhöring",4665,0.452813,2,3,2
"28",9172111,"Ainring",9634,0.63147,5,9,3
"29",9172112,"Anger",4444,0.609117,5,9,3
"30",9172114,"Bad Reichenhall, GKSt",17327,0.641231,5,10,3
"31",9172115,"Bayerisch Gmain",3045,0.639908,5,10,3
"32",9172116,"Berchtesgaden, Markt",7781,0.606547,5,9,3
"33",9172117,"Bischofswiesen",7520,0.619688,5,9,3
"34",9172118,"Freilassing, Stadt",16194,0.639807,5,10,3
"35",9172122,"Laufen, Stadt",6852,0.647462,5,10,3
"36",9172124,"Marktschellenberg, Markt",1750,0.634025,5,9,3
"37",9172128,"Piding",5328,0.618289,5,9,3
"38",9172129,"Ramsau b.Berchtesgaden",1742,0.64179,5,10,3
"39",9172130,"Saaldorf-Surheim",5360,0.600545,4,8,2
"40",9172131,"Schneizlreuth",1327,0.623745,5,9,3
"41",9172132,"Schönau a.Königssee",5423,0.606843,5,9,3
"42",9172134,"Teisendorf, Markt",9249,0.603317,5,9,3
"43",9173111,"Bad Heilbrunn",3802,0.419026,1,2,1
"44",9173112,"Bad Tölz, Stadt",18185,0.430305,1,2,1
"45",9173113,"Benediktbeuern",3563,0.428925,1,2,1
"46",9173115,"Bichl",2107,0.428925,1,2,1
"47",9173118,"Dietramszell",5370,0.419568,1,2,1
"48",9173120,"Egling",5400,0.408151,1,2,1
"49",9173123,"Eurasburg",4277,0.39579,1,1,1
"50",9173124,"Gaißach",3061,0.41584,1,2,1
"51",9173126,"Geretsried, Stadt",24069,0.39988,1,1,1
"52",9173127,"Greiling",1438,0.410487,1,2,1
"53",9173130,"Icking",3714,0.430123,1,2,1
"54",9173131,"Jachenau",841,0.488503,2,4,2
"55",9173133,"Kochel a.See",3998,0.446549,1,2,1
"56",9173134,"Königsdorf",3006,0.395121,1,1,1
"57",9173135,"Lenggries",9835,0.451536,1,2,1
"58",9173137,"Münsing",4230,0.401259,1,1,1
"59",9173140,"Reichersbeuern",2309,0.410487,1,2,1
"60",9173141,"Sachsenkam",1297,0.410487,1,2,1
"61",9173142,"Schlehdorf",1223,0.446549,1,2,1
"62",9173145,"Wackersberg",3493,0.468656,2,3,2
"63",9173147,"Wolfratshausen, Stadt",18122,0.387824,1,1,1
"64",9174111,"Altomünster, Markt",7678,0.415434,1,2,1
"65",9174113,"Bergkirchen",7705,0.372413,1,1,1
"66",9174115,"Dachau, GKSt",45985,0.369653,1,1,1
"67",9174118,"Erdweg",5792,0.386982,1,1,1
"68",9174121,"Haimhausen",5237,0.353853,1,1,1
"69",9174122,"Hebertshausen",5424,0.36697,1,1,1
"70",9174126,"Karlsfeld",19321,0.354296,1,1,1
"71",9174131,"Markt Indersdorf, Markt",9793,0.359322,1,1,1
"72",9174135,"Odelzhausen",4724,0.375016,1,1,1
"73",9174136,"Petershausen",6286,0.372631,1,1,1
"74",9174137,"Pfaffenhofen a.d.Glonn",1998,0.375016,1,1,1
"75",9174141,"Röhrmoos",6267,0.403401,1,1,1
"76",9174143,"Schwabhausen",6318,0.368296,1,1,1
"77",9174146,"Sulzemoos",2682,0.375016,1,1,1
"78",9174147,"Hilgertshausen-Tandern",3266,0.394742,1,1,1
"79",9174150,"Vierkirchen",4485,0.371857,1,1,1
"80",9174151,"Weichs",3318,0.374669,1,1,1
"81",9175111,"Anzing",4020,0.239273,1,1,1
"82",9175112,"Aßling",4389,0.30039,1,1,1
"83",9175113,"Baiern",1409,0.267695,1,1,1
"84",9175114,"Bruck",1222,0.267695,1,1,1
"85",9175115,"Ebersberg, Stadt",11625,0.271492,1,1,1
"86",9175116,"Egmating",2283,0.267695,1,1,1
"87",9175118,"Forstinning",3649,0.25656,1,1,1
"88",9175119,"Frauenneuharting",1504,0.30039,1,1,1
"89",9175121,"Glonn, Markt",4964,0.267695,1,1,1
"90",9175122,"Grafing b.München, Stadt",13369,0.276289,1,1,1
"91",9175123,"Hohenlinden",3046,0.248352,1,1,1
"92",9175124,"Kirchseeon, Markt",10054,0.269396,1,1,1
"93",9175127,"Markt Schwaben, Markt",12884,0.246116,1,1,1
"94",9175128,"Moosach",1539,0.267695,1,1,1
"95",9175131,"Oberpframmern",2369,0.267695,1,1,1
"96",9175132,"Vaterstetten",22272,0.256617,1,1,1
"97",9175133,"Pliening",5293,0.231027,1,1,1
"98",9175135,"Poing",14449,0.219404,1,1,1
"99",9175136,"Emmering",1501,0.30039,1,1,1
"100",9175137,"Steinhöring",4003,0.282216,1,1,1
"101",9175139,"Zorneding",9029,0.225969,1,1,1
"102",9176111,"Adelschlag",2957,0.391557,1,1,1
"103",9176112,"Altmannstein, Markt",6848,0.395698,1,1,1
"104",9176114,"Beilngries, Stadt",8983,0.411893,1,2,1
"105",9176116,"Böhmfeld",1640,0.370397,1,1,1
"106",9176118,"Buxheim",3593,0.390862,1,1,1
"107",9176120,"Denkendorf",4621,0.393877,1,1,1
"108",9176121,"Dollnstein, Markt",2752,0.428509,1,2,1
"109",9176122,"Egweil",1155,0.391557,1,1,1
"110",9176123,"Eichstätt, GKSt",13300,0.456318,2,3,2
